faq_id,intent_id,intent_name,category,language,question_type,difficulty,question,answer,ground_truth,source
FAQ0298,INT010,room_capacity,Room Policies,Arabic,Direct,Easy,,,"Room capacity depends on the room type. Standard and Deluxe rooms accommodate up to 2 guests, Superior rooms up to 3 guests, and Family rooms up to 4 guests. Executive Room capacity is not specified.",room_policies.txt
FAQ0299,INT010,room_capacity,Room Policies,Arabic,Direct,Easy,,,"Room capacity depends on the room type. Standard and Deluxe rooms accommodate up to 2 guests, Superior rooms up to 3 guests, and Family rooms up to 4 guests. Executive Room capacity is not specified.",room_policies.txt
FAQ0300,INT010,room_capacity,Room Policies,Arabic,Paraphrased,Easy,,,"Room capacity depends on the room type. Standard and Deluxe rooms accommodate up to 2 guests, Superior rooms up to 3 guests, and Family rooms up to 4 guests. Executive Room capacity is not specified.",room_policies.txt
FAQ0301,INT010,room_capacity,Room Policies,Arabic,Paraphrased,Easy,,,"Room capacity depends on the room type. Standard and Deluxe rooms accommodate up to 2 guests, Superior rooms up to 3 guests, and Family rooms up to 4 guests. Executive Room capacity is not specified.",room_policies.txt
FAQ0302,INT010,room_capacity,Room Policies,Arabic,Paraphrased,Easy,,,"Room capacity depends on the room type. Standard and Deluxe rooms accommodate up to 2 guests, Superior rooms up to 3 guests, and Family rooms up to 4 guests. Executive Room capacity is not specified.",room_policies.txt
FAQ0303,INT010,room_capacity,Room Policies,Arabic,Scenario,Easy,,,"Room capacity depends on the room type. Standard and Deluxe rooms accommodate up to 2 guests, Superior rooms up to 3 guests, and Family rooms up to 4 guests. Executive Room capacity is not specified.",room_policies.txt
FAQ0304,INT010,room_capacity,Room Policies,Arabic,Scenario,Easy,,,"Room capacity depends on the room type. Standard and Deluxe rooms accommodate up to 2 guests, Superior rooms up to 3 guests, and Family rooms up to 4 guests. Executive Room capacity is not specified.",room_policies.txt
FAQ0305,INT010,room_capacity,Room Policies,French,Direct,Easy,,,"Room capacity depends on the room type. Standard and Deluxe rooms accommodate up to 2 guests, Superior rooms up to 3 guests, and Family rooms up to 4 guests. Executive Room capacity is not specified.",room_policies.txt
FAQ0306,INT010,room_capacity,Room Policies,French,Direct,Easy,,,"Room capacity depends on the room type. Standard and Deluxe rooms accommodate up to 2 guests, Superior rooms up to 3 guests, and Family rooms up to 4 guests. Executive Room capacity is not specified.",room_policies.txt
FAQ0307,INT010,room_capacity,Room Policies,French,Direct,Easy,,,"Room capacity depends on the room type. Standard and Deluxe rooms accommodate up to 2 guests, Superior rooms up to 3 guests, and Family rooms up to 4 guests. Executive Room capacity is not specified.",room_policies.txt
FAQ0308,INT010,room_capacity,Room Policies,French,Paraphrased,Easy,,,"Room capacity depends on the room type. Standard and Deluxe rooms accommodate up to 2 guests, Superior rooms up to 3 guests, and Family rooms up to 4 guests. Executive Room capacity is not specified.",room_policies.txt
FAQ0309,INT010,room_capacity,Room Policies,French,Paraphrased,Easy,,,"Room capacity depends on the room type. Standard and Deluxe rooms accommodate up to 2 guests, Superior rooms up to 3 guests, and Family rooms up to 4 guests. Executive Room capacity is not specified.",room_policies.txt
FAQ0310,INT010,room_capacity,Room Policies,French,Paraphrased,Easy,,,"Room capacity depends on the room type. Standard and Deluxe rooms accommodate up to 2 guests, Superior rooms up to 3 guests, and Family rooms up to 4 guests. Executive Room capacity is not specified.",room_policies.txt
FAQ0311,INT010,room_capacity,Room Policies,French,Scenario,Easy,,,"Room capacity depends on the room type. Standard and Deluxe rooms accommodate up to 2 guests, Superior rooms up to 3 guests, and Family rooms up to 4 guests. Executive Room capacity is not specified.",room_policies.txt
FAQ0312,INT010,room_capacity,Room Policies,French,Scenario,Easy,,,"Room capacity depends on the room type. Standard and Deluxe rooms accommodate up to 2 guests, Superior rooms up to 3 guests, and Family rooms up to 4 guests. Executive Room capacity is not specified.",room_policies.txt
FAQ0313,INT010,room_capacity,Room Policies,Russian,Direct,Easy,,,"Room capacity depends on the room type. Standard and Deluxe rooms accommodate up to 2 guests, Superior rooms up to 3 guests, and Family rooms up to 4 guests. Executive Room capacity is not specified.",room_policies.txt
FAQ0314,INT010,room_capacity,Room Policies,Russian,Direct,Easy,,,"Room capacity depends on the room type. Standard and Deluxe rooms accommodate up to 2 guests, Superior rooms up to 3 guests, and Family rooms up to 4 guests. Executive Room capacity is not specified.",room_policies.txt
FAQ0315,INT010,room_capacity,Room Policies,Russian,Direct,Easy,,,"Room capacity depends on the room type. Standard and Deluxe rooms accommodate up to 2 guests, Superior rooms up to 3 guests, and Family rooms up to 4 guests. Executive Room capacity is not specified.",room_policies.txt
FAQ0316,INT010,room_capacity,Room Policies,Russian,Paraphrased,Easy,,,"Room capacity depends on the room type. Standard and Deluxe rooms accommodate up to 2 guests, Superior rooms up to 3 guests, and Family rooms up to 4 guests. Executive Room capacity is not specified.",room_policies.txt
FAQ0317,INT010,room_capacity,Room Policies,Russian,Paraphrased,Easy,,,"Room capacity depends on the room type. Standard and Deluxe rooms accommodate up to 2 guests, Superior rooms up to 3 guests, and Family rooms up to 4 guests. Executive Room capacity is not specified.",room_policies.txt
FAQ0318,INT010,room_capacity,Room Policies,Russian,Paraphrased,Easy,,,"Room capacity depends on the room type. Standard and Deluxe rooms accommodate up to 2 guests, Superior rooms up to 3 guests, and Family rooms up to 4 guests. Executive Room capacity is not specified.",room_policies.txt
FAQ0319,INT010,room_capacity,Room Policies,Russian,Scenario,Easy,,,"Room capacity depends on the room type. Standard and Deluxe rooms accommodate up to 2 guests, Superior rooms up to 3 guests, and Family rooms up to 4 guests. Executive Room capacity is not specified.",room_policies.txt
FAQ0320,INT010,room_capacity,Room Policies,Russian,Scenario,Easy,,,"Room capacity depends on the room type. Standard and Deluxe rooms accommodate up to 2 guests, Superior rooms up to 3 guests, and Family rooms up to 4 guests. Executive Room capacity is not specified.",room_policies.txt
FAQ0321,INT011,room_amenities,Room Amenities,English,Direct,Easy,,,"Room amenities vary by room type and may include private bathrooms, Wi-Fi, air conditioning, televisions, comfortable beds, and upgraded amenities.",room_amenities.txt
FAQ0322,INT011,room_amenities,Room Amenities,English,Direct,Easy,,,"Room amenities vary by room type and may include private bathrooms, Wi-Fi, air conditioning, televisions, comfortable beds, and upgraded amenities.",room_amenities.txt
FAQ0323,INT011,room_amenities,Room Amenities,English,Direct,Easy,,,"Room amenities vary by room type and may include private bathrooms, Wi-Fi, air conditioning, televisions, comfortable beds, and upgraded amenities.",room_amenities.txt
FAQ0324,INT011,room_amenities,Room Amenities,English,Paraphrased,Easy,,,"Room amenities vary by room type and may include private bathrooms, Wi-Fi, air conditioning, televisions, comfortable beds, and upgraded amenities.",room_amenities.txt
FAQ0325,INT011,room_amenities,Room Amenities,English,Paraphrased,Easy,,,"Room amenities vary by room type and may include private bathrooms, Wi-Fi, air conditioning, televisions, comfortable beds, and upgraded amenities.",room_amenities.txt
FAQ0326,INT011,room_amenities,Room Amenities,English,Paraphrased,Easy,,,"Room amenities vary by room type and may include private bathrooms, Wi-Fi, air conditioning, televisions, comfortable beds, and upgraded amenities.",room_amenities.txt
FAQ0327,INT011,room_amenities,Room Amenities,English,Scenario,Easy,,,"Room amenities vary by room type and may include private bathrooms, Wi-Fi, air conditioning, televisions, comfortable beds, and upgraded amenities.",room_amenities.txt
FAQ0328,INT011,room_amenities,Room Amenities,English,Scenario,Easy,,,"Room amenities vary by room type and may include private bathrooms, Wi-Fi, air conditioning, televisions, comfortable beds, and upgraded amenities.",room_amenities.txt
FAQ0329,INT011,room_amenities,Room Amenities,Arabic,Direct,Easy,,,"Room amenities vary by room type and may include private bathrooms, Wi-Fi, air conditioning, televisions, comfortable beds, and upgraded amenities.",room_amenities.txt
FAQ0330,INT011,room_amenities,Room Amenities,Arabic,Direct,Easy,,,"Room amenities vary by room type and may include private bathrooms, Wi-Fi, air conditioning, televisions, comfortable beds, and upgraded amenities.",room_amenities.txt
FAQ0331,INT011,room_amenities,Room Amenities,Arabic,Direct,Easy,,,"Room amenities vary by room type and may include private bathrooms, Wi-Fi, air conditioning, televisions, comfortable beds, and upgraded amenities.",room_amenities.txt
FAQ0332,INT011,room_amenities,Room Amenities,Arabic,Paraphrased,Easy,,,"Room amenities vary by room type and may include private bathrooms, Wi-Fi, air conditioning, televisions, comfortable beds, and upgraded amenities.",room_amenities.txt
FAQ0333,INT011,room_amenities,Room Amenities,Arabic,Paraphrased,Easy,,,"Room amenities vary by room type and may include private bathrooms, Wi-Fi, air conditioning, televisions, comfortable beds, and upgraded amenities.",room_amenities.txt
FAQ0334,INT011,room_amenities,Room Amenities,Arabic,Paraphrased,Easy,,,"Room amenities vary by room type and may include private bathrooms, Wi-Fi, air conditioning, televisions, comfortable beds, and upgraded amenities.",room_amenities.txt
FAQ0335,INT011,room_amenities,Room Amenities,Arabic,Scenario,Easy,,,"Room amenities vary by room type and may include private bathrooms, Wi-Fi, air conditioning, televisions, comfortable beds, and upgraded amenities.",room_amenities.txt
FAQ0336,INT011,room_amenities,Room Amenities,Arabic,Scenario,Easy,,,"Room amenities vary by room type and may include private bathrooms, Wi-Fi, air conditioning, televisions, comfortable beds, and upgraded amenities.",room_amenities.txt
FAQ0337,INT011,room_amenities,Room Amenities,French,Direct,Easy,,,"Room amenities vary by room type and may include private bathrooms, Wi-Fi, air conditioning, televisions, comfortable beds, and upgraded amenities.",room_amenities.txt
FAQ0338,INT011,room_amenities,Room Amenities,French,Direct,Easy,,,"Room amenities vary by room type and may include private bathrooms, Wi-Fi, air conditioning, televisions, comfortable beds, and upgraded amenities.",room_amenities.txt
FAQ0339,INT011,room_amenities,Room Amenities,French,Direct,Easy,,,"Room amenities vary by room type and may include private bathrooms, Wi-Fi, air conditioning, televisions, comfortable beds, and upgraded amenities.",room_amenities.txt
FAQ0340,INT011,room_amenities,Room Amenities,French,Paraphrased,Easy,,,"Room amenities vary by room type and may include private bathrooms, Wi-Fi, air conditioning, televisions, comfortable beds, and upgraded amenities.",room_amenities.txt
FAQ0341,INT011,room_amenities,Room Amenities,French,Paraphrased,Easy,,,"Room amenities vary by room type and may include private bathrooms, Wi-Fi, air conditioning, televisions, comfortable beds, and upgraded amenities.",room_amenities.txt
FAQ0342,INT011,room_amenities,Room Amenities,French,Paraphrased,Easy,,,"Room amenities vary by room type and may include private bathrooms, Wi-Fi, air conditioning, televisions, comfortable beds, and upgraded amenities.",room_amenities.txt
FAQ0343,INT011,room_amenities,Room Amenities,French,Scenario,Easy,,,"Room amenities vary by room type and may include private bathrooms, Wi-Fi, air conditioning, televisions, comfortable beds, and upgraded amenities.",room_amenities.txt
FAQ0344,INT011,room_amenities,Room Amenities,French,Scenario,Easy,,,"Room amenities vary by room type and may include private bathrooms, Wi-Fi, air conditioning, televisions, comfortable beds, and upgraded amenities.",room_amenities.txt
FAQ0345,INT011,room_amenities,Room Amenities,Russian,Direct,Easy,,,"Room amenities vary by room type and may include private bathrooms, Wi-Fi, air conditioning, televisions, comfortable beds, and upgraded amenities.",room_amenities.txt
FAQ0346,INT011,room_amenities,Room Amenities,Russian,Direct,Easy,,,"Room amenities vary by room type and may include private bathrooms, Wi-Fi, air conditioning, televisions, comfortable beds, and upgraded amenities.",room_amenities.txt
FAQ0347,INT011,room_amenities,Room Amenities,Russian,Direct,Easy,,,"Room amenities vary by room type and may include private bathrooms, Wi-Fi, air conditioning, televisions, comfortable beds, and upgraded amenities.",room_amenities.txt
FAQ0348,INT011,room_amenities,Room Amenities,Russian,Paraphrased,Easy,,,"Room amenities vary by room type and may include private bathrooms, Wi-Fi, air conditioning, televisions, comfortable beds, and upgraded amenities.",room_amenities.txt
FAQ0349,INT011,room_amenities,Room Amenities,Russian,Paraphrased,Easy,,,"Room amenities vary by room type and may include private bathrooms, Wi-Fi, air conditioning, televisions, comfortable beds, and upgraded amenities.",room_amenities.txt
FAQ0350,INT011,room_amenities,Room Amenities,Russian,Paraphrased,Easy,,,"Room amenities vary by room type and may include private bathrooms, Wi-Fi, air conditioning, televisions, comfortable beds, and upgraded amenities.",room_amenities.txt
FAQ0351,INT011,room_amenities,Room Amenities,Russian,Scenario,Easy,,,"Room amenities vary by room type and may include private bathrooms, Wi-Fi, air conditioning, televisions, comfortable beds, and upgraded amenities.",room_amenities.txt
FAQ0352,INT011,room_amenities,Room Amenities,Russian,Scenario,Easy,,,"Room amenities vary by room type and may include private bathrooms, Wi-Fi, air conditioning, televisions, comfortable beds, and upgraded amenities.",room_amenities.txt
FAQ0353,INT012,children_room_accommodation,Room Policies,English,Direct,Easy,,,Children are welcome. Extra beds or additional accommodation are subject to room capacity and availability.,room_policies.txt
FAQ0354,INT012,children_room_accommodation,Room Policies,English,Direct,Easy,,,Children are welcome. Extra beds or additional accommodation are subject to room capacity and availability.,room_policies.txt
FAQ0355,INT012,children_room_accommodation,Room Policies,English,Direct,Easy,,,Children are welcome. Extra beds or additional accommodation are subject to room capacity and availability.,room_policies.txt
FAQ0356,INT012,children_room_accommodation,Room Policies,English,Paraphrased,Easy,,,Children are welcome. Extra beds or additional accommodation are subject to room capacity and availability.,room_policies.txt
FAQ0357,INT012,children_room_accommodation,Room Policies,English,Paraphrased,Easy,,,Children are welcome. Extra beds or additional accommodation are subject to room capacity and availability.,room_policies.txt
FAQ0358,INT012,children_room_accommodation,Room Policies,English,Paraphrased,Easy,,,Children are welcome. Extra beds or additional accommodation are subject to room capacity and availability.,room_policies.txt
FAQ0359,INT012,children_room_accommodation,Room Policies,English,Scenario,Easy,,,Children are welcome. Extra beds or additional accommodation are subject to room capacity and availability.,room_policies.txt
FAQ0360,INT012,children_room_accommodation,Room Policies,English,Scenario,Easy,,,Children are welcome. Extra beds or additional accommodation are subject to room capacity and availability.,room_policies.txt
FAQ0361,INT012,children_room_accommodation,Room Policies,Arabic,Direct,Easy,,,Children are welcome. Extra beds or additional accommodation are subject to room capacity and availability.,room_policies.txt
FAQ0362,INT012,children_room_accommodation,Room Policies,Arabic,Direct,Easy,,,Children are welcome. Extra beds or additional accommodation are subject to room capacity and availability.,room_policies.txt
FAQ0363,INT012,children_room_accommodation,Room Policies,Arabic,Direct,Easy,,,Children are welcome. Extra beds or additional accommodation are subject to room capacity and availability.,room_policies.txt
FAQ0364,INT012,children_room_accommodation,Room Policies,Arabic,Paraphrased,Easy,,,Children are welcome. Extra beds or additional accommodation are subject to room capacity and availability.,room_policies.txt
FAQ0365,INT012,children_room_accommodation,Room Policies,Arabic,Paraphrased,Easy,,,Children are welcome. Extra beds or additional accommodation are subject to room capacity and availability.,room_policies.txt
FAQ0366,INT012,children_room_accommodation,Room Policies,Arabic,Paraphrased,Easy,,,Children are welcome. Extra beds or additional accommodation are subject to room capacity and availability.,room_policies.txt
FAQ0367,INT012,children_room_accommodation,Room Policies,Arabic,Scenario,Easy,,,Children are welcome. Extra beds or additional accommodation are subject to room capacity and availability.,room_policies.txt
FAQ0368,INT012,children_room_accommodation,Room Policies,Arabic,Scenario,Easy,,,Children are welcome. Extra beds or additional accommodation are subject to room capacity and availability.,room_policies.txt
FAQ0369,INT012,children_room_accommodation,Room Policies,French,Direct,Easy,,,Children are welcome. Extra beds or additional accommodation are subject to room capacity and availability.,room_policies.txt
FAQ0370,INT012,children_room_accommodation,Room Policies,French,Direct,Easy,,,Children are welcome. Extra beds or additional accommodation are subject to room capacity and availability.,room_policies.txt
FAQ0371,INT012,children_room_accommodation,Room Policies,French,Direct,Easy,,,Children are welcome. Extra beds or additional accommodation are subject to room capacity and availability.,room_policies.txt
FAQ0372,INT012,children_room_accommodation,Room Policies,French,Paraphrased,Easy,,,Children are welcome. Extra beds or additional accommodation are subject to room capacity and availability.,room_policies.txt
FAQ0373,INT012,children_room_accommodation,Room Policies,French,Paraphrased,Easy,,,Children are welcome. Extra beds or additional accommodation are subject to room capacity and availability.,room_policies.txt
FAQ0374,INT012,children_room_accommodation,Room Policies,French,Paraphrased,Easy,,,Children are welcome. Extra beds or additional accommodation are subject to room capacity and availability.,room_policies.txt
FAQ0375,INT012,children_room_accommodation,Room Policies,French,Scenario,Easy,,,Children are welcome. Extra beds or additional accommodation are subject to room capacity and availability.,room_policies.txt
FAQ0376,INT012,children_room_accommodation,Room Policies,French,Scenario,Easy,,,Children are welcome. Extra beds or additional accommodation are subject to room capacity and availability.,room_policies.txt
FAQ0377,INT012,children_room_accommodation,Room Policies,Russian,Direct,Easy,,,Children are welcome. Extra beds or additional accommodation are subject to room capacity and availability.,room_policies.txt
FAQ0378,INT012,children_room_accommodation,Room Policies,Russian,Direct,Easy,,,Children are welcome. Extra beds or additional accommodation are subject to room capacity and availability.,room_policies.txt
FAQ0379,INT012,children_room_accommodation,Room Policies,Russian,Direct,Easy,,,Children are welcome. Extra beds or additional accommodation are subject to room capacity and availability.,room_policies.txt
FAQ0380,INT012,children_room_accommodation,Room Policies,Russian,Paraphrased,Easy,,,Children are welcome. Extra beds or additional accommodation are subject to room capacity and availability.,room_policies.txt
FAQ0381,INT012,children_room_accommodation,Room Policies,Russian,Paraphrased,Easy,,,Children are welcome. Extra beds or additional accommodation are subject to room capacity and availability.,room_policies.txt
FAQ0382,INT012,children_room_accommodation,Room Policies,Russian,Paraphrased,Easy,,,Children are welcome. Extra beds or additional accommodation are subject to room capacity and availability.,room_policies.txt
FAQ0383,INT012,children_room_accommodation,Room Policies,Russian,Scenario,Easy,,,Children are welcome. Extra beds or additional accommodation are subject to room capacity and availability.,room_policies.txt
FAQ0384,INT012,children_room_accommodation,Room Policies,Russian,Scenario,Easy,,,Children are welcome. Extra beds or additional accommodation are subject to room capacity and availability.,room_policies.txt
FAQ0385,INT013,booking_process,Booking,English,Direct,Easy,,,"The booking process includes selecting dates, selecting a room, providing guest information, reviewing the reservation, and confirming the booking.",booking_process.txt
FAQ0386,INT013,booking_process,Booking,English,Direct,Easy,,,"The booking process includes selecting dates, selecting a room, providing guest information, reviewing the reservation, and confirming the booking.",booking_process.txt
FAQ0387,INT013,booking_process,Booking,English,Direct,Easy,,,"The booking process includes selecting dates, selecting a room, providing guest information, reviewing the reservation, and confirming the booking.",booking_process.txt
FAQ0388,INT013,booking_process,Booking,English,Paraphrased,Easy,,,"The booking process includes selecting dates, selecting a room, providing guest information, reviewing the reservation, and confirming the booking.",booking_process.txt
FAQ0389,INT013,booking_process,Booking,English,Paraphrased,Easy,,,"The booking process includes selecting dates, selecting a room, providing guest information, reviewing the reservation, and confirming the booking.",booking_process.txt
FAQ0390,INT013,booking_process,Booking,English,Paraphrased,Easy,,,"The booking process includes selecting dates, selecting a room, providing guest information, reviewing the reservation, and confirming the booking.",booking_process.txt
FAQ0391,INT013,booking_process,Booking,English,Scenario,Easy,,,"The booking process includes selecting dates, selecting a room, providing guest information, reviewing the reservation, and confirming the booking.",booking_process.txt
FAQ0392,INT013,booking_process,Booking,English,Scenario,Easy,,,"The booking process includes selecting dates, selecting a room, providing guest information, reviewing the reservation, and confirming the booking.",booking_process.txt
FAQ0393,INT013,booking_process,Booking,Arabic,Direct,Easy,,,"The booking process includes selecting dates, selecting a room, providing guest information, reviewing the reservation, and confirming the booking.",booking_process.txt
FAQ0394,INT013,booking_process,Booking,Arabic,Direct,Easy,,,"The booking process includes selecting dates, selecting a room, providing guest information, reviewing the reservation, and confirming the booking.",booking_process.txt
FAQ0395,INT013,booking_process,Booking,Arabic,Direct,Easy,,,"The booking process includes selecting dates, selecting a room, providing guest information, reviewing the reservation, and confirming the booking.",booking_process.txt
FAQ0396,INT013,booking_process,Booking,Arabic,Paraphrased,Easy,,,"The booking process includes selecting dates, selecting a room, providing guest information, reviewing the reservation, and confirming the booking.",booking_process.txt
FAQ0397,INT013,booking_process,Booking,Arabic,Paraphrased,Easy,,,"The booking process includes selecting dates, selecting a room, providing guest information, reviewing the reservation, and confirming the booking.",booking_process.txt
FAQ0398,INT013,booking_process,Booking,Arabic,Paraphrased,Easy,,,"The booking process includes selecting dates, selecting a room, providing guest information, reviewing the reservation, and confirming the booking.",booking_process.txt
FAQ0399,INT013,booking_process,Booking,Arabic,Scenario,Easy,,,"The booking process includes selecting dates, selecting a room, providing guest information, reviewing the reservation, and confirming the booking.",booking_process.txt
FAQ0400,INT013,booking_process,Booking,Arabic,Scenario,Easy,,,"The booking process includes selecting dates, selecting a room, providing guest information, reviewing the reservation, and confirming the booking.",booking_process.txt
FAQ0401,INT013,booking_process,Booking,French,Direct,Easy,,,"The booking process includes selecting dates, selecting a room, providing guest information, reviewing the reservation, and confirming the booking.",booking_process.txt
FAQ0402,INT013,booking_process,Booking,French,Direct,Easy,,,"The booking process includes selecting dates, selecting a room, providing guest information, reviewing the reservation, and confirming the booking.",booking_process.txt
FAQ0403,INT013,booking_process,Booking,French,Direct,Easy,,,"The booking process includes selecting dates, selecting a room, providing guest information, reviewing the reservation, and confirming the booking.",booking_process.txt
FAQ0404,INT013,booking_process,Booking,French,Paraphrased,Easy,,,"The booking process includes selecting dates, selecting a room, providing guest information, reviewing the reservation, and confirming the booking.",booking_process.txt
FAQ0405,INT013,booking_process,Booking,French,Paraphrased,Easy,,,"The booking process includes selecting dates, selecting a room, providing guest information, reviewing the reservation, and confirming the booking.",booking_process.txt
FAQ0406,INT013,booking_process,Booking,French,Paraphrased,Easy,,,"The booking process includes selecting dates, selecting a room, providing guest information, reviewing the reservation, and confirming the booking.",booking_process.txt
FAQ0407,INT013,booking_process,Booking,French,Scenario,Easy,,,"The booking process includes selecting dates, selecting a room, providing guest information, reviewing the reservation, and confirming the booking.",booking_process.txt
FAQ0408,INT013,booking_process,Booking,French,Scenario,Easy,,,"The booking process includes selecting dates, selecting a room, providing guest information, reviewing the reservation, and confirming the booking.",booking_process.txt
FAQ0409,INT013,booking_process,Booking,Russian,Direct,Easy,,,"The booking process includes selecting dates, selecting a room, providing guest information, reviewing the reservation, and confirming the booking.",booking_process.txt
FAQ0410,INT013,booking_process,Booking,Russian,Direct,Easy,,,"The booking process includes selecting dates, selecting a room, providing guest information, reviewing the reservation, and confirming the booking.",booking_process.txt
FAQ0411,INT013,booking_process,Booking,Russian,Direct,Easy,,,"The booking process includes selecting dates, selecting a room, providing guest information, reviewing the reservation, and confirming the booking.",booking_process.txt
FAQ0412,INT013,booking_process,Booking,Russian,Paraphrased,Easy,,,"The booking process includes selecting dates, selecting a room, providing guest information, reviewing the reservation, and confirming the booking.",booking_process.txt
FAQ0413,INT013,booking_process,Booking,Russian,Paraphrased,Easy,,,"The booking process includes selecting dates, selecting a room, providing guest information, reviewing the reservation, and confirming the booking.",booking_process.txt
FAQ0414,INT013,booking_process,Booking,Russian,Paraphrased,Easy,,,"The booking process includes selecting dates, selecting a room, providing guest information, reviewing the reservation, and confirming the booking.",booking_process.txt
FAQ0415,INT013,booking_process,Booking,Russian,Scenario,Easy,,,"The booking process includes selecting dates, selecting a room, providing guest information, reviewing the reservation, and confirming the booking.",booking_process.txt
FAQ0416,INT013,booking_process,Booking,Russian,Scenario,Easy,,,"The booking process includes selecting dates, selecting a room, providing guest information, reviewing the reservation, and confirming the booking.",booking_process.txt
FAQ0417,INT014,booking_required_information,Booking,English,Direct,Easy,,,"Booking information may include the guest's full name, number of guests, check-in date, check-out date, selected room type, contact information, and payment information when required.",booking_policy.txt
FAQ0418,INT014,booking_required_information,Booking,English,Direct,Easy,,,"Booking information may include the guest's full name, number of guests, check-in date, check-out date, selected room type, contact information, and payment information when required.",booking_policy.txt
FAQ0419,INT014,booking_required_information,Booking,English,Direct,Easy,,,"Booking information may include the guest's full name, number of guests, check-in date, check-out date, selected room type, contact information, and payment information when required.",booking_policy.txt
FAQ0420,INT014,booking_required_information,Booking,English,Paraphrased,Easy,,,"Booking information may include the guest's full name, number of guests, check-in date, check-out date, selected room type, contact information, and payment information when required.",booking_policy.txt
FAQ0421,INT014,booking_required_information,Booking,English,Paraphrased,Easy,,,"Booking information may include the guest's full name, number of guests, check-in date, check-out date, selected room type, contact information, and payment information when required.",booking_policy.txt
FAQ0422,INT014,booking_required_information,Booking,English,Paraphrased,Easy,,,"Booking information may include the guest's full name, number of guests, check-in date, check-out date, selected room type, contact information, and payment information when required.",booking_policy.txt
FAQ0423,INT014,booking_required_information,Booking,English,Scenario,Easy,,,"Booking information may include the guest's full name, number of guests, check-in date, check-out date, selected room type, contact information, and payment information when required.",booking_policy.txt
FAQ0424,INT014,booking_required_information,Booking,English,Scenario,Easy,,,"Booking information may include the guest's full name, number of guests, check-in date, check-out date, selected room type, contact information, and payment information when required.",booking_policy.txt
FAQ0425,INT014,booking_required_information,Booking,Arabic,Direct,Easy,,,"Booking information may include the guest's full name, number of guests, check-in date, check-out date, selected room type, contact information, and payment information when required.",booking_policy.txt
FAQ0426,INT014,booking_required_information,Booking,Arabic,Direct,Easy,,,"Booking information may include the guest's full name, number of guests, check-in date, check-out date, selected room type, contact information, and payment information when required.",booking_policy.txt
FAQ0427,INT014,booking_required_information,Booking,Arabic,Direct,Easy,,,"Booking information may include the guest's full name, number of guests, check-in date, check-out date, selected room type, contact information, and payment information when required.",booking_policy.txt
FAQ0428,INT014,booking_required_information,Booking,Arabic,Paraphrased,Easy,,,"Booking information may include the guest's full name, number of guests, check-in date, check-out date, selected room type, contact information, and payment information when required.",booking_policy.txt
FAQ0429,INT014,booking_required_information,Booking,Arabic,Paraphrased,Easy,,,"Booking information may include the guest's full name, number of guests, check-in date, check-out date, selected room type, contact information, and payment information when required.",booking_policy.txt
FAQ0430,INT014,booking_required_information,Booking,Arabic,Paraphrased,Easy,,,"Booking information may include the guest's full name, number of guests, check-in date, check-out date, selected room type, contact information, and payment information when required.",booking_policy.txt
FAQ0431,INT014,booking_required_information,Booking,Arabic,Scenario,Easy,,,"Booking information may include the guest's full name, number of guests, check-in date, check-out date, selected room type, contact information, and payment information when required.",booking_policy.txt
FAQ0432,INT014,booking_required_information,Booking,Arabic,Scenario,Easy,,,"Booking information may include the guest's full name, number of guests, check-in date, check-out date, selected room type, contact information, and payment information when required.",booking_policy.txt
FAQ0433,INT014,booking_required_information,Booking,French,Direct,Easy,,,"Booking information may include the guest's full name, number of guests, check-in date, check-out date, selected room type, contact information, and payment information when required.",booking_policy.txt
FAQ0434,INT014,booking_required_information,Booking,French,Direct,Easy,,,"Booking information may include the guest's full name, number of guests, check-in date, check-out date, selected room type, contact information, and payment information when required.",booking_policy.txt
FAQ0435,INT014,booking_required_information,Booking,French,Direct,Easy,,,"Booking information may include the guest's full name, number of guests, check-in date, check-out date, selected room type, contact information, and payment information when required.",booking_policy.txt
FAQ0436,INT014,booking_required_information,Booking,French,Paraphrased,Easy,,,"Booking information may include the guest's full name, number of guests, check-in date, check-out date, selected room type, contact information, and payment information when required.",booking_policy.txt
FAQ0437,INT014,booking_required_information,Booking,French,Paraphrased,Easy,,,"Booking information may include the guest's full name, number of guests, check-in date, check-out date, selected room type, contact information, and payment information when required.",booking_policy.txt
FAQ0438,INT014,booking_required_information,Booking,French,Paraphrased,Easy,,,"Booking information may include the guest's full name, number of guests, check-in date, check-out date, selected room type, contact information, and payment information when required.",booking_policy.txt
FAQ0439,INT014,booking_required_information,Booking,French,Scenario,Easy,,,"Booking information may include the guest's full name, number of guests, check-in date, check-out date, selected room type, contact information, and payment information when required.",booking_policy.txt
FAQ0440,INT014,booking_required_information,Booking,French,Scenario,Easy,,,"Booking information may include the guest's full name, number of guests, check-in date, check-out date, selected room type, contact information, and payment information when required.",booking_policy.txt
FAQ0441,INT014,booking_required_information,Booking,Russian,Direct,Easy,,,"Booking information may include the guest's full name, number of guests, check-in date, check-out date, selected room type, contact information, and payment information when required.",booking_policy.txt
FAQ0442,INT014,booking_required_information,Booking,Russian,Direct,Easy,,,"Booking information may include the guest's full name, number of guests, check-in date, check-out date, selected room type, contact information, and payment information when required.",booking_policy.txt
