faq_id,intent,language,question_type,question,status,ground_truth,category,source,source_type,metadata,difficulty,answer
FAQ0194,late_check_out,English,Direct,"Can I request late check-out at Nile Pearl Hotel, and if so, what should I expect?",gold,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Late check-out is subject to availability and may incur an additional fee.
FAQ0195,late_check_out,English,Direct,"Is late check-out available at Nile Pearl Hotel, and if so, what conditions must be met?",gold,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Late check-out is subject to availability and may incur an additional fee.
FAQ0196,late_check_out,English,Paraphrased,"Is late check-out possible at Nile Pearl Hotel, and what costs might I incur?",gold,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Late check-out is subject to availability and may incur an additional fee.
FAQ0197,late_check_out,English,Paraphrased,"Can I get a late check-out at Nile Pearl Hotel, and what factors determine its availability?",gold,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Late check-out is subject to availability and may incur an additional fee.
FAQ0198,late_check_out,English,Paraphrased,"Can I have a late check-out at Nile Pearl Hotel, and if so, will there be any additional charges?",gold,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Late check-out is subject to availability and may incur an additional fee.
FAQ0199,late_check_out,English,Scenario,"If I need to stay at Nile Pearl Hotel longer because of a late departure, can I request a late check-out and will there be an additional fee?",gold,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Late check-out is subject to availability and may incur an additional fee.
FAQ0200,late_check_out,English,Scenario,"Can I arrange for my luggage to be stored at Nile Pearl Hotel after check-out, and if so, are there any additional charges for late check-out?",gold,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Late check-out is subject to availability and may incur an additional fee.
FAQ0201,late_check_out,Arabic,Direct,هل يمكنني الاحتفاظ بالغرفة لفترة أطول بعد موعد تسجيل الخروج في Nile Pearl Hotel؟,gold,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Late check-out is subject to availability and may incur an additional fee.
FAQ0202,late_check_out,Arabic,Direct,هل يمكنني طلب تسجيل خروج متأخر في Nile Pearl Hotel، وما الشروط المطلوبة؟,gold,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Late check-out is subject to availability and may incur an additional fee.
FAQ0203,late_check_out,Arabic,Direct,ما المتطلبات اللازمة لطلب تسجيل خروج متأخر في Nile Pearl Hotel؟,gold,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Late check-out is subject to availability and may incur an additional fee.
FAQ0204,late_check_out,Arabic,Paraphrased,هل يمكنني الحصول على تسجيل خروج متأخر في Nile Pearl Hotel، وما العوامل التي تحدد إمكانية ذلك؟,gold,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Late check-out is subject to availability and may incur an additional fee.
FAQ0205,late_check_out,Arabic,Paraphrased,هل يمكنني الحصول على تسجيل خروج متأخر في Nile Pearl Hotel، وهل توجد رسوم إضافية؟,gold,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Late check-out is subject to availability and may incur an additional fee.
FAQ0206,late_check_out,Arabic,Paraphrased,ما الشروط التي قد تحدد الموافقة على تسجيل الخروج المتأخر في Nile Pearl Hotel؟,gold,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Late check-out is subject to availability and may incur an additional fee.
FAQ0207,late_check_out,Arabic,Scenario,إذا كانت لدي رحلة متأخرة في اليوم التالي، هل يمكنني طلب تسجيل خروج متأخر من Nile Pearl Hotel؟,gold,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Late check-out is subject to availability and may incur an additional fee.
FAQ0208,late_check_out,Arabic,Scenario,إذا كانت رحلتي في وقت متأخر من اليوم، هل يمكنني الحصول على تسجيل خروج متأخر من Nile Pearl Hotel، وهل توجد رسوم إضافية؟,gold,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Late check-out is subject to availability and may incur an additional fee.
FAQ0209,late_check_out,French,Direct,"Est-il possible d'obtenir un départ tardif au Nile Pearl Hotel, et quelles sont les exigences?",gold,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Late check-out is subject to availability and may incur an additional fee.
FAQ0210,late_check_out,French,Direct,Est-il possible de quitter la chambre plus tard que l'heure normale au Nile Pearl Hotel ?,gold,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Late check-out is subject to availability and may incur an additional fee.
FAQ0211,late_check_out,French,Direct,Quelles conditions faut-il remplir pour bénéficier d'un départ tardif au Nile Pearl Hotel ?,gold,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Late check-out is subject to availability and may incur an additional fee.
FAQ0212,late_check_out,French,Paraphrased,"Est-ce que je peux bénéficier d'un départ tardif au Nile Pearl Hotel, et quels éléments déterminent sa disponibilité?",gold,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Late check-out is subject to availability and may incur an additional fee.
FAQ0213,late_check_out,French,Paraphrased,"Est-ce que je peux avoir un décalage pour le départ tardif au Nile Pearl Hotel, et s'il y a des frais supplémentaires?",gold,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Late check-out is subject to availability and may incur an additional fee.
FAQ0214,late_check_out,French,Paraphrased,"Est-ce que je peux obtenir un séjour prolongé ou un départ tardif au Nile Pearl Hotel, et si c'est le cas, quelles frais supplémentaires pourrais-je encourir?",gold,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Late check-out is subject to availability and may incur an additional fee.
FAQ0215,late_check_out,French,Scenario,"Si je souhaite prolonger mon séjour au Nile Pearl Hotel, puis-je bénéficier d'un départ tardif et quels frais supplémentaires dois-je prévoir?",gold,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Late check-out is subject to availability and may incur an additional fee.
FAQ0216,late_check_out,French,Scenario,"Si je dois quitter le Nile Pearl Hotel plus tard que prévu, puis-je demander un départ tardif et quelles règles dois-je respecter?",gold,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Late check-out is subject to availability and may incur an additional fee.
FAQ0217,late_check_out,Russian,Direct,"Могу ли я получить поздний выезд из Nile Pearl Hotel, и если да, что мне нужно знать?",gold,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Late check-out is subject to availability and may incur an additional fee.
FAQ0218,late_check_out,Russian,Direct,"Могу ли я получить поздний выезд из Nile Pearl Hotel, и под какие условия это возможно?",gold,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Late check-out is subject to availability and may incur an additional fee.
FAQ0219,late_check_out,Russian,Direct,В каких ситуациях может быть разрешен поздний выезд?,gold,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Late check-out is subject to availability and may incur an additional fee.
FAQ0220,late_check_out,Russian,Paraphrased,"Какие действия необходимо выполнить, чтобы запросить поздний выезд?",gold,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Late check-out is subject to availability and may incur an additional fee.
FAQ0221,late_check_out,Russian,Paraphrased,"Как мне можно получить поздний выезд из Nile Pearl Hotel, и на какие дополнительные условия это может бытьdependent?",gold,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Late check-out is subject to availability and may incur an additional fee.
FAQ0222,late_check_out,Russian,Paraphrased,"Могу ли я получить поздний выезд из Nile Pearl Hotel, и какие возможны дополнительные расходы?",gold,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Late check-out is subject to availability and may incur an additional fee.
FAQ0223,late_check_out,Russian,Scenario,"Могу ли я получить поздний выезд из Nile Pearl Hotel, и если да, как это сделать и будут ли дополнительные расходы?",gold,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Late check-out is subject to availability and may incur an additional fee.
FAQ0224,late_check_out,Russian,Scenario,"Могу ли я получить поздний выезд из Nile Pearl Hotel, и если это возможно, под какие условия и будут ли какие-либо дополнительные расходы?",gold,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Late check-out is subject to availability and may incur an additional fee.
FAQ0225,identification_required,English,Direct,Does Nile Pearl Hotel require guests to provide identification documents during check-in?,gold,Guests are required to provide valid identification documents during check-in.,Identification,Policies/identification_policy.txt,Policies/identification_policy.txt,0,Easy,Guests are required to provide valid identification documents during check-in.
FAQ0226,identification_required,English,Direct,What identification documents are required at Nile Pearl Hotel during check-in?,gold,Guests are required to provide valid identification documents during check-in.,Identification,Policies/identification_policy.txt,Policies/identification_policy.txt,0,Easy,Guests are required to provide valid identification documents during check-in.
FAQ0227,identification_required,English,Direct,Do I need to show valid identification when checking in at Nile Pearl Hotel?,gold,Guests are required to provide valid identification documents during check-in.,Identification,Policies/identification_policy.txt,Policies/identification_policy.txt,0,Easy,Guests are required to provide valid identification documents during check-in.
FAQ0228,identification_required,English,Direct,"When I arrive at Nile Pearl Hotel, do I have to present a valid ID before checking in?",gold,Guests are required to provide valid identification documents during check-in.,Identification,Policies/identification_policy.txt,Policies/identification_policy.txt,0,Easy,Guests are required to provide valid identification documents during check-in.
FAQ0229,identification_required,English,Direct,Is identification necessary for guests when checking in at Nile Pearl Hotel?,gold,Guests are required to provide valid identification documents during check-in.,Identification,Policies/identification_policy.txt,Policies/identification_policy.txt,0,Easy,Guests are required to provide valid identification documents during check-in.
FAQ0230,identification_required,English,Direct,Will Nile Pearl Hotel ask me for a valid identification document at check-in?,gold,Guests are required to provide valid identification documents during check-in.,Identification,Policies/identification_policy.txt,Policies/identification_policy.txt,0,Easy,Guests are required to provide valid identification documents during check-in.
FAQ0231,identification_required,English,Direct,I am arriving at Nile Pearl Hotel for my stay. Do I need to bring a valid identification document for check-in?,gold,Guests are required to provide valid identification documents during check-in.,Identification,Policies/identification_policy.txt,Policies/identification_policy.txt,0,Easy,Guests are required to provide valid identification documents during check-in.
FAQ0232,identification_required,English,Direct,I am preparing for my stay at Nile Pearl Hotel and want to know whether I should have my identification with me when I check in?,gold,Guests are required to provide valid identification documents during check-in.,Identification,Policies/identification_policy.txt,Policies/identification_policy.txt,0,Easy,Guests are required to provide valid identification documents during check-in.
FAQ0233,identification_required,Arabic,Direct,ما نوع مستند إثبات الهوية المقبول عند تسجيل الوصول في فندق Nile Pearl Hotel؟,gold,Guests are required to provide valid identification documents during check-in.,Identification,Policies/identification_policy.txt,Policies/identification_policy.txt,0,Easy,Guests are required to provide valid identification documents during check-in.
FAQ0234,identification_required,Arabic,Direct,ما هي وثائق إثبات الهوية المطلوبة عند تسجيل الوصول في Nile Pearl Hotel?,gold,Guests are required to provide valid identification documents during check-in.,Identification,Policies/identification_policy.txt,Policies/identification_policy.txt,0,Easy,Guests are required to provide valid identification documents during check-in.
FAQ0235,identification_required,Arabic,Direct,هل يجب علي تقديم إثبات هوية ساري عند تسجيل الوصول في Nile Pearl Hotel?,gold,Guests are required to provide valid identification documents during check-in.,Identification,Policies/identification_policy.txt,Policies/identification_policy.txt,0,Easy,Guests are required to provide valid identification documents during check-in.
FAQ0236,identification_required,Arabic,Direct,عند وصولي إلى Nile Pearl Hotel، هل يجب أن أقدم وثيقة هوية سارية قبل تسجيل الدخول?,gold,Guests are required to provide valid identification documents during check-in.,Identification,Policies/identification_policy.txt,Policies/identification_policy.txt,0,Easy,Guests are required to provide valid identification documents during check-in.
FAQ0237,identification_required,Arabic,Paraphrased,هل يحتاج الضيوف إلى تقديم وثائق إثبات الهوية عند تسجيل الوصول في Nile Pearl Hotel?,gold,Guests are required to provide valid identification documents during check-in.,Identification,Policies/identification_policy.txt,Policies/identification_policy.txt,0,Easy,Guests are required to provide valid identification documents during check-in.
FAQ0238,identification_required,Arabic,Paraphrased,هل يجب على الضيف إبراز بطاقة هوية سارية المفعول عند الوصول إلى Nile Pearl Hotel؟,gold,Guests are required to provide valid identification documents during check-in.,Identification,Policies/identification_policy.txt,Policies/identification_policy.txt,0,Easy,Guests are required to provide valid identification documents during check-in.
FAQ0239,identification_required,Arabic,Paraphrased,أنا على وشك الوصول إلى Nile Pearl Hotel للإقامة، فهل يجب أن أحضر معي وثيقة إثبات هوية سارية عند تسجيل الوصول?,gold,Guests are required to provide valid identification documents during check-in.,Identification,Policies/identification_policy.txt,Policies/identification_policy.txt,0,Easy,Guests are required to provide valid identification documents during check-in.
FAQ0240,identification_required,Arabic,Paraphrased,أستعد للإقامة في Nile Pearl Hotel وأريد معرفة ما إذا كان يجب أن تكون وثيقة إثبات الهوية معي عند تسجيل الوصول?,gold,Guests are required to provide valid identification documents during check-in.,Identification,Policies/identification_policy.txt,Policies/identification_policy.txt,0,Easy,Guests are required to provide valid identification documents during check-in.
FAQ0241,identification_required,French,Paraphrased,L'hôtel Nile Pearl Hotel exige-t-il une pièce d'identité valide lors de l'enregistrement?,gold,Guests are required to provide valid identification documents during check-in.,Identification,Policies/identification_policy.txt,Policies/identification_policy.txt,0,Easy,Guests are required to provide valid identification documents during check-in.
FAQ0242,identification_required,French,Paraphrased,Quels documents d'identité sont requis lors de l'enregistrement au Nile Pearl Hotel?,gold,Guests are required to provide valid identification documents during check-in.,Identification,Policies/identification_policy.txt,Policies/identification_policy.txt,0,Easy,Guests are required to provide valid identification documents during check-in.
FAQ0243,identification_required,French,Paraphrased,Dois-je présenter une pièce d'identité valide lors de mon arrivée au Nile Pearl Hotel?,gold,Guests are required to provide valid identification documents during check-in.,Identification,Policies/identification_policy.txt,Policies/identification_policy.txt,0,Easy,Guests are required to provide valid identification documents during check-in.
FAQ0244,identification_required,French,Paraphrased,"À mon arrivée au Nile Pearl Hotel, dois-je fournir un document d'identité valide avant de m'enregistrer?",gold,Guests are required to provide valid identification documents during check-in.,Identification,Policies/identification_policy.txt,Policies/identification_policy.txt,0,Easy,Guests are required to provide valid identification documents during check-in.
FAQ0245,identification_required,French,Paraphrased,Une pièce d'identité est-elle nécessaire pour les clients lors de l'enregistrement au Nile Pearl Hotel?,gold,Guests are required to provide valid identification documents during check-in.,Identification,Policies/identification_policy.txt,Policies/identification_policy.txt,0,Easy,Guests are required to provide valid identification documents during check-in.
FAQ0246,identification_required,French,Paraphrased,Le Nile Pearl Hotel demandera-t-il un document d'identité valide au moment de l'enregistrement?,gold,Guests are required to provide valid identification documents during check-in.,Identification,Policies/identification_policy.txt,Policies/identification_policy.txt,0,Easy,Guests are required to provide valid identification documents during check-in.
FAQ0247,identification_required,French,Paraphrased,Je vais bientôt arriver au Nile Pearl Hotel pour mon séjour. Dois-je apporter une pièce d'identité valide pour l'enregistrement?,gold,Guests are required to provide valid identification documents during check-in.,Identification,Policies/identification_policy.txt,Policies/identification_policy.txt,0,Easy,Guests are required to provide valid identification documents during check-in.
FAQ0248,identification_required,French,Paraphrased,Je prépare mon séjour au Nile Pearl Hotel et je voudrais savoir si je dois avoir ma pièce d'identité avec moi lors de l'enregistrement?,gold,Guests are required to provide valid identification documents during check-in.,Identification,Policies/identification_policy.txt,Policies/identification_policy.txt,0,Easy,Guests are required to provide valid identification documents during check-in.
FAQ0249,identification_required,Russian,Scenario,Нужно ли предъявлять удостоверение личности для оформления регистрации в Nile Pearl Hotel?,gold,Guests are required to provide valid identification documents during check-in.,Identification,Policies/identification_policy.txt,Policies/identification_policy.txt,0,Easy,Guests are required to provide valid identification documents during check-in.
FAQ0250,identification_required,Russian,Scenario,"Какие документы, удостоверяющие личность, необходимы при регистрации заезда в Nile Pearl Hotel?",gold,Guests are required to provide valid identification documents during check-in.,Identification,Policies/identification_policy.txt,Policies/identification_policy.txt,0,Easy,Guests are required to provide valid identification documents during check-in.
FAQ0251,identification_required,Russian,Scenario,"Нужно ли предъявлять действительный документ, удостоверяющий личность, при регистрации в Nile Pearl Hotel?",gold,Guests are required to provide valid identification documents during check-in.,Identification,Policies/identification_policy.txt,Policies/identification_policy.txt,0,Easy,Guests are required to provide valid identification documents during check-in.
FAQ0252,identification_required,Russian,Scenario,Какое удостоверение личности принимается от гостя при заселении?,gold,Guests are required to provide valid identification documents during check-in.,Identification,Policies/identification_policy.txt,Policies/identification_policy.txt,0,Easy,Guests are required to provide valid identification documents during check-in.
FAQ0253,identification_required,Russian,Scenario,"Требуется ли гостям предъявлять документ, удостоверяющий личность, при регистрации заезда в Nile Pearl Hotel?",gold,Guests are required to provide valid identification documents during check-in.,Identification,Policies/identification_policy.txt,Policies/identification_policy.txt,0,Easy,Guests are required to provide valid identification documents during check-in.
FAQ0254,identification_required,Russian,Scenario,"Какие документы, удостоверяющие личность, могут потребоваться при заселении в Nile Pearl Hotel?",gold,Guests are required to provide valid identification documents during check-in.,Identification,Policies/identification_policy.txt,Policies/identification_policy.txt,0,Easy,Guests are required to provide valid identification documents during check-in.
FAQ0255,identification_required,Russian,Scenario,"Я собираюсь приехать в Nile Pearl Hotel. Нужно ли мне взять с собой действительный документ, удостоверяющий личность, для регистрации заезда?",gold,Guests are required to provide valid identification documents during check-in.,Identification,Policies/identification_policy.txt,Policies/identification_policy.txt,0,Easy,Guests are required to provide valid identification documents during check-in.
FAQ0256,identification_required,Russian,Scenario,"Я готовлюсь к проживанию в Nile Pearl Hotel и хочу узнать, нужно ли иметь при себе документ, удостоверяющий личность, при регистрации заезда?",gold,Guests are required to provide valid identification documents during check-in.,Identification,Policies/identification_policy.txt,Policies/identification_policy.txt,0,Easy,Guests are required to provide valid identification documents during check-in.
FAQ0257,hotel_location,Arabic,Paraphrased,إذا أردت معرفة موقع الفندق بالنسبة لمناطق القاهرة، فأين يوجد Nile Pearl Hotel؟,gold,يقع Nile Pearl Hotel في القاهرة، مصر.,Hotel Information,Hotel_Information/hotel_information.txt,Hotel_Information/hotel_information.txt,0,Easy,يقع Nile Pearl Hotel في القاهرة، مصر.
FAQ0258,hotel_location,English,Paraphrased,Which part of the city is Nile Pearl Hotel located in?,gold,"Nile Pearl Hotel is located in Cairo, Egypt.",Hotel Information,Hotel_Information/hotel_information.txt,Hotel_Information/hotel_information.txt,0,Easy,"Nile Pearl Hotel is located in Cairo, Egypt."
FAQ0259,hotel_location,French,Paraphrased,Dans quel quartier de la ville se trouve le Nile Pearl Hotel ?,gold,"Le Nile Pearl Hotel est situé au Caire, en Égypte.",Hotel Information,Hotel_Information/hotel_information.txt,Hotel_Information/hotel_information.txt,0,Easy,"Le Nile Pearl Hotel est situé au Caire, en Égypte."
FAQ0260,hotel_location,Russian,Paraphrased,В каком районе города находится отель Nile Pearl Hotel?,gold,"Отель Nile Pearl Hotel расположен в Каире, Египет.",Hotel Information,Hotel_Information/hotel_information.txt,Hotel_Information/hotel_information.txt,0,Easy,"Отель Nile Pearl Hotel расположен в Каире, Египет."
FAQ0261,hotel_category,Arabic,Paraphrased,كم عدد النجوم التي حصل عليها Nile Pearl Hotel؟,gold,Nile Pearl Hotel est un hôtel 5 étoiles.,Hotel Information,Hotel_Information/hotel_information.txt,Hotel_Information/hotel_information.txt,0,Easy,Nile Pearl Hotel est un hôtel 5 étoiles.
FAQ0262,hotel_category,English,Paraphrased,What hotel category is Nile Pearl Hotel?,gold,Nile Pearl Hotel is a 5-star hotel.,Hotel Information,Hotel_Information/hotel_information.txt,Hotel_Information/hotel_information.txt,0,Easy,Nile Pearl Hotel is a 5-star hotel.
FAQ0263,hotel_category,French,Paraphrased,À quelle catégorie hôtelière appartient le Nile Pearl Hotel ?,gold,Le Nile Pearl Hotel est un hôtel 5 étoiles.,Hotel Information,Hotel_Information/hotel_information.txt,Hotel_Information/hotel_information.txt,0,Easy,Le Nile Pearl Hotel est un hôtel 5 étoiles.
FAQ0264,hotel_category,Russian,Paraphrased,Сколько звёзд или какой класс имеет Nile Pearl Hotel?,gold,Nile Pearl Hotel — это пятизвёздочный отель.,Hotel Information,Hotel_Information/hotel_information.txt,Hotel_Information/hotel_information.txt,0,Easy,Nile Pearl Hotel — это пятизвёздочный отель.
FAQ0265,reception_availability,Arabic,Paraphrased,هل مكتب استقبال الفندق يعمل على مدار الساعة؟,gold,تعمل خدمة الاستقبال في الفندق على مدار 24 ساعة طوال أيام الأسبوع.,Reception,Hotel_Information/contact_information.txt,Hotel_Information/contact_information.txt,0,Easy,تعمل خدمة الاستقبال في الفندق على مدار 24 ساعة طوال أيام الأسبوع.
FAQ0266,reception_availability,English,Paraphrased,Does the hotel reception operate 24 hours a day?,gold,Hotel reception operates 24/7.,Reception,Hotel_Information/contact_information.txt,Hotel_Information/contact_information.txt,0,Easy,Hotel reception operates 24/7.
FAQ0267,reception_availability,French,Paraphrased,La réception de l'hôtel est-elle ouverte 24 heures sur 24 ?,gold,"La réception de l'hôtel fonctionne 24 heures sur 24, 7 jours sur 7.",Reception,Hotel_Information/contact_information.txt,Hotel_Information/contact_information.txt,0,Easy,"La réception de l'hôtel fonctionne 24 heures sur 24, 7 jours sur 7."
FAQ0268,reception_availability,Russian,Paraphrased,Работает ли стойка регистрации отеля круглосуточно?,gold,"Стойка регистрации отеля работает круглосуточно, 24/7.",Reception,Hotel_Information/contact_information.txt,Hotel_Information/contact_information.txt,0,Easy,"Стойка регистрации отеля работает круглосуточно, 24/7."
FAQ0269,check_in_time,Arabic,Paraphrased,ما هو الوقت المحدد لتسجيل الوصول إلى الفندق؟,gold,وقت تسجيل الوصول المعتاد هو الساعة 3:00 مساءً.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,وقت تسجيل الوصول المعتاد هو الساعة 3:00 مساءً.
FAQ0270,check_in_time,English,Paraphrased,From what time are guests normally allowed to enter their rooms?,gold,The standard check-in time is 3:00 PM.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,The standard check-in time is 3:00 PM.
FAQ0271,check_in_time,French,Paraphrased,Quelle est l'heure habituelle d'arrivée à l'hôtel ?,gold,L'heure normale d'enregistrement est 15h00.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,L'heure normale d'enregistrement est 15h00.
FAQ0272,check_in_time,Russian,Paraphrased,С какого времени обычно разрешено заселение гостей в номер?,gold,Стандартное время заезда — 15:00.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Стандартное время заезда — 15:00.
FAQ0273,check_out_time,Arabic,Paraphrased,ما هو الوقت المعتاد لتسجيل المغادرة من الفندق؟,gold,وقت تسجيل المغادرة المعتاد هو الساعة 12:00 ظهرًا.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,وقت تسجيل المغادرة المعتاد هو الساعة 12:00 ظهرًا.
FAQ0274,check_out_time,English,Paraphrased,By what time do guests normally need to vacate their rooms?,gold,The standard check-out time is 12:00 PM.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,The standard check-out time is 12:00 PM.
FAQ0275,check_out_time,French,Paraphrased,À quel moment la chambre doit-elle être libérée lors du départ ?,gold,L'heure normale de départ est 12h00.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,L'heure normale de départ est 12h00.
FAQ0276,check_out_time,Russian,Paraphrased,До какого времени гости обычно должны освободить номер?,gold,Стандартное время выезда — 12:00.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Стандартное время выезда — 12:00.
FAQ0277,early_check_in,Arabic,Paraphrased,هل يسمح الفندق بتسجيل الوصول في وقت مبكر؟,gold,يمكن طلب تسجيل الوصول المبكر، ويعتمد ذلك على توفر الغرفة وموافقة الفندق.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,يمكن طلب تسجيل الوصول المبكر، ويعتمد ذلك على توفر الغرفة وموافقة الفندق.
FAQ0278,early_check_in,English,Paraphrased,Does the hotel allow early check-in?,gold,Early check-in is subject to room availability and hotel approval.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Early check-in is subject to room availability and hotel approval.
FAQ0279,early_check_in,French,Paraphrased,L'hôtel autorise-t-il l'enregistrement anticipé ?,gold,L'enregistrement anticipé dépend de la disponibilité de la chambre et de l'approbation de l'hôtel.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,L'enregistrement anticipé dépend de la disponibilité de la chambre et de l'approbation de l'hôtel.
FAQ0280,early_check_in,Russian,Paraphrased,Разрешена ли в отеле ранняя регистрация заезда?,gold,Ранний заезд зависит от наличия свободной комнаты и одобрения отеля.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Ранний заезд зависит от наличия свободной комнаты и одобрения отеля.
FAQ0281,late_check_out,Arabic,Paraphrased,هل يمكنني طلب تسجيل المغادرة في وقت متأخر؟,gold,يمكن طلب تسجيل المغادرة المتأخر، ويعتمد ذلك على التوافر وقد تترتب رسوم إضافية.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,يمكن طلب تسجيل المغادرة المتأخر، ويعتمد ذلك على التوافر وقد تترتب رسوم إضافية.
FAQ0282,late_check_out,English,Paraphrased,Can I request a late check-out?,gold,Late check-out is subject to availability and may incur an additional fee.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Late check-out is subject to availability and may incur an additional fee.
FAQ0283,late_check_out,French,Paraphrased,Puis-je demander un départ tardif de l'hôtel ?,gold,Le départ tardif dépend de la disponibilité et peut entraîner des frais supplémentaires.,Check-in / Check-out,Policies/check_in_check_out.txt,Policies/check_in_check_out.txt,0,Easy,Le départ tardif dépend de la disponibilité et peut entraîner des frais supplémentaires.
