faq_id,intent,language,gt_availability,gt_approval,gt_canonical_ok,answer_availability,answer_approval,answer_canonical_ok,ground_truth,answer,gt_fee,answer_fee,gt_identification,answer_identification
FAQ0351,INT008,French,,,True,,,True,Guests are required to provide valid identification documents during check-in.,Oui. Les clients doivent fournir une pièce d'identité valide lors de l'enregistrement au Nile Pearl Hotel.,,,True,True
FAQ0352,INT008,Russian,,,True,,,True,Guests are required to provide valid identification documents during check-in.,"Да. Гости должны предоставить действительный документ, удостоверяющий личность, при регистрации заезда в Nile Pearl Hotel.",,,True,True
FAQ0373,INT006,Arabic,True,True,True,False,True,False,Early check-in is subject to room availability and hotel approval.,نعم، يمكن تسجيل الوصول المبكر في Nile Pearl Hotel بناءً على توفر الغرف وموافقة الفندق.,,,,
FAQ0374,INT006,English,True,True,True,True,True,True,Early check-in is subject to room availability and hotel approval.,Early check-in at Nile Pearl Hotel is subject to room availability and hotel approval.,,,,
FAQ0375,INT006,French,True,True,True,True,True,True,Early check-in is subject to room availability and hotel approval.,L'early check-in est possible au Nile Pearl Hotel si la disponibilité de la chambre le permet et avec l'approbation de l'hôtel.,,,,
FAQ0376,INT006,Russian,True,True,True,True,False,False,Early check-in is subject to room availability and hotel approval.,Ранняя регистрация заезда в Nile Pearl Hotel возможна при наличии свободных номеров и с согласия отеля.,,,,
FAQ0377,INT007,Arabic,True,,True,False,,False,Late check-out is subject to availability and may incur an additional fee.,نعم، يمكن الحصول على تسجيل خروج متأخر في Nile Pearl Hotel إذا كانت المتوفرية موجودة، ولكن قد يترتب على ذلك مصاريف إضافية.,True,False,,
FAQ0378,INT007,English,True,,True,True,,True,Late check-out is subject to availability and may incur an additional fee.,"Certainly, late check-out can be arranged at Nile Pearl Hotel if room availability permits. Please note that an additional fee may apply.",True,True,,
FAQ0379,INT007,French,True,,True,True,,False,Late check-out is subject to availability and may incur an additional fee.,"Oui, vous pouvez demander un départ tardif au Nile Pearl Hotel, mais cela dépend de la disponibilité et peut engendrer une frais supplémentaire.",True,False,,
FAQ0380,INT007,Russian,True,,True,True,,True,Late check-out is subject to availability and may incur an additional fee.,Продление времени проживания в номере после стандартного времени выезда возможно при наличии свободных номеров и может потребовать дополнительную плату.,True,True,,
FAQ0381,INT008,Arabic,,,True,,,True,Guests are required to provide valid identification documents during check-in.,نعم، يجب على الضيوف تقديم وثائق إثبات هوية سارية عند تسجيل الوصول في Nile Pearl Hotel.,,,True,True
FAQ0382,INT008,English,,,True,,,True,Guests are required to provide valid identification documents during check-in.,Yes. Guests are required to provide valid identification documents during check-in at Nile Pearl Hotel.,,,True,True
FAQ0383,INT008,French,,,True,,,True,Guests are required to provide valid identification documents during check-in.,Oui. Les clients doivent fournir une pièce d'identité valide lors de l'enregistrement au Nile Pearl Hotel.,,,True,True
FAQ0384,INT008,Russian,,,True,,,True,Guests are required to provide valid identification documents during check-in.,"Да. Гости должны предоставить действительный документ, удостоверяющий личность, при регистрации заезда в Nile Pearl Hotel.",,,True,True
FAQ0405,INT006,Arabic,True,True,True,False,True,False,Early check-in is subject to room availability and hotel approval.,نعم، يمكن تسجيل الوصول المبكر في Nile Pearl Hotel بناءً على توفر الغرف وموافقة الفندق.,,,,
FAQ0406,INT006,English,True,True,True,True,True,True,Early check-in is subject to room availability and hotel approval.,Early check-in at Nile Pearl Hotel is subject to room availability and hotel approval.,,,,
FAQ0407,INT006,French,True,True,True,True,True,True,Early check-in is subject to room availability and hotel approval.,L'early check-in est possible au Nile Pearl Hotel si la disponibilité de la chambre le permet et avec l'approbation de l'hôtel.,,,,
FAQ0408,INT006,Russian,True,True,True,True,False,False,Early check-in is subject to room availability and hotel approval.,Ранняя регистрация заезда в Nile Pearl Hotel возможна при наличии свободных номеров и с согласия отеля.,,,,
FAQ0409,INT007,Arabic,True,,True,False,,False,Late check-out is subject to availability and may incur an additional fee.,نعم، يمكن الحصول على تسجيل خروج متأخر في Nile Pearl Hotel إذا كانت المتوفرية موجودة، ولكن قد يترتب على ذلك مصاريف إضافية.,True,False,,
FAQ0410,INT007,English,True,,True,True,,True,Late check-out is subject to availability and may incur an additional fee.,"Certainly, late check-out can be arranged at Nile Pearl Hotel if room availability permits. Please note that an additional fee may apply.",True,True,,
FAQ0411,INT007,French,True,,True,True,,False,Late check-out is subject to availability and may incur an additional fee.,"Oui, vous pouvez demander un départ tardif au Nile Pearl Hotel, mais cela dépend de la disponibilité et peut engendrer une frais supplémentaire.",True,False,,
FAQ0412,INT007,Russian,True,,True,True,,True,Late check-out is subject to availability and may incur an additional fee.,"Если вам нужно остаться дольше в день выезда, можно запросить поздний выезд. Он зависит от наличия свободных номеров и может потребовать дополнительную плату.",True,True,,
FAQ0413,INT008,Arabic,,,True,,,True,Guests are required to provide valid identification documents during check-in.,نعم، يجب على الضيوف تقديم وثائق إثبات هوية سارية عند تسجيل الوصول في Nile Pearl Hotel.,,,True,True
FAQ0414,INT008,English,,,True,,,True,Guests are required to provide valid identification documents during check-in.,Yes. Guests are required to provide valid identification documents during check-in at Nile Pearl Hotel.,,,True,True
FAQ0415,INT008,French,,,True,,,True,Guests are required to provide valid identification documents during check-in.,Oui. Les clients doivent fournir une pièce d'identité valide lors de l'enregistrement au Nile Pearl Hotel.,,,True,True
FAQ0416,INT008,Russian,,,True,,,True,Guests are required to provide valid identification documents during check-in.,"Да. Гости должны предоставить действительный документ, удостоверяющий личность, при регистрации заезда в Nile Pearl Hotel.",,,True,True
FAQ0437,INT006,Arabic,True,True,True,False,True,False,Early check-in is subject to room availability and hotel approval.,نعم، يمكن تسجيل الوصول المبكر في Nile Pearl Hotel بناءً على توفر الغرف وموافقة الفندق.,,,,
FAQ0438,INT006,English,True,True,True,True,True,True,Early check-in is subject to room availability and hotel approval.,Early check-in at Nile Pearl Hotel is subject to room availability and hotel approval.,,,,
FAQ0439,INT006,French,True,True,True,True,True,True,Early check-in is subject to room availability and hotel approval.,L'early check-in est possible au Nile Pearl Hotel si la disponibilité de la chambre le permet et avec l'approbation de l'hôtel.,,,,
FAQ0440,INT006,Russian,True,True,True,True,False,False,Early check-in is subject to room availability and hotel approval.,Ранняя регистрация заезда в Nile Pearl Hotel возможна при наличии свободных номеров и с согласия отеля.,,,,
FAQ0441,INT007,Arabic,True,,True,False,,False,Late check-out is subject to availability and may incur an additional fee.,نعم، يمكن الحصول على تسجيل خروج متأخر في Nile Pearl Hotel إذا كانت المتوفرية موجودة، ولكن قد يترتب على ذلك مصاريف إضافية.,True,False,,
FAQ0442,INT007,English,True,,True,True,,True,Late check-out is subject to availability and may incur an additional fee.,"Certainly, late check-out can be arranged at Nile Pearl Hotel if room availability permits. Please note that an additional fee may apply.",True,True,,
FAQ0443,INT007,French,True,,True,True,,False,Late check-out is subject to availability and may incur an additional fee.,"Oui, vous pouvez demander un départ tardif au Nile Pearl Hotel, mais cela dépend de la disponibilité et peut engendrer une frais supplémentaire.",True,False,,
FAQ0444,INT007,Russian,True,,True,True,,True,Late check-out is subject to availability and may incur an additional fee.,Время выезда из номера можно перенести на более поздний срок при наличии свободных номеров. За поздний выезд может взиматься дополнительная плата.,True,True,,
FAQ0445,INT008,Arabic,,,True,,,True,Guests are required to provide valid identification documents during check-in.,نعم، يجب على الضيوف تقديم وثائق إثبات هوية سارية عند تسجيل الوصول في Nile Pearl Hotel.,,,True,True
FAQ0446,INT008,English,,,True,,,True,Guests are required to provide valid identification documents during check-in.,Yes. Guests are required to provide valid identification documents during check-in at Nile Pearl Hotel.,,,True,True
FAQ0447,INT008,French,,,True,,,True,Guests are required to provide valid identification documents during check-in.,Oui. Les clients doivent fournir une pièce d'identité valide lors de l'enregistrement au Nile Pearl Hotel.,,,True,True
FAQ0448,INT008,Russian,,,True,,,True,Guests are required to provide valid identification documents during check-in.,"Да. Гости должны предоставить действительный документ, удостоверяющий личность, при регистрации заезда в Nile Pearl Hotel.",,,True,True
FAQ0469,INT006,Arabic,True,True,True,True,True,True,يمكن طلب تسجيل الوصول المبكر، ويعتمد ذلك على توفر الغرفة وموافقة الفندق.,يمكن طلب تسجيل الوصول المبكر، لكنه يعتمد على توفر الغرفة وموافقة الفندق.,,,,
FAQ0470,INT006,English,True,True,True,True,True,True,Early check-in is subject to room availability and hotel approval.,"Yes, early check-in can be requested, but it is subject to room availability and hotel approval.",,,,
FAQ0471,INT006,French,True,True,True,True,True,True,L'enregistrement anticipé dépend de la disponibilité des chambres et de l'approbation de l'hôtel.,"Oui, vous pouvez le demander, mais il dépend de la disponibilité des chambres et de l'approbation de l'hôtel.",,,,
FAQ0472,INT006,Russian,True,True,True,True,True,True,Ранний заезд зависит от наличия свободного номера и одобрения отеля.,"Да, ранний заезд можно запросить, но он зависит от наличия свободного номера и одобрения отеля.",,,,
FAQ0473,INT007,Arabic,True,,True,True,,True,يمكن طلب تسجيل المغادرة المتأخر، ويعتمد ذلك على التوافر وقد تترتب رسوم إضافية.,يمكن طلب تسجيل المغادرة المتأخر، لكنه يعتمد على التوافر وقد تترتب رسوم إضافية.,True,True,,
FAQ0474,INT007,English,True,,True,True,,True,Late check-out is subject to availability and may incur an additional fee.,"Late check-out can be requested, but it is subject to availability and may incur an additional fee.",True,True,,
FAQ0475,INT007,French,True,,True,True,,True,Le départ tardif dépend de la disponibilité et peut entraîner des frais supplémentaires.,"Le départ tardif peut être demandé, mais il dépend de la disponibilité et peut entraîner des frais supplémentaires.",True,True,,
FAQ0476,INT007,Russian,True,,True,True,,True,Поздний выезд зависит от наличия свободных мест и может повлечь дополнительную плату.,"Поздний выезд можно запросить, но он зависит от наличия свободных мест и может повлечь дополнительную плату.",True,True,,
FAQ0477,INT008,Arabic,,,True,,,True,يجب على الضيوف تقديم وثيقة هوية سارية أثناء تسجيل الوصول، ولا تحدد قاعدة المعرفة الحالية الأنواع المقبولة من وثائق الهوية.,يجب تقديم وثيقة هوية سارية لإتمام تسجيل الوصول. ولا تحدد قاعدة المعرفة الحالية أنواع وثائق الهوية المقبولة بدقة.,,,True,True
FAQ0478,INT008,English,,,True,,,True,"Guests are required to provide valid identification during check-in, and the current knowledge base does not specify the exact accepted document types.",Guests must provide valid identification to complete check-in. The current knowledge base does not specify the exact accepted document types.,,,True,True
FAQ0479,INT008,French,,,True,,,True,"Les clients doivent présenter une pièce d'identité valide lors de l'enregistrement, et la base de connaissances actuelle ne précise pas les types exacts de documents acceptés.","Oui, une pièce d'identité valide est requise pour effectuer l'enregistrement. La base de connaissances actuelle ne précise pas les types exacts de documents acceptés.",,,True,True
FAQ0480,INT008,Russian,,,True,,,True,"Гости должны предъявить действительный документ, удостоверяющий личность, при регистрации заезда; при этом база знаний не указывает точные виды принимаемых документов.","Да, при заселении необходимо предъявить действительный документ, удостоверяющий личность. База знаний не указывает точные виды принимаемых документов.",,,True,True
FAQ0501,INT006,Arabic,True,True,True,True,True,True,يمكن طلب تسجيل الوصول المبكر، ويعتمد ذلك على توفر الغرفة وموافقة الفندق.,يمكن طلب تسجيل الوصول المبكر، ويعتمد ذلك على توفر الغرفة وموافقة الفندق.,,,,
FAQ0502,INT006,English,True,True,True,True,True,True,Early check-in is subject to room availability and hotel approval.,Early check-in depends on room availability and hotel approval.,,,,
FAQ0503,INT006,French,True,True,True,True,True,True,L'enregistrement anticipé dépend de la disponibilité des chambres et de l'approbation de l'hôtel.,L'enregistrement anticipé dépend de la disponibilité des chambres et de l'approbation de l'hôtel.,,,,
FAQ0504,INT006,Russian,True,True,True,True,True,True,Ранний заезд зависит от наличия свободного номера и одобрения отеля.,Да. Ранний заезд зависит от наличия свободного номера и одобрения отеля.,,,,
FAQ0505,INT007,Arabic,True,,True,True,,True,يمكن طلب تسجيل المغادرة المتأخر، ويعتمد ذلك على التوافر وقد تترتب رسوم إضافية.,يمكن طلب تسجيل المغادرة المتأخر، لكنه يعتمد على التوافر وقد تترتب رسوم إضافية.,True,True,,
FAQ0506,INT007,English,True,,True,True,,True,Late check-out is subject to availability and may incur an additional fee.,Late check-out is subject to availability and may incur an additional fee.,True,True,,
FAQ0507,INT007,French,True,,True,True,,True,Le départ tardif dépend de la disponibilité et peut entraîner des frais supplémentaires.,Le départ tardif dépend de la disponibilité et peut entraîner des frais supplémentaires.,True,True,,
FAQ0508,INT007,Russian,True,,True,True,,True,Поздний выезд зависит от наличия свободных мест и может повлечь дополнительную плату.,Поздний выезд зависит от наличия свободных мест и может повлечь дополнительную плату.,True,True,,
FAQ0509,INT008,Arabic,,,True,,,True,يجب على الضيوف تقديم وثيقة هوية سارية عند تسجيل الوصول، ولا تحدد قاعدة المعرفة الحالية الأنواع المقبولة من وثائق الهوية.,نعم، يلزم تقديم وثيقة هوية سارية عند تسجيل الوصول. ولا تحدد قاعدة المعرفة الحالية الأنواع المقبولة من وثائق الهوية.,,,True,True
FAQ0510,INT008,English,,,True,,,True,"Guests are required to provide valid identification documents during check-in, and the current knowledge base does not specify the exact types of accepted documents.",Yes. Guests must provide valid identification during check-in. The current knowledge base does not specify the exact types of accepted documents.,,,True,True
FAQ0511,INT008,French,,,True,,,True,"Les clients doivent présenter une pièce d'identité valide lors de l'enregistrement, et la base de connaissances actuelle ne précise pas les types exacts de documents acceptés.",Oui. Une pièce d'identité valide est nécessaire lors de l'enregistrement. La base de connaissances actuelle ne précise pas les types exacts de documents acceptés.,,,True,True
FAQ0512,INT008,Russian,,,True,,,True,"Гости должны предъявить действительный документ, удостоверяющий личность, при регистрации заезда; при этом база знаний не указывает точные виды принимаемых документов.","При регистрации заезда необходимо предъявить действительный документ, удостоверяющий личность. База знаний не указывает точные виды принимаемых документов.",,,True,True
