new_faq_id,new_intent,new_language,new_question,existing_faq_id,existing_intent,existing_language,existing_question,similarity,same_intent,same_language
FAQ0461,INT004,Arabic,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,FAQ0115,INT004,French,Quelle est l'heure de réservation d'entrée pour le Nile Pearl Hotel?,0.9307248592376709,True,False
FAQ0449,INT001,Arabic,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,FAQ0354,INT001,English,"If I arrive in Cairo and want to head directly to Nile Pearl Hotel, which area should I look for?",0.9306777715682983,True,False
FAQ0461,INT004,Arabic,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,FAQ0122,INT004,Russian,В какое время гости могут зарегистрироваться и заселиться в Nile Pearl Hotel?,0.9303992986679077,True,False
FAQ0461,INT004,Arabic,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,FAQ0112,INT004,Arabic,مرحباً، أنا مقيم في Nile Pearl Hotel وأتمنى معرفة موعد تسجيل الوصول المعتاد؟,0.9296091794967651,True,True
FAQ0468,INT005,Russian,К какому времени нужно освободить номер в Nile Pearl Hotel?,FAQ0148,INT005,French,À quelle heure dois-je libérer ma chambre au Nile Pearl Hotel le jour du départ ?,0.9294997453689575,True,False
FAQ0475,INT007,French,Le départ tardif est-il possible au Nile Pearl Hotel ?,FAQ0217,INT007,Russian,"Могу ли я получить поздний выезд из Nile Pearl Hotel, и если да, что мне нужно знать?",0.9294479489326477,True,False
FAQ0469,INT006,Arabic,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,FAQ0183,INT006,French,"Si je dois arriver tôt à l'aube sans avoir réservé à l'avance, puis-je demander un enregistrement anticipé au Nile Pearl Hotel?",0.9291459321975708,True,False
FAQ0452,INT001,Russian,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?",FAQ0259,INT001,French,Dans quel quartier de la ville se trouve le Nile Pearl Hotel ?,0.9287188649177551,True,False
FAQ0464,INT004,Russian,Во сколько начинается стандартное заселение в Nile Pearl Hotel?,FAQ0115,INT004,French,Quelle est l'heure de réservation d'entrée pour le Nile Pearl Hotel?,0.9284510612487793,True,False
FAQ0452,INT001,Russian,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?",FAQ0002,INT001,English,Could you tell me which city and area Nile Pearl Hotel is in?,0.928330659866333,True,False
FAQ0466,INT005,English,What is the standard check-out time at Nile Pearl Hotel?,FAQ0104,INT004,English,"As a guest arriving at Nile Pearl Hotel, what time can I normally check in?",0.9279590845108032,False,True
FAQ0469,INT006,Arabic,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,FAQ0188,INT006,Russian,Могу ли я заранее приехать в Nile Pearl Hotel и забронировать номер до времени обычного заезда?,0.9277408123016357,True,False
FAQ0452,INT001,Russian,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?",FAQ0296,INT002,Russian,Я планирую остановиться в Nile Pearl Hotel; к какой категории относится этот отель?,0.927548348903656,False,True
FAQ0462,INT004,English,From what time can guests normally check in at Nile Pearl Hotel?,FAQ0098,INT004,English,What time does check-in normally begin at Nile Pearl Hotel?,0.9268752932548523,True,True
FAQ0464,INT004,Russian,Во сколько начинается стандартное заселение в Nile Pearl Hotel?,FAQ0340,INT005,Russian,До какого времени обычно нужно освободить номер в Nile Pearl Hotel?,0.9267932176589966,False,True
FAQ0453,INT002,Arabic,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,FAQ0053,INT002,French,Quelle est la categorisation étoile du Nile Pearl Hotel?,0.9267575740814209,True,False
FAQ0452,INT001,Russian,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?",FAQ0019,INT001,French,Dans quelle zone se trouve l'hôtel Nile Pearl Hotel ?,0.9264792203903198,True,False
FAQ0452,INT001,Russian,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?",FAQ0004,INT001,English,In which city can I find the Nile Pearl Hotel?,0.9261372685432434,True,False
FAQ0479,INT008,French,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,FAQ0245,INT008,French,Une pièce d'identité est-elle nécessaire pour les clients lors de l'enregistrement au Nile Pearl Hotel?,0.9257897138595581,True,True
FAQ0478,INT008,English,What identification is required to complete check-in at Nile Pearl Hotel?,FAQ0229,INT008,English,Is identification necessary for guests when checking in at Nile Pearl Hotel?,0.9251098036766052,True,True
FAQ0479,INT008,French,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,FAQ0249,INT008,Russian,Нужно ли предъявлять удостоверение личности для оформления регистрации в Nile Pearl Hotel?,0.9250862002372742,True,False
FAQ0469,INT006,Arabic,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,FAQ0192,INT006,Russian,"Если мой приезд в Nile Pearl Hotel запланирован на несколько часов раньше обычного времени заезда, можно ли оформить раннюю регистрацию?",0.9247250556945801,True,False
FAQ0464,INT004,Russian,Во сколько начинается стандартное заселение в Nile Pearl Hotel?,FAQ0108,INT004,Arabic,متى يبدأ موعد تسجيل الوصول المعتاد للضيوف في فندق Nile Pearl Hotel؟,0.9246176481246948,True,False
FAQ0452,INT001,Russian,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?",FAQ0003,INT001,English,In which city is Nile Pearl Hotel located?,0.9244911670684814,True,False
FAQ0479,INT008,French,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,FAQ0244,INT008,French,"À mon arrivée au Nile Pearl Hotel, dois-je fournir un document d'identité valide avant de m'enregistrer?",0.9235080480575562,True,True
FAQ0466,INT005,English,What is the standard check-out time at Nile Pearl Hotel?,FAQ0133,INT005,English,What is the designated time by which I need to check out by at Nile Pearl Hotel?,0.922766923904419,True,True
FAQ0466,INT005,English,What is the standard check-out time at Nile Pearl Hotel?,FAQ0334,INT004,English,What time are guests first permitted to check in at Nile Pearl Hotel?,0.9226369261741638,False,True
FAQ0471,INT006,French,Est-il possible de demander un enregistrement anticipé au Nile Pearl Hotel ?,FAQ0174,INT006,Arabic,هل يمكنني الاستفسار عن إمكانية تسجيل الوصول المبكر في Nile Pearl Hotel؟,0.9223437905311584,True,False
FAQ0473,INT007,Arabic,هل يمكنني طلب تسجيل المغادرة المتأخر في Nile Pearl Hotel؟,FAQ0217,INT007,Russian,"Могу ли я получить поздний выезд из Nile Pearl Hotel, и если да, что мне нужно знать?",0.9221963882446289,True,False
FAQ0475,INT007,French,Le départ tardif est-il possible au Nile Pearl Hotel ?,FAQ0224,INT007,Russian,"Могу ли я получить поздний выезд из Nile Pearl Hotel, и если это возможно, под какие условия и будут ли какие-либо дополнительные расходы?",0.9217776656150818,True,False
FAQ0464,INT004,Russian,Во сколько начинается стандартное заселение в Nile Pearl Hotel?,FAQ0333,INT004,Arabic,في أي ساعة يمكن للنزلاء بدء إجراءات الوصول إلى Nile Pearl Hotel؟,0.9211406707763672,True,False
FAQ0464,INT004,Russian,Во сколько начинается стандартное заселение в Nile Pearl Hotel?,FAQ0111,INT004,Arabic,هل يمكنني معرفة وقت تسجيل الوصول المعتاد في Nile Pearl Hotel؟,0.9202752113342285,True,False
FAQ0480,INT008,Russian,Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,FAQ0245,INT008,French,Une pièce d'identité est-elle nécessaire pour les clients lors de l'enregistrement au Nile Pearl Hotel?,0.9197362661361694,True,False
FAQ0479,INT008,French,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,FAQ0250,INT008,Russian,"Какие документы, удостоверяющие личность, необходимы при регистрации заезда в Nile Pearl Hotel?",0.9186591506004333,True,False
FAQ0466,INT005,English,What is the standard check-out time at Nile Pearl Hotel?,FAQ0103,INT004,English,"After arriving at Nile Pearl Hotel, when is the standard time for checking in?",0.9178628325462341,False,True
FAQ0469,INT006,Arabic,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,FAQ0176,INT006,Arabic,هل يمكنني الوصول إلى Nile Pearl Hotel قبل الوقت المعتاد وتحديدًا في الساعة العاشرة صباحاً وتسجيل الوصول مبكرًا؟,0.9173843264579773,True,True
FAQ0475,INT007,French,Le départ tardif est-il possible au Nile Pearl Hotel ?,FAQ0204,INT007,Arabic,هل يمكنني الحصول على تسجيل خروج متأخر في Nile Pearl Hotel، وما العوامل التي تحدد إمكانية ذلك؟,0.9171191453933716,True,False
FAQ0465,INT005,Arabic,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,FAQ0435,INT005,French,Quelle est l'heure habituelle limite pour quitter la chambre ?,0.9169434309005737,True,False
FAQ0463,INT004,French,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",FAQ0301,INT004,Arabic,سأصل إلى الفندق في يوم تسجيل الوصول، فمتى يمكنني تسجيل الدخول بشكل عادي؟,0.916121244430542,True,False
FAQ0479,INT008,French,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,FAQ0237,INT008,Arabic,هل يحتاج الضيوف إلى تقديم وثائق إثبات الهوية عند تسجيل الوصول في Nile Pearl Hotel?,0.9159470200538635,True,False
FAQ0475,INT007,French,Le départ tardif est-il possible au Nile Pearl Hotel ?,FAQ0212,INT007,French,"Est-ce que je peux bénéficier d'un départ tardif au Nile Pearl Hotel, et quels éléments déterminent sa disponibilité?",0.9152395725250244,True,True
FAQ0454,INT002,English,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,FAQ0047,INT002,Arabic,إذا كنت أختار Nile Pearl Hotel للإقامة في القاهرة، فما هو تصنيف الفندق من حيث عدد النجوم؟,0.9138196706771851,True,False
FAQ0480,INT008,Russian,Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,FAQ0238,INT008,Arabic,هل يجب على الضيف إبراز بطاقة هوية سارية المفعول عند الوصول إلى Nile Pearl Hotel؟,0.9136740565299988,True,False
FAQ0473,INT007,Arabic,هل يمكنني طلب تسجيل المغادرة المتأخر في Nile Pearl Hotel؟,FAQ0218,INT007,Russian,"Могу ли я получить поздний выезд из Nile Pearl Hotel, и под какие условия это возможно?",0.9128819704055786,True,False
FAQ0480,INT008,Russian,Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,FAQ0243,INT008,French,Dois-je présenter une pièce d'identité valide lors de mon arrivée au Nile Pearl Hotel?,0.9112218618392944,True,False
FAQ0480,INT008,Russian,Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,FAQ0235,INT008,Arabic,هل يجب علي تقديم إثبات هوية ساري عند تسجيل الوصول في Nile Pearl Hotel?,0.9112157821655273,True,False
FAQ0475,INT007,French,Le départ tardif est-il possible au Nile Pearl Hotel ?,FAQ0223,INT007,Russian,"Могу ли я получить поздний выезд из Nile Pearl Hotel, и если да, как это сделать и будут ли дополнительные расходы?",0.9106441736221313,True,False
FAQ0467,INT005,French,"Si je termine mon séjour au Nile Pearl Hotel, à quelle heure dois-je libérer ma chambre ?",FAQ0152,INT005,French,Je prévois de quitter le Nile Pearl Hotel demain matin pour prendre mon vol. À quelle heure dois-je libérer ma chambre?,0.9105070233345032,True,True
FAQ0471,INT006,French,Est-il possible de demander un enregistrement anticipé au Nile Pearl Hotel ?,FAQ0185,INT006,Russian,Доступна ли ранняя регистрация заезда в Nile Pearl Hotel?,0.9104291796684265,True,False
FAQ0463,INT004,French,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",FAQ0367,INT004,French,"Si j'arrive à l'hôtel dans l'après-midi, à partir de quelle heure puis-je commencer mon enregistrement ?",0.9095751643180847,True,True
FAQ0467,INT005,French,"Si je termine mon séjour au Nile Pearl Hotel, à quelle heure dois-je libérer ma chambre ?",FAQ0138,INT005,Arabic,إلى أي وقت يجب أن أغادر الغرفة عند تسجيل الخروج من Nile Pearl Hotel؟,0.9095105528831482,True,False
FAQ0467,INT005,French,"Si je termine mon séjour au Nile Pearl Hotel, à quelle heure dois-je libérer ma chambre ?",FAQ0151,INT005,French,"Si je termine mon séjour au Nile Pearl Hotel aujourd'hui, à quelle heure dois-je effectuer mon départ?",0.9093078374862671,True,True
FAQ0480,INT008,Russian,Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,FAQ0237,INT008,Arabic,هل يحتاج الضيوف إلى تقديم وثائق إثبات الهوية عند تسجيل الوصول في Nile Pearl Hotel?,0.9092546701431274,True,False
FAQ0480,INT008,Russian,Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,FAQ0246,INT008,French,Le Nile Pearl Hotel demandera-t-il un document d'identité valide au moment de l'enregistrement?,0.9090107679367065,True,False
FAQ0471,INT006,French,Est-il possible de demander un enregistrement anticipé au Nile Pearl Hotel ?,FAQ0439,INT006,French,L'arrivée anticipée est-elle disponible sur demande au Nile Pearl Hotel ?,0.9085471630096436,True,True
FAQ0473,INT007,Arabic,هل يمكنني طلب تسجيل المغادرة المتأخر في Nile Pearl Hotel؟,FAQ0203,INT007,Arabic,ما المتطلبات اللازمة لطلب تسجيل خروج متأخر في Nile Pearl Hotel؟,0.9084068536758423,True,True
FAQ0478,INT008,English,What identification is required to complete check-in at Nile Pearl Hotel?,FAQ0250,INT008,Russian,"Какие документы, удостоверяющие личность, необходимы при регистрации заезда в Nile Pearl Hotel?",0.9080818891525269,True,False
FAQ0463,INT004,French,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",FAQ0269,INT004,Arabic,ما هو الوقت المحدد لتسجيل الوصول إلى الفندق؟,0.906668484210968,True,False
FAQ0470,INT006,English,Can I request an early check-in before the normal check-in time?,FAQ0342,INT006,English,Can I submit a request for check-in before the standard time?,0.906550943851471,True,True
FAQ0477,INT008,Arabic,عند الوصول إلى Nile Pearl Hotel، ماذا أحتاج لإتمام إجراءات تسجيل الوصول؟,FAQ0174,INT006,Arabic,هل يمكنني الاستفسار عن إمكانية تسجيل الوصول المبكر في Nile Pearl Hotel؟,0.9062429666519165,False,True
FAQ0475,INT007,French,Le départ tardif est-il possible au Nile Pearl Hotel ?,FAQ0153,INT005,Russian,Когда требуется выселение из отеля Nile Pearl Hotel?,0.9061346054077148,False,False
FAQ0473,INT007,Arabic,هل يمكنني طلب تسجيل المغادرة المتأخر في Nile Pearl Hotel؟,FAQ0209,INT007,French,"Est-il possible d'obtenir un départ tardif au Nile Pearl Hotel, et quelles sont les exigences?",0.9059255123138428,True,False
FAQ0475,INT007,French,Le départ tardif est-il possible au Nile Pearl Hotel ?,FAQ0213,INT007,French,"Est-ce que je peux avoir un décalage pour le départ tardif au Nile Pearl Hotel, et s'il y a des frais supplémentaires?",0.9033308625221252,True,True
FAQ0475,INT007,French,Le départ tardif est-il possible au Nile Pearl Hotel ?,FAQ0221,INT007,Russian,"Как мне можно получить поздний выезд из Nile Pearl Hotel, и на какие дополнительные условия это может бытьdependent?",0.9020197987556458,True,False
FAQ0473,INT007,Arabic,هل يمكنني طلب تسجيل المغادرة المتأخر في Nile Pearl Hotel؟,FAQ0208,INT007,Arabic,إذا كانت رحلتي في وقت متأخر من اليوم، هل يمكنني الحصول على تسجيل خروج متأخر من Nile Pearl Hotel، وهل توجد رسوم إضافية؟,0.9014356136322021,True,True
FAQ0459,INT003,French,La réception du Nile Pearl Hotel est-elle disponible à toute heure ?,FAQ0336,INT004,Russian,С какого часа гостям разрешается заселение в Nile Pearl Hotel?,0.9002072215080261,False,False
FAQ0478,INT008,English,What identification is required to complete check-in at Nile Pearl Hotel?,FAQ0227,INT008,English,Do I need to show valid identification when checking in at Nile Pearl Hotel?,0.8999757170677185,True,True
FAQ0467,INT005,French,"Si je termine mon séjour au Nile Pearl Hotel, à quelle heure dois-je libérer ma chambre ?",FAQ0130,INT005,English,By what time must guests leave the room at Nile Pearl Hotel?,0.8998768329620361,True,False
FAQ0467,INT005,French,"Si je termine mon séjour au Nile Pearl Hotel, à quelle heure dois-je libérer ma chambre ?",FAQ0340,INT005,Russian,До какого времени обычно нужно освободить номер в Nile Pearl Hotel?,0.899553656578064,True,False
FAQ0478,INT008,English,What identification is required to complete check-in at Nile Pearl Hotel?,FAQ0225,INT008,English,Does Nile Pearl Hotel require guests to provide identification documents during check-in?,0.8995473980903625,True,True
FAQ0454,INT002,English,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,FAQ0039,INT002,English,"If I am choosing Nile Pearl Hotel for my stay in Cairo, what star rating does the hotel have?",0.8978798389434814,True,True
FAQ0465,INT005,Arabic,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,FAQ0402,INT005,English,"When my departure day arrives, what time do I need to leave the room?",0.8974347114562988,True,False
FAQ0473,INT007,Arabic,هل يمكنني طلب تسجيل المغادرة المتأخر في Nile Pearl Hotel؟,FAQ0224,INT007,Russian,"Могу ли я получить поздний выезд из Nile Pearl Hotel, и если это возможно, под какие условия и будут ли какие-либо дополнительные расходы?",0.8972653150558472,True,False
FAQ0465,INT005,Arabic,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,FAQ0307,INT005,French,À quelle heure dois-je libérer ma chambre le jour du départ ?,0.896772027015686,True,False
FAQ0477,INT008,Arabic,عند الوصول إلى Nile Pearl Hotel، ماذا أحتاج لإتمام إجراءات تسجيل الوصول؟,FAQ0203,INT007,Arabic,ما المتطلبات اللازمة لطلب تسجيل خروج متأخر في Nile Pearl Hotel؟,0.8955434560775757,False,True
FAQ0457,INT003,Arabic,هل تعمل خدمة الاستقبال في Nile Pearl Hotel طوال اليوم؟,FAQ0090,INT003,Russian,На весь день и ночь работает рецепция Nile Pearl Hotel?,0.8950330018997192,True,False
FAQ0474,INT007,English,"If I need to leave later than the standard time, can I request a late check-out?",FAQ0282,INT007,English,Can I request a late check-out?,0.895012378692627,True,True
FAQ0463,INT004,French,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",FAQ0365,INT004,Arabic,إذا وصلت إلى الفندق في فترة ما بعد الظهر، من أي ساعة يمكنني بدء تسجيل الوصول؟,0.894936203956604,True,False
FAQ0459,INT003,French,La réception du Nile Pearl Hotel est-elle disponible à toute heure ?,FAQ0072,INT003,English,"If you need to reach the reception at Nile Pearl Hotel at 3 AM, would they be available?",0.8931303024291992,True,False
FAQ0467,INT005,French,"Si je termine mon séjour au Nile Pearl Hotel, à quelle heure dois-je libérer ma chambre ?",FAQ0141,INT005,Arabic,عند انتهاء الإقامة في Nile Pearl Hotel، ما الموعد النهائي لمغادرة الغرفة؟,0.8930267095565796,True,False
FAQ0477,INT008,Arabic,عند الوصول إلى Nile Pearl Hotel، ماذا أحتاج لإتمام إجراءات تسجيل الوصول؟,FAQ0202,INT007,Arabic,هل يمكنني طلب تسجيل خروج متأخر في Nile Pearl Hotel، وما الشروط المطلوبة؟,0.8917967081069946,False,True
FAQ0454,INT002,English,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,FAQ0056,INT002,French,"Pour choisir mon hôtel lors de mon voyage en Égypte, j'envisage le Nile Pearl Hotel. Combien d'étoiles lui sont attribuées?",0.8887507915496826,True,False
FAQ0471,INT006,French,Est-il possible de demander un enregistrement anticipé au Nile Pearl Hotel ?,FAQ0202,INT007,Arabic,هل يمكنني طلب تسجيل خروج متأخر في Nile Pearl Hotel، وما الشروط المطلوبة؟,0.8871259689331055,False,False
FAQ0465,INT005,Arabic,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,FAQ0305,INT005,Arabic,في أي وقت ينبغي أن أغادر الغرفة في يوم تسجيل المغادرة؟,0.8870377540588379,True,True
FAQ0454,INT002,English,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,FAQ0055,INT002,French,"Si je choisis le Nile Pearl Hotel pour mon séjour au Caire, combien d'étoiles compte cet hôtel?",0.8863821625709534,True,False
FAQ0471,INT006,French,Est-il possible de demander un enregistrement anticipé au Nile Pearl Hotel ?,FAQ0189,INT006,Russian,Могу ли я приехать в Nile Pearl Hotel раньше обычного времени и запросить раннюю регистрацию заезда?,0.8860615491867065,True,False
FAQ0477,INT008,Arabic,عند الوصول إلى Nile Pearl Hotel، ماذا أحتاج لإتمام إجراءات تسجيل الوصول؟,FAQ0187,INT006,Russian,Могу ли я заранее прибыть в Nile Pearl Hotel и провести регистрацию заезда до обычного времени?,0.8857588768005371,False,False
FAQ0471,INT006,French,Est-il possible de demander un enregistrement anticipé au Nile Pearl Hotel ?,FAQ0247,INT008,French,Je vais bientôt arriver au Nile Pearl Hotel pour mon séjour. Dois-je apporter une pièce d'identité valide pour l'enregistrement?,0.8856559991836548,False,True
FAQ0465,INT005,Arabic,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,FAQ0135,INT005,English,What is the usual deadline for guests to leave their rooms?,0.8853342533111572,True,False
FAQ0465,INT005,Arabic,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,FAQ0275,INT005,French,À quel moment la chambre doit-elle être libérée lors du départ ?,0.8847609758377075,True,False
FAQ0459,INT003,French,La réception du Nile Pearl Hotel est-elle disponible à toute heure ?,FAQ0439,INT006,French,L'arrivée anticipée est-elle disponible sur demande au Nile Pearl Hotel ?,0.883294939994812,False,True
FAQ0478,INT008,English,What identification is required to complete check-in at Nile Pearl Hotel?,FAQ0254,INT008,Russian,"Какие документы, удостоверяющие личность, могут потребоваться при заселении в Nile Pearl Hotel?",0.8824775218963623,True,False
FAQ0478,INT008,English,What identification is required to complete check-in at Nile Pearl Hotel?,FAQ0231,INT008,English,I am arriving at Nile Pearl Hotel for my stay. Do I need to bring a valid identification document for check-in?,0.8822540044784546,True,True
FAQ0459,INT003,French,La réception du Nile Pearl Hotel est-elle disponible à toute heure ?,FAQ0125,INT004,Russian,Когда стандартно можно заселиться в отель Nile Pearl Hotel?,0.8814398646354675,False,False
FAQ0478,INT008,English,What identification is required to complete check-in at Nile Pearl Hotel?,FAQ0233,INT008,Arabic,ما نوع مستند إثبات الهوية المقبول عند تسجيل الوصول في فندق Nile Pearl Hotel؟,0.8811721801757812,True,False
FAQ0454,INT002,English,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,FAQ0263,INT002,French,À quelle catégorie hôtelière appartient le Nile Pearl Hotel ?,0.8806313872337341,True,False
FAQ0454,INT002,English,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,FAQ0054,INT002,French,Dans quelle catégorie d'hôtel se situe exactement Nile Pearl Hotel?,0.8805063366889954,True,False
FAQ0465,INT005,Arabic,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,FAQ0403,INT005,French,"Le jour de mon départ, à quelle heure dois-je quitter la chambre ?",0.8803860545158386,True,False
FAQ0459,INT003,French,La réception du Nile Pearl Hotel est-elle disponible à toute heure ?,FAQ0171,INT006,Arabic,هل يمكن للضيوف في Nile Pearl Hotel تسجيل الوصول مبكرًا؟,0.8799641132354736,False,False
FAQ0454,INT002,English,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,FAQ0421,INT002,Arabic,إلى أي فئة من فئات الفنادق يُنسب Nile Pearl Hotel؟,0.8791539669036865,True,False
FAQ0459,INT003,French,La réception du Nile Pearl Hotel est-elle disponible à toute heure ?,FAQ0122,INT004,Russian,В какое время гости могут зарегистрироваться и заселиться в Nile Pearl Hotel?,0.8783978223800659,False,False
FAQ0476,INT007,Russian,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",FAQ0412,INT007,Russian,"Если мне нужно остаться подольше в день выезда, могу ли я попросить поздний выезд?",0.8780308961868286,True,True
FAQ0478,INT008,English,What identification is required to complete check-in at Nile Pearl Hotel?,FAQ0230,INT008,English,Will Nile Pearl Hotel ask me for a valid identification document at check-in?,0.8776375651359558,True,True
FAQ0463,INT004,French,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",FAQ0304,INT004,Russian,Я приеду в отель в день заезда; когда я обычно могу зарегистрироваться?,0.8773212432861328,True,False
FAQ0471,INT006,French,Est-il possible de demander un enregistrement anticipé au Nile Pearl Hotel ?,FAQ0187,INT006,Russian,Могу ли я заранее прибыть в Nile Pearl Hotel и провести регистрацию заезда до обычного времени?,0.8771196603775024,True,False
FAQ0477,INT008,Arabic,عند الوصول إلى Nile Pearl Hotel، ماذا أحتاج لإتمام إجراءات تسجيل الوصول؟,FAQ0247,INT008,French,Je vais bientôt arriver au Nile Pearl Hotel pour mon séjour. Dois-je apporter une pièce d'identité valide pour l'enregistrement?,0.876878023147583,True,False
FAQ0454,INT002,English,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,FAQ0043,INT002,Arabic,كيف يتم تصنيف Nile Pearl Hotel ضمن فئات الفنادق؟,0.8762224316596985,True,False
FAQ0477,INT008,Arabic,عند الوصول إلى Nile Pearl Hotel، ماذا أحتاج لإتمام إجراءات تسجيل الوصول؟,FAQ0181,INT006,French,"Puis-je demander un enregistrement anticipé au Nile Pearl Hotel, et comment puis-je confirmer sa disponibilité ?",0.8758516907691956,False,False
FAQ0459,INT003,French,La réception du Nile Pearl Hotel est-elle disponible à toute heure ?,FAQ0099,INT004,English,When can guests check in at Nile Pearl Hotel?,0.8757851123809814,False,False
FAQ0477,INT008,Arabic,عند الوصول إلى Nile Pearl Hotel، ماذا أحتاج لإتمام إجراءات تسجيل الوصول؟,FAQ0191,INT006,Russian,"Если я приеду раньше времени заезда, смогу ли я заранее зарегистрироваться заезда в Nile Pearl Hotel?",0.8754677176475525,False,False
FAQ0463,INT004,French,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",FAQ0368,INT004,Russian,"Если я приеду в отель днём, с какого времени я смогу начать заселение?",0.8753818273544312,True,False
FAQ0459,INT003,French,La réception du Nile Pearl Hotel est-elle disponible à toute heure ?,FAQ0076,INT003,Arabic,في حالة الحاجة إلى التواصل مع مكتب الاستقبال في Nile Pearl Hotel في منتصف الليل، هل سيكونون متاحين؟,0.8749462366104126,True,False
FAQ0477,INT008,Arabic,عند الوصول إلى Nile Pearl Hotel، ماذا أحتاج لإتمام إجراءات تسجيل الوصول؟,FAQ0185,INT006,Russian,Доступна ли ранняя регистрация заезда в Nile Pearl Hotel?,0.8745582103729248,False,False
FAQ0454,INT002,English,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,FAQ0013,INT001,Arabic,في أي جزء من القاهرة يقع فندق Nile Pearl Hotel؟,0.8744927048683167,False,False
FAQ0477,INT008,Arabic,عند الوصول إلى Nile Pearl Hotel، ماذا أحتاج لإتمام إجراءات تسجيل الوصول؟,FAQ0189,INT006,Russian,Могу ли я приехать в Nile Pearl Hotel раньше обычного времени и запросить раннюю регистрацию заезда?,0.8742916584014893,False,False
FAQ0454,INT002,English,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,FAQ0063,INT002,Russian,"Если я выбираю Nile Pearl Hotel для проживания в Каире, сколько звезд имеет этот отель?",0.874049186706543,True,False
