faq_id_1,faq_id_2,intent_id,language_1,language_2,question_1,question_2,similarity,in_batch_1,in_batch_2
FAQ0141,FAQ0142,INT005,Arabic,Arabic,عند انتهاء الإقامة في Nile Pearl Hotel، ما الموعد النهائي لمغادرة الغرفة؟,ما الموعد النهائي الذي ينبغي مغادرة الغرفة قبله في Nile Pearl Hotel؟,0.9700257182121277,False,False
FAQ0146,FAQ0147,INT005,French,French,À quelle heure les clients doivent-ils quitter le Nile Pearl Hotel?,À quelle heure faut-il effectuer le départ du Nile Pearl Hotel?,0.9699234366416931,False,False
FAQ0021,FAQ0258,INT001,French,English,Dans quelle ville et dans quel secteur se situe le Nile Pearl Hotel ?,Which part of the city is Nile Pearl Hotel located in?,0.9696395397186279,False,False
FAQ0360,FAQ0424,INT002,Russian,Russian,Какой статус имеет Nile Pearl Hotel в системе гостиничной классификации?,Какова гостиничная классификация Nile Pearl Hotel?,0.9694622755050659,False,False
FAQ0409,FAQ0412,INT007,Arabic,Russian,إذا احتجت للبقاء لفترة أطول في يوم المغادرة، هل يمكنني طلب خروج متأخر؟,"Если мне нужно остаться подольше в день выезда, могу ли я попросить поздний выезд?",0.9694148302078247,False,False
FAQ0023,FAQ0257,INT001,French,Arabic,Je prépare ma voyage à Cairo et j'hésite entre plusieurs hôtels. J'aimerais savoir où se trouve l'hôtel Nile Pearl Hotel?,إذا أردت معرفة موقع الفندق بالنسبة لمناطق القاهرة، فأين يوجد Nile Pearl Hotel؟,0.9692547917366028,False,False
FAQ0013,FAQ0387,INT001,Arabic,French,في أي جزء من القاهرة يقع فندق Nile Pearl Hotel؟,Pouvez-vous me préciser où se situe le Nile Pearl Hotel au Caire ?,0.9692318439483643,False,False
FAQ0044,FAQ0049,INT002,Arabic,French,كم عدد النجوم التي يُصنَّف بها فندق Nile Pearl Hotel؟,Quel est le nombre d'étoiles attribué au Nile Pearl Hotel?,0.9691706895828247,False,False
FAQ0187,FAQ0188,INT006,Russian,Russian,Могу ли я заранее прибыть в Nile Pearl Hotel и провести регистрацию заезда до обычного времени?,Могу ли я заранее приехать в Nile Pearl Hotel и забронировать номер до времени обычного заезда?,0.9690507054328918,False,False
FAQ0028,FAQ0260,INT001,Russian,Russian,"Как называется город, в котором расположен отель Nile Pearl Hotel?",В каком районе города находится отель Nile Pearl Hotel?,0.9689748287200928,False,False
FAQ0055,FAQ0056,INT002,French,French,"Si je choisis le Nile Pearl Hotel pour mon séjour au Caire, combien d'étoiles compte cet hôtel?","Pour choisir mon hôtel lors de mon voyage en Égypte, j'envisage le Nile Pearl Hotel. Combien d'étoiles lui sont attribuées?",0.9689328670501709,False,False
FAQ0325,FAQ0424,INT002,Arabic,Russian,ما فئة Nile Pearl Hotel ضمن تصنيفات الفنادق؟,Какова гостиничная классификация Nile Pearl Hotel?,0.9686931371688843,False,False
FAQ0187,FAQ0189,INT006,Russian,Russian,Могу ли я заранее прибыть в Nile Pearl Hotel и провести регистрацию заезда до обычного времени?,Могу ли я приехать в Nile Pearl Hotel раньше обычного времени и запросить раннюю регистрацию заезда?,0.9686347246170044,False,False
FAQ0401,FAQ0403,INT005,Arabic,French,إذا كان يوم المغادرة قد حان، فما الوقت الذي يجب أن أخلي فيه الغرفة؟,"Le jour de mon départ, à quelle heure dois-je quitter la chambre ?",0.9685434103012085,False,False
FAQ0117,FAQ0335,INT004,French,French,À quel moment l'enregistrement commence-t-il normalement au Nile Pearl Hotel?,À quelle heure commence normalement l'enregistrement au Nile Pearl Hotel ?,0.9681931734085083,False,False
FAQ0258,FAQ0450,INT001,English,English,Which part of the city is Nile Pearl Hotel located in?,Which city is home to the Nile Pearl Hotel?,0.9679471254348755,False,True
FAQ0004,FAQ0451,INT001,English,French,In which city can I find the Nile Pearl Hotel?,Dans quelle ville se trouve le Nile Pearl Hotel ?,0.9679405689239502,False,True
FAQ0017,FAQ0018,INT001,French,French,Où se trouve l'hôtel Nile Pearl Hotel?,Quelle est l'adresse de l'hôtel Nile Pearl Hotel ?,0.9679133892059326,False,False
FAQ0202,FAQ0473,INT007,Arabic,Arabic,هل يمكنني طلب تسجيل خروج متأخر في Nile Pearl Hotel، وما الشروط المطلوبة؟,هل يمكنني طلب تسجيل المغادرة المتأخر في Nile Pearl Hotel؟,0.9678339958190918,False,True
FAQ0114,FAQ0115,INT004,French,French,À quelle heure puis-je effectuer mon entrée au Nile Pearl Hotel?,Quelle est l'heure de réservation d'entrée pour le Nile Pearl Hotel?,0.9678152799606323,False,False
FAQ0262,FAQ0325,INT002,English,Arabic,What hotel category is Nile Pearl Hotel?,ما فئة Nile Pearl Hotel ضمن تصنيفات الفنادق؟,0.967652440071106,False,False
FAQ0012,FAQ0030,INT001,Arabic,Russian,أين يقع Nile Pearl Hotel في مصر؟,В каком районе Каира расположен Nile Pearl Hotel?,0.9675999879837036,False,False
FAQ0001,FAQ0022,INT001,English,French,Where is Nile Pearl Hotel located?,Où est situé exactement l'hôtel Nile Pearl Hotel?,0.9674365520477295,False,False
FAQ0043,FAQ0424,INT002,Arabic,Russian,كيف يتم تصنيف Nile Pearl Hotel ضمن فئات الفنادق؟,Какова гостиничная классификация Nile Pearl Hotel?,0.9674309492111206,False,False
FAQ0058,FAQ0325,INT002,Russian,Arabic,Какая категория отеля является для Nile Pearl Hotel?,ما فئة Nile Pearl Hotel ضمن تصنيفات الفنادق؟,0.9674303531646729,False,False
FAQ0308,FAQ0372,INT005,Russian,Russian,В какое время нужно освободить номер в день выезда?,К какому времени номер должен быть освобождён в день выезда?,0.9672793745994568,False,False
FAQ0061,FAQ0263,INT002,Russian,French,К какому уровню или категории относится Nile Pearl Hotel?,À quelle catégorie hôtelière appartient le Nile Pearl Hotel ?,0.9672296047210693,False,False
FAQ0058,FAQ0455,INT002,Russian,French,Какая категория отеля является для Nile Pearl Hotel?,Quelle est la catégorie du Nile Pearl Hotel ?,0.9672281742095947,False,True
FAQ0041,FAQ0456,INT002,Arabic,Russian,كم نجمة مُصنَّف بها Nile Pearl Hotel؟,Сколько звёзд у Nile Pearl Hotel?,0.9671406745910645,False,True
FAQ0001,FAQ0027,INT001,English,Russian,Where is Nile Pearl Hotel located?,Где расположен отель Nile Pearl Hotel?,0.967122495174408,False,False
FAQ0035,FAQ0263,INT002,English,French,What category of hotel is Nile Pearl Hotel classified as?,À quelle catégorie hôtelière appartient le Nile Pearl Hotel ?,0.9670755863189697,False,False
FAQ0108,FAQ0110,INT004,Arabic,Arabic,متى يبدأ موعد تسجيل الوصول المعتاد للضيوف في فندق Nile Pearl Hotel؟,ما الموعد الرسمي لبدء إجراءات تسجيل الوصول في فندق Nile Pearl Hotel؟,0.966889500617981,False,False
FAQ0057,FAQ0456,INT002,Russian,Russian,Сколько звезд у отеля Nile Pearl Hotel?,Сколько звёзд у Nile Pearl Hotel?,0.9666820764541626,False,True
FAQ0051,FAQ0327,INT002,French,French,Quel niveau de classement hôtelier est attribué au Nile Pearl Hotel ?,Comment le Nile Pearl Hotel est-il classé selon son niveau hôtelier ?,0.9666174650192261,False,False
FAQ0122,FAQ0336,INT004,Russian,Russian,В какое время гости могут зарегистрироваться и заселиться в Nile Pearl Hotel?,С какого часа гостям разрешается заселение в Nile Pearl Hotel?,0.9665311574935913,False,False
FAQ0100,FAQ0116,INT004,English,French,What time is check-in usually available at Nile Pearl Hotel?,Quelle heure est le check-in standard à l'hôtel Nile Pearl Hotel?,0.9665237069129944,False,False
FAQ0044,FAQ0453,INT002,Arabic,Arabic,كم عدد النجوم التي يُصنَّف بها فندق Nile Pearl Hotel؟,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,0.9664174318313599,False,True
FAQ0085,FAQ0086,INT003,French,French,"Si vous avez besoin d'aide urgente à l'hôtel Nile Pearl Hotel en pleine nuit, quelles sont les heures d'ouverture du service d'accueil?","Si vous avez besoin d'assistance tout au long de la journée ou de la nuit à l'hôtel Nile Pearl Hotel, quelles sont les heures d'ouverture du service d'accueil?",0.9663541316986084,False,False
FAQ0148,FAQ0467,INT005,French,French,À quelle heure dois-je libérer ma chambre au Nile Pearl Hotel le jour du départ ?,"Si je termine mon séjour au Nile Pearl Hotel, à quelle heure dois-je libérer ma chambre ?",0.9663088321685791,False,True
FAQ0148,FAQ0149,INT005,French,French,À quelle heure dois-je libérer ma chambre au Nile Pearl Hotel le jour du départ ?,Jusqu'à quelle heure dois-je quitter ma chambre au Nile Pearl Hotel?,0.9661991596221924,False,False
FAQ0213,FAQ0224,INT007,French,Russian,"Est-ce que je peux avoir un décalage pour le départ tardif au Nile Pearl Hotel, et s'il y a des frais supplémentaires?","Могу ли я получить поздний выезд из Nile Pearl Hotel, и если это возможно, под какие условия и будут ли какие-либо дополнительные расходы?",0.9661113619804382,False,False
FAQ0010,FAQ0029,INT001,Arabic,Russian,أين يقع فندق Nile Pearl Hotel بالنسبة للمنطقة المحيطة؟,В какой части города расположен Nile Pearl Hotel?,0.9659209251403809,False,False
FAQ0002,FAQ0385,INT001,English,Arabic,Could you tell me which city and area Nile Pearl Hotel is in?,في أي مدينة يوجد Nile Pearl Hotel؟,0.9658646583557129,False,False
FAQ0236,FAQ0244,INT008,Arabic,French,عند وصولي إلى Nile Pearl Hotel، هل يجب أن أقدم وثيقة هوية سارية قبل تسجيل الدخول?,"À mon arrivée au Nile Pearl Hotel, dois-je fournir un document d'identité valide avant de m'enregistrer?",0.965850293636322,False,False
FAQ0035,FAQ0325,INT002,English,Arabic,What category of hotel is Nile Pearl Hotel classified as?,ما فئة Nile Pearl Hotel ضمن تصنيفات الفنادق؟,0.9658117294311523,False,False
FAQ0213,FAQ0223,INT007,French,Russian,"Est-ce que je peux avoir un décalage pour le départ tardif au Nile Pearl Hotel, et s'il y a des frais supplémentaires?","Могу ли я получить поздний выезд из Nile Pearl Hotel, и если да, как это сделать и будут ли дополнительные расходы?",0.9656537771224976,False,False
FAQ0004,FAQ0006,INT001,English,English,In which city can I find the Nile Pearl Hotel?,In which major city can Nile Pearl Hotel be found?,0.9656170606613159,False,False
FAQ0257,FAQ0387,INT001,Arabic,French,إذا أردت معرفة موقع الفندق بالنسبة لمناطق القاهرة، فأين يوجد Nile Pearl Hotel؟,Pouvez-vous me préciser où se situe le Nile Pearl Hotel au Caire ?,0.9655960202217102,False,False
FAQ0001,FAQ0003,INT001,English,English,Where is Nile Pearl Hotel located?,In which city is Nile Pearl Hotel located?,0.9654629230499268,False,False
FAQ0058,FAQ0423,INT002,Russian,French,Какая категория отеля является для Nile Pearl Hotel?,Quelle est la classification hôtelière du Nile Pearl Hotel ?,0.9653372764587402,False,False
FAQ0258,FAQ0260,INT001,English,Russian,Which part of the city is Nile Pearl Hotel located in?,В каком районе города находится отель Nile Pearl Hotel?,0.9652730226516724,False,False
FAQ0020,FAQ0451,INT001,French,French,Quel est le nom de la ville où se trouve l'hôtel Nile Pearl Hotel ?,Dans quelle ville se trouve le Nile Pearl Hotel ?,0.9652493000030518,False,True
FAQ0013,FAQ0292,INT001,Arabic,Russian,في أي جزء من القاهرة يقع فندق Nile Pearl Hotel؟,"Если я ищу отель в Каире, где именно находится Nile Pearl Hotel?",0.9651790857315063,False,False
FAQ0108,FAQ0461,INT004,Arabic,Arabic,متى يبدأ موعد تسجيل الوصول المعتاد للضيوف في فندق Nile Pearl Hotel؟,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,0.9647240042686462,False,True
FAQ0044,FAQ0052,INT002,Arabic,French,كم عدد النجوم التي يُصنَّف بها فندق Nile Pearl Hotel؟,Quel est le classement du Nile Pearl Hotel en nombre d'étoiles?,0.9646539092063904,False,False
FAQ0098,FAQ0100,INT004,English,English,What time does check-in normally begin at Nile Pearl Hotel?,What time is check-in usually available at Nile Pearl Hotel?,0.964625358581543,False,False
FAQ0202,FAQ0203,INT007,Arabic,Arabic,هل يمكنني طلب تسجيل خروج متأخر في Nile Pearl Hotel، وما الشروط المطلوبة؟,ما المتطلبات اللازمة لطلب تسجيل خروج متأخر في Nile Pearl Hotel؟,0.9646105766296387,False,False
FAQ0387,FAQ0417,INT001,French,Arabic,Pouvez-vous me préciser où se situe le Nile Pearl Hotel au Caire ?,كيف يمكنني معرفة موقع Nile Pearl Hotel داخل القاهرة؟,0.9645873308181763,False,False
FAQ0002,FAQ0021,INT001,English,French,Could you tell me which city and area Nile Pearl Hotel is in?,Dans quelle ville et dans quel secteur se situe le Nile Pearl Hotel ?,0.9645360112190247,False,False
FAQ0035,FAQ0058,INT002,English,Russian,What category of hotel is Nile Pearl Hotel classified as?,Какая категория отеля является для Nile Pearl Hotel?,0.9645328521728516,False,False
FAQ0234,FAQ0250,INT008,Arabic,Russian,ما هي وثائق إثبات الهوية المطلوبة عند تسجيل الوصول في Nile Pearl Hotel?,"Какие документы, удостоверяющие личность, необходимы при регистрации заезда в Nile Pearl Hotel?",0.9645295739173889,False,False
FAQ0009,FAQ0018,INT001,Arabic,French,ما هو موقع فندق Nile Pearl Hotel بالتحديد؟,Quelle est l'adresse de l'hôtel Nile Pearl Hotel ?,0.9644879698753357,False,False
FAQ0325,FAQ0423,INT002,Arabic,French,ما فئة Nile Pearl Hotel ضمن تصنيفات الفنادق؟,Quelle est la classification hôtelière du Nile Pearl Hotel ?,0.9644540548324585,False,False
FAQ0109,FAQ0111,INT004,Arabic,Arabic,متى يمكنني تسجيل الوصول في فندق Nile Pearl Hotel؟,هل يمكنني معرفة وقت تسجيل الوصول المعتاد في Nile Pearl Hotel؟,0.9644180536270142,False,False
FAQ0004,FAQ0450,INT001,English,English,In which city can I find the Nile Pearl Hotel?,Which city is home to the Nile Pearl Hotel?,0.9643617868423462,False,True
FAQ0001,FAQ0451,INT001,English,French,Where is Nile Pearl Hotel located?,Dans quelle ville se trouve le Nile Pearl Hotel ?,0.9643347859382629,False,True
FAQ0001,FAQ0019,INT001,English,French,Where is Nile Pearl Hotel located?,Dans quelle zone se trouve l'hôtel Nile Pearl Hotel ?,0.9642324447631836,False,False
FAQ0249,FAQ0480,INT008,Russian,Russian,Нужно ли предъявлять удостоверение личности для оформления регистрации в Nile Pearl Hotel?,Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,0.9640954732894897,False,True
FAQ0322,FAQ0323,INT001,English,French,What nearby area or landmark can I use to identify the location of Nile Pearl Hotel?,Quel quartier ou point de repère proche puis-je utiliser pour localiser le Nile Pearl Hotel ?,0.9640741348266602,False,False
FAQ0242,FAQ0250,INT008,French,Russian,Quels documents d'identité sont requis lors de l'enregistrement au Nile Pearl Hotel?,"Какие документы, удостоверяющие личность, необходимы при регистрации заезда в Nile Pearl Hotel?",0.9640288352966309,False,False
FAQ0388,FAQ0417,INT001,Russian,Arabic,Где в Каире расположен Nile Pearl Hotel?,كيف يمكنني معرفة موقع Nile Pearl Hotel داخل القاهرة؟,0.9640012979507446,False,False
FAQ0209,FAQ0475,INT007,French,French,"Est-il possible d'obtenir un départ tardif au Nile Pearl Hotel, et quelles sont les exigences?",Le départ tardif est-il possible au Nile Pearl Hotel ?,0.9639451503753662,False,True
FAQ0044,FAQ0057,INT002,Arabic,Russian,كم عدد النجوم التي يُصنَّف بها فندق Nile Pearl Hotel؟,Сколько звезд у отеля Nile Pearl Hotel?,0.9639431238174438,False,False
FAQ0291,FAQ0387,INT001,French,French,"Si je cherche l'hôtel au Caire, où se trouve exactement le Nile Pearl Hotel ?",Pouvez-vous me préciser où se situe le Nile Pearl Hotel au Caire ?,0.9639092683792114,False,False
FAQ0019,FAQ0385,INT001,French,Arabic,Dans quelle zone se trouve l'hôtel Nile Pearl Hotel ?,في أي مدينة يوجد Nile Pearl Hotel؟,0.9638333320617676,False,False
FAQ0292,FAQ0388,INT001,Russian,Russian,"Если я ищу отель в Каире, где именно находится Nile Pearl Hotel?",Где в Каире расположен Nile Pearl Hotel?,0.9637120962142944,False,False
FAQ0035,FAQ0424,INT002,English,Russian,What category of hotel is Nile Pearl Hotel classified as?,Какова гостиничная классификация Nile Pearl Hotel?,0.9636725187301636,False,False
FAQ0022,FAQ0025,INT001,French,Russian,Où est situé exactement l'hôtel Nile Pearl Hotel?,По какому адресу находится отель Nile Pearl Hotel?,0.9635430574417114,False,False
FAQ0423,FAQ0455,INT002,French,French,Quelle est la classification hôtelière du Nile Pearl Hotel ?,Quelle est la catégorie du Nile Pearl Hotel ?,0.9635251760482788,False,True
FAQ0001,FAQ0029,INT001,English,Russian,Where is Nile Pearl Hotel located?,В какой части города расположен Nile Pearl Hotel?,0.9635228514671326,False,False
FAQ0023,FAQ0292,INT001,French,Russian,Je prépare ma voyage à Cairo et j'hésite entre plusieurs hôtels. J'aimerais savoir où se trouve l'hôtel Nile Pearl Hotel?,"Если я ищу отель в Каире, где именно находится Nile Pearl Hotel?",0.96352219581604,False,False
FAQ0111,FAQ0461,INT004,Arabic,Arabic,هل يمكنني معرفة وقت تسجيل الوصول المعتاد في Nile Pearl Hotel؟,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,0.9635148048400879,False,True
FAQ0013,FAQ0257,INT001,Arabic,Arabic,في أي جزء من القاهرة يقع فندق Nile Pearl Hotel؟,إذا أردت معرفة موقع الفندق بالنسبة لمناطق القاهرة، فأين يوجد Nile Pearl Hotel؟,0.9634754657745361,False,False
FAQ0334,FAQ0462,INT004,English,English,What time are guests first permitted to check in at Nile Pearl Hotel?,From what time can guests normally check in at Nile Pearl Hotel?,0.9634712934494019,False,True
FAQ0010,FAQ0385,INT001,Arabic,Arabic,أين يقع فندق Nile Pearl Hotel بالنسبة للمنطقة المحيطة؟,في أي مدينة يوجد Nile Pearl Hotel؟,0.9633123874664307,False,False
FAQ0043,FAQ0423,INT002,Arabic,French,كيف يتم تصنيف Nile Pearl Hotel ضمن فئات الفنادق؟,Quelle est la classification hôtelière du Nile Pearl Hotel ?,0.9632919430732727,False,False
FAQ0121,FAQ0125,INT004,Russian,Russian,Когда можно заселиться в Nile Pearl Hotel?,Когда стандартно можно заселиться в отель Nile Pearl Hotel?,0.9632488489151001,False,False
FAQ0205,FAQ0208,INT007,Arabic,Arabic,هل يمكنني الحصول على تسجيل خروج متأخر في Nile Pearl Hotel، وهل توجد رسوم إضافية؟,إذا كانت رحلتي في وقت متأخر من اليوم، هل يمكنني الحصول على تسجيل خروج متأخر من Nile Pearl Hotel، وهل توجد رسوم إضافية؟,0.9630985260009766,False,False
FAQ0054,FAQ0421,INT002,French,Arabic,Dans quelle catégorie d'hôtel se situe exactement Nile Pearl Hotel?,إلى أي فئة من فئات الفنادق يُنسب Nile Pearl Hotel؟,0.9630358815193176,False,False
FAQ0002,FAQ0029,INT001,English,Russian,Could you tell me which city and area Nile Pearl Hotel is in?,В какой части города расположен Nile Pearl Hotel?,0.9627721309661865,False,False
FAQ0027,FAQ0260,INT001,Russian,Russian,Где расположен отель Nile Pearl Hotel?,В каком районе города находится отель Nile Pearl Hotel?,0.9626608490943909,False,False
FAQ0049,FAQ0453,INT002,French,Arabic,Quel est le nombre d'étoiles attribué au Nile Pearl Hotel?,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,0.9626387357711792,False,True
FAQ0209,FAQ0218,INT007,French,Russian,"Est-il possible d'obtenir un départ tardif au Nile Pearl Hotel, et quelles sont les exigences?","Могу ли я получить поздний выезд из Nile Pearl Hotel, и под какие условия это возможно?",0.96256023645401,False,False
FAQ0424,FAQ0455,INT002,Russian,French,Какова гостиничная классификация Nile Pearl Hotel?,Quelle est la catégorie du Nile Pearl Hotel ?,0.9625545740127563,False,True
FAQ0043,FAQ0422,INT002,Arabic,English,كيف يتم تصنيف Nile Pearl Hotel ضمن فئات الفنادق؟,How is Nile Pearl Hotel categorized within hotel classifications?,0.962517499923706,False,False
FAQ0189,FAQ0469,INT006,Russian,Arabic,Могу ли я приехать в Nile Pearl Hotel раньше обычного времени и запросить раннюю регистрацию заезда?,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,0.962501049041748,False,True
FAQ0066,FAQ0067,INT003,English,English,What are the hours of operation for the reception desk at Nile Pearl Hotel?,What are the availability hours for the reception desk at Nile Pearl Hotel?,0.9623208045959473,False,False
FAQ0005,FAQ0017,INT001,English,French,Where can I find the Nile Pearl Hotel?,Où se trouve l'hôtel Nile Pearl Hotel?,0.9622607231140137,False,False
FAQ0453,FAQ0456,INT002,Arabic,Russian,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,Сколько звёзд у Nile Pearl Hotel?,0.9622554779052734,True,True
FAQ0028,FAQ0451,INT001,Russian,French,"Как называется город, в котором расположен отель Nile Pearl Hotel?",Dans quelle ville se trouve le Nile Pearl Hotel ?,0.9622409343719482,False,True
FAQ0013,FAQ0291,INT001,Arabic,French,في أي جزء من القاهرة يقع فندق Nile Pearl Hotel؟,"Si je cherche l'hôtel au Caire, où se trouve exactement le Nile Pearl Hotel ?",0.9622306823730469,False,False
FAQ0004,FAQ0259,INT001,English,French,In which city can I find the Nile Pearl Hotel?,Dans quel quartier de la ville se trouve le Nile Pearl Hotel ?,0.9622145295143127,False,False
FAQ0328,FAQ0424,INT002,Russian,Russian,Как классифицируется Nile Pearl Hotel по уровню гостиничного сервиса?,Какова гостиничная классификация Nile Pearl Hotel?,0.9621567130088806,False,False
FAQ0035,FAQ0326,INT002,English,English,What category of hotel is Nile Pearl Hotel classified as?,What hotel classification does Nile Pearl Hotel have?,0.9621498584747314,False,False
FAQ0002,FAQ0451,INT001,English,French,Could you tell me which city and area Nile Pearl Hotel is in?,Dans quelle ville se trouve le Nile Pearl Hotel ?,0.9620504379272461,False,True
FAQ0008,FAQ0354,INT001,English,English,"For a trip to Egypt, which part of Cairo should I look for Nile Pearl Hotel in?","If I arrive in Cairo and want to head directly to Nile Pearl Hotel, which area should I look for?",0.9620201587677002,False,False
FAQ0013,FAQ0290,INT001,Arabic,English,في أي جزء من القاهرة يقع فندق Nile Pearl Hotel؟,"If I am looking for the hotel in Cairo, where exactly is Nile Pearl Hotel located?",0.9619882106781006,False,False
FAQ0019,FAQ0451,INT001,French,French,Dans quelle zone se trouve l'hôtel Nile Pearl Hotel ?,Dans quelle ville se trouve le Nile Pearl Hotel ?,0.9619256854057312,False,True
FAQ0326,FAQ0422,INT002,English,English,What hotel classification does Nile Pearl Hotel have?,How is Nile Pearl Hotel categorized within hotel classifications?,0.9619097113609314,False,False
FAQ0042,FAQ0052,INT002,Arabic,French,ما هو عدد النجوم التي يتم تقييم فندق Nile Pearl Hotel بها؟,Quel est le classement du Nile Pearl Hotel en nombre d'étoiles?,0.9618508815765381,False,False
FAQ0292,FAQ0387,INT001,Russian,French,"Если я ищу отель в Каире, где именно находится Nile Pearl Hotel?",Pouvez-vous me préciser où se situe le Nile Pearl Hotel au Caire ?,0.9618468284606934,False,False
FAQ0010,FAQ0025,INT001,Arabic,Russian,أين يقع فندق Nile Pearl Hotel بالنسبة للمنطقة المحيطة؟,По какому адресу находится отель Nile Pearl Hotel?,0.9617687463760376,False,False
FAQ0012,FAQ0387,INT001,Arabic,French,أين يقع Nile Pearl Hotel في مصر؟,Pouvez-vous me préciser où se situe le Nile Pearl Hotel au Caire ?,0.9617043137550354,False,False
FAQ0388,FAQ0420,INT001,Russian,Russian,Где в Каире расположен Nile Pearl Hotel?,Как определить местоположение Nile Pearl Hotel в Каире?,0.9616876840591431,False,False
FAQ0020,FAQ0260,INT001,French,Russian,Quel est le nom de la ville où se trouve l'hôtel Nile Pearl Hotel ?,В каком районе города находится отель Nile Pearl Hotel?,0.9616700410842896,False,False
FAQ0239,FAQ0240,INT008,Arabic,Arabic,أنا على وشك الوصول إلى Nile Pearl Hotel للإقامة، فهل يجب أن أحضر معي وثيقة إثبات هوية سارية عند تسجيل الوصول?,أستعد للإقامة في Nile Pearl Hotel وأريد معرفة ما إذا كان يجب أن تكون وثيقة إثبات الهوية معي عند تسجيل الوصول?,0.9613963961601257,False,False
FAQ0015,FAQ0016,INT001,Arabic,Arabic,أنا مهتم بزيارة مصر وحجز غرفة في Nile Pearl Hotel، فهل يمكنك معرفة موقعه في القاهرة؟,أنا أخطط لزيارة مصر وقمت بالبحث عن فندق Nile Pearl Hotel، هل يمكنني أن أعرف موقع هذا الفندق في القاهرة؟,0.9613357782363892,False,False
FAQ0061,FAQ0262,INT002,Russian,English,К какому уровню или категории относится Nile Pearl Hotel?,What hotel category is Nile Pearl Hotel?,0.9611499309539795,False,False
FAQ0111,FAQ0112,INT004,Arabic,Arabic,هل يمكنني معرفة وقت تسجيل الوصول المعتاد في Nile Pearl Hotel؟,مرحباً، أنا مقيم في Nile Pearl Hotel وأتمنى معرفة موعد تسجيل الوصول المعتاد؟,0.9611231088638306,False,False
FAQ0002,FAQ0259,INT001,English,French,Could you tell me which city and area Nile Pearl Hotel is in?,Dans quel quartier de la ville se trouve le Nile Pearl Hotel ?,0.9609705209732056,False,False
FAQ0018,FAQ0027,INT001,French,Russian,Quelle est l'adresse de l'hôtel Nile Pearl Hotel ?,Где расположен отель Nile Pearl Hotel?,0.9609092473983765,False,False
FAQ0257,FAQ0388,INT001,Arabic,Russian,إذا أردت معرفة موقع الفندق بالنسبة لمناطق القاهرة، فأين يوجد Nile Pearl Hotel؟,Где в Каире расположен Nile Pearl Hotel?,0.9607949256896973,False,False
FAQ0035,FAQ0423,INT002,English,French,What category of hotel is Nile Pearl Hotel classified as?,Quelle est la classification hôtelière du Nile Pearl Hotel ?,0.9607385396957397,False,False
FAQ0293,FAQ0296,INT002,Arabic,Russian,أخطط للإقامة في Nile Pearl Hotel، فما تصنيف الفندق الذي يمكنني توقعه؟,Я планирую остановиться в Nile Pearl Hotel; к какой категории относится этот отель?,0.9606605172157288,False,False
FAQ0251,FAQ0253,INT008,Russian,Russian,"Нужно ли предъявлять действительный документ, удостоверяющий личность, при регистрации в Nile Pearl Hotel?","Требуется ли гостям предъявлять документ, удостоверяющий личность, при регистрации заезда в Nile Pearl Hotel?",0.9606300592422485,False,False
FAQ0047,FAQ0055,INT002,Arabic,French,إذا كنت أختار Nile Pearl Hotel للإقامة في القاهرة، فما هو تصنيف الفندق من حيث عدد النجوم؟,"Si je choisis le Nile Pearl Hotel pour mon séjour au Caire, combien d'étoiles compte cet hôtel?",0.9605912566184998,False,False
FAQ0049,FAQ0050,INT002,French,French,Quel est le nombre d'étoiles attribué au Nile Pearl Hotel?,Combien d'étoiles a l'hôtel Nile Pearl Hotel?,0.9605810046195984,False,False
FAQ0263,FAQ0325,INT002,French,Arabic,À quelle catégorie hôtelière appartient le Nile Pearl Hotel ?,ما فئة Nile Pearl Hotel ضمن تصنيفات الفنادق؟,0.9605786800384521,False,False
FAQ0043,FAQ0263,INT002,Arabic,French,كيف يتم تصنيف Nile Pearl Hotel ضمن فئات الفنادق؟,À quelle catégorie hôtelière appartient le Nile Pearl Hotel ?,0.9604220390319824,False,False
FAQ0028,FAQ0385,INT001,Russian,Arabic,"Как называется город, в котором расположен отель Nile Pearl Hotel?",في أي مدينة يوجد Nile Pearl Hotel؟,0.9603601694107056,False,False
FAQ0291,FAQ0388,INT001,French,Russian,"Si je cherche l'hôtel au Caire, où se trouve exactement le Nile Pearl Hotel ?",Где в Каире расположен Nile Pearl Hotel?,0.9603221416473389,False,False
FAQ0017,FAQ0451,INT001,French,French,Où se trouve l'hôtel Nile Pearl Hotel?,Dans quelle ville se trouve le Nile Pearl Hotel ?,0.9602957367897034,False,True
FAQ0056,FAQ0064,INT002,French,Russian,"Pour choisir mon hôtel lors de mon voyage en Égypte, j'envisage le Nile Pearl Hotel. Combien d'étoiles lui sont attribuées?","Планируя поездку в Египет и выбирая отель, я рассматриваю Nile Pearl Hotel. Сколько звезд у этого отеля?",0.9602885842323303,False,False
