new_faq_id,new_intent,new_language,new_question,existing_faq_id,existing_intent,existing_language,existing_question,similarity,same_intent,same_language
FAQ0468,INT005,Russian,К какому времени нужно освободить номер в Nile Pearl Hotel?,FAQ0111,INT004,Arabic,هل يمكنني معرفة وقت تسجيل الوصول المعتاد في Nile Pearl Hotel؟,0.9328951835632324,False,False
FAQ0111,INT004,Arabic,هل يمكنني معرفة وقت تسجيل الوصول المعتاد في Nile Pearl Hotel؟,FAQ0468,INT005,Russian,К какому времени нужно освободить номер в Nile Pearl Hotel?,0.9328951835632324,False,False
FAQ0469,INT006,Arabic,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,FAQ0174,INT006,Arabic,هل يمكنني الاستفسار عن إمكانية تسجيل الوصول المبكر في Nile Pearl Hotel؟,0.9325209856033325,True,True
FAQ0449,INT001,Arabic,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,FAQ0257,INT001,Arabic,إذا أردت معرفة موقع الفندق بالنسبة لمناطق القاهرة، فأين يوجد Nile Pearl Hotel؟,0.9324577450752258,True,True
FAQ0449,INT001,Arabic,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,FAQ0290,INT001,English,"If I am looking for the hotel in Cairo, where exactly is Nile Pearl Hotel located?",0.9324114322662354,True,False
FAQ0468,INT005,Russian,К какому времени нужно освободить номер в Nile Pearl Hotel?,FAQ0339,INT005,French,Quelle est l'heure habituelle limite pour libérer la chambre au Nile Pearl Hotel ?,0.9317718148231506,True,False
FAQ0473,INT007,Arabic,هل يمكنني طلب تسجيل المغادرة المتأخر في Nile Pearl Hotel؟,FAQ0205,INT007,Arabic,هل يمكنني الحصول على تسجيل خروج متأخر في Nile Pearl Hotel، وهل توجد رسوم إضافية؟,0.9317183494567871,True,True
FAQ0449,INT001,Arabic,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,FAQ0032,INT001,Russian,"Вы планируете поездку в Египет и интересуетесь, в каком городе находится Nile Pearl Hotel?",0.9313755631446838,True,False
FAQ0115,INT004,French,Quelle est l'heure de réservation d'entrée pour le Nile Pearl Hotel?,FAQ0468,INT005,Russian,К какому времени нужно освободить номер в Nile Pearl Hotel?,0.9311434030532837,False,False
FAQ0468,INT005,Russian,К какому времени нужно освободить номер в Nile Pearl Hotel?,FAQ0115,INT004,French,Quelle est l'heure de réservation d'entrée pour le Nile Pearl Hotel?,0.9311434030532837,False,False
FAQ0453,INT002,Arabic,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,FAQ0261,INT002,Arabic,كم عدد النجوم التي حصل عليها Nile Pearl Hotel؟,0.9310880899429321,True,True
FAQ0461,INT004,Arabic,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,FAQ0115,INT004,French,Quelle est l'heure de réservation d'entrée pour le Nile Pearl Hotel?,0.9307248592376709,True,False
FAQ0449,INT001,Arabic,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,FAQ0354,INT001,English,"If I arrive in Cairo and want to head directly to Nile Pearl Hotel, which area should I look for?",0.9306777715682983,True,False
FAQ0461,INT004,Arabic,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,FAQ0122,INT004,Russian,В какое время гости могут зарегистрироваться и заселиться в Nile Pearl Hotel?,0.9303992986679077,True,False
FAQ0019,INT001,French,Dans quelle zone se trouve l'hôtel Nile Pearl Hotel ?,FAQ0455,INT002,French,Quelle est la catégorie du Nile Pearl Hotel ?,0.929623007774353,False,True
FAQ0461,INT004,Arabic,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,FAQ0112,INT004,Arabic,مرحباً، أنا مقيم في Nile Pearl Hotel وأتمنى معرفة موعد تسجيل الوصول المعتاد؟,0.9296091794967651,True,True
FAQ0468,INT005,Russian,К какому времени нужно освободить номер в Nile Pearl Hotel?,FAQ0148,INT005,French,À quelle heure dois-je libérer ma chambre au Nile Pearl Hotel le jour du départ ?,0.9294997453689575,True,False
FAQ0475,INT007,French,Le départ tardif est-il possible au Nile Pearl Hotel ?,FAQ0217,INT007,Russian,"Могу ли я получить поздний выезд из Nile Pearl Hotel, и если да, что мне нужно знать?",0.9294479489326477,True,False
FAQ0469,INT006,Arabic,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,FAQ0183,INT006,French,"Si je dois arriver tôt à l'aube sans avoir réservé à l'avance, puis-je demander un enregistrement anticipé au Nile Pearl Hotel?",0.9291459321975708,True,False
FAQ0452,INT001,Russian,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?",FAQ0259,INT001,French,Dans quel quartier de la ville se trouve le Nile Pearl Hotel ?,0.9287188649177551,True,False
FAQ0464,INT004,Russian,Во сколько начинается стандартное заселение в Nile Pearl Hotel?,FAQ0115,INT004,French,Quelle est l'heure de réservation d'entrée pour le Nile Pearl Hotel?,0.9284510612487793,True,False
FAQ0452,INT001,Russian,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?",FAQ0002,INT001,English,Could you tell me which city and area Nile Pearl Hotel is in?,0.928330659866333,True,False
FAQ0464,INT004,Russian,Во сколько начинается стандартное заселение в Nile Pearl Hotel?,FAQ0468,INT005,Russian,К какому времени нужно освободить номер в Nile Pearl Hotel?,0.9280424118041992,False,True
FAQ0466,INT005,English,What is the standard check-out time at Nile Pearl Hotel?,FAQ0104,INT004,English,"As a guest arriving at Nile Pearl Hotel, what time can I normally check in?",0.9279590845108032,False,True
FAQ0104,INT004,English,"As a guest arriving at Nile Pearl Hotel, what time can I normally check in?",FAQ0466,INT005,English,What is the standard check-out time at Nile Pearl Hotel?,0.9279590845108032,False,True
FAQ0469,INT006,Arabic,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,FAQ0188,INT006,Russian,Могу ли я заранее приехать в Nile Pearl Hotel и забронировать номер до времени обычного заезда?,0.9277408123016357,True,False
FAQ0452,INT001,Russian,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?",FAQ0296,INT002,Russian,Я планирую остановиться в Nile Pearl Hotel; к какой категории относится этот отель?,0.927548348903656,False,True
FAQ0296,INT002,Russian,Я планирую остановиться в Nile Pearl Hotel; к какой категории относится этот отель?,FAQ0452,INT001,Russian,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?",0.927548348903656,False,True
FAQ0333,INT004,Arabic,في أي ساعة يمكن للنزلاء بدء إجراءات الوصول إلى Nile Pearl Hotel؟,FAQ0468,INT005,Russian,К какому времени нужно освободить номер в Nile Pearl Hotel?,0.9273589849472046,False,False
FAQ0462,INT004,English,From what time can guests normally check in at Nile Pearl Hotel?,FAQ0098,INT004,English,What time does check-in normally begin at Nile Pearl Hotel?,0.9268752932548523,True,True
FAQ0464,INT004,Russian,Во сколько начинается стандартное заселение в Nile Pearl Hotel?,FAQ0340,INT005,Russian,До какого времени обычно нужно освободить номер в Nile Pearl Hotel?,0.9267932176589966,False,True
FAQ0340,INT005,Russian,До какого времени обычно нужно освободить номер в Nile Pearl Hotel?,FAQ0464,INT004,Russian,Во сколько начинается стандартное заселение в Nile Pearl Hotel?,0.9267932176589966,False,True
FAQ0453,INT002,Arabic,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,FAQ0053,INT002,French,Quelle est la categorisation étoile du Nile Pearl Hotel?,0.9267575740814209,True,False
FAQ0452,INT001,Russian,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?",FAQ0019,INT001,French,Dans quelle zone se trouve l'hôtel Nile Pearl Hotel ?,0.9264792203903198,True,False
FAQ0452,INT001,Russian,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?",FAQ0004,INT001,English,In which city can I find the Nile Pearl Hotel?,0.9261372685432434,True,False
FAQ0385,INT001,Arabic,في أي مدينة يوجد Nile Pearl Hotel؟,FAQ0455,INT002,French,Quelle est la catégorie du Nile Pearl Hotel ?,0.9258644580841064,False,False
FAQ0479,INT008,French,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,FAQ0245,INT008,French,Une pièce d'identité est-elle nécessaire pour les clients lors de l'enregistrement au Nile Pearl Hotel?,0.9257897138595581,True,True
FAQ0109,INT004,Arabic,متى يمكنني تسجيل الوصول في فندق Nile Pearl Hotel؟,FAQ0468,INT005,Russian,К какому времени нужно освободить номер в Nile Pearl Hotel?,0.9253969192504883,False,False
FAQ0478,INT008,English,What identification is required to complete check-in at Nile Pearl Hotel?,FAQ0229,INT008,English,Is identification necessary for guests when checking in at Nile Pearl Hotel?,0.9251098036766052,True,True
FAQ0479,INT008,French,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,FAQ0249,INT008,Russian,Нужно ли предъявлять удостоверение личности для оформления регистрации в Nile Pearl Hotel?,0.9250862002372742,True,False
FAQ0469,INT006,Arabic,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,FAQ0192,INT006,Russian,"Если мой приезд в Nile Pearl Hotel запланирован на несколько часов раньше обычного времени заезда, можно ли оформить раннюю регистрацию?",0.9247250556945801,True,False
FAQ0464,INT004,Russian,Во сколько начинается стандартное заселение в Nile Pearl Hotel?,FAQ0108,INT004,Arabic,متى يبدأ موعد تسجيل الوصول المعتاد للضيوف في فندق Nile Pearl Hotel؟,0.9246176481246948,True,False
FAQ0452,INT001,Russian,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?",FAQ0003,INT001,English,In which city is Nile Pearl Hotel located?,0.9244911670684814,True,False
FAQ0461,INT004,Arabic,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,FAQ0468,INT005,Russian,К какому времени нужно освободить номер в Nile Pearl Hotel?,0.9240033626556396,False,False
FAQ0021,INT001,French,Dans quelle ville et dans quel secteur se situe le Nile Pearl Hotel ?,FAQ0455,INT002,French,Quelle est la catégorie du Nile Pearl Hotel ?,0.9238438010215759,False,True
FAQ0479,INT008,French,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,FAQ0244,INT008,French,"À mon arrivée au Nile Pearl Hotel, dois-je fournir un document d'identité valide avant de m'enregistrer?",0.9235080480575562,True,True
FAQ0466,INT005,English,What is the standard check-out time at Nile Pearl Hotel?,FAQ0133,INT005,English,What is the designated time by which I need to check out by at Nile Pearl Hotel?,0.922766923904419,True,True
FAQ0466,INT005,English,What is the standard check-out time at Nile Pearl Hotel?,FAQ0334,INT004,English,What time are guests first permitted to check in at Nile Pearl Hotel?,0.9226369261741638,False,True
FAQ0334,INT004,English,What time are guests first permitted to check in at Nile Pearl Hotel?,FAQ0466,INT005,English,What is the standard check-out time at Nile Pearl Hotel?,0.9226369261741638,False,True
FAQ0471,INT006,French,Est-il possible de demander un enregistrement anticipé au Nile Pearl Hotel ?,FAQ0174,INT006,Arabic,هل يمكنني الاستفسار عن إمكانية تسجيل الوصول المبكر في Nile Pearl Hotel؟,0.9223437905311584,True,False
FAQ0473,INT007,Arabic,هل يمكنني طلب تسجيل المغادرة المتأخر في Nile Pearl Hotel؟,FAQ0217,INT007,Russian,"Могу ли я получить поздний выезд из Nile Pearl Hotel, и если да, что мне нужно знать?",0.9221963882446289,True,False
FAQ0054,INT002,French,Dans quelle catégorie d'hôtel se situe exactement Nile Pearl Hotel?,FAQ0451,INT001,French,Dans quelle ville se trouve le Nile Pearl Hotel ?,0.9221524000167847,False,True
FAQ0475,INT007,French,Le départ tardif est-il possible au Nile Pearl Hotel ?,FAQ0224,INT007,Russian,"Могу ли я получить поздний выезд из Nile Pearl Hotel, и если это возможно, под какие условия и будут ли какие-либо дополнительные расходы?",0.9217776656150818,True,False
FAQ0464,INT004,Russian,Во сколько начинается стандартное заселение в Nile Pearl Hotel?,FAQ0333,INT004,Arabic,في أي ساعة يمكن للنزلاء بدء إجراءات الوصول إلى Nile Pearl Hotel؟,0.9211406707763672,True,False
FAQ0118,INT004,French,À quelle heure les clients peuvent-ils effectuer leur enregistrement au Nile Pearl Hotel?,FAQ0468,INT005,Russian,К какому времени нужно освободить номер в Nile Pearl Hotel?,0.9209302663803101,False,False
FAQ0464,INT004,Russian,Во сколько начинается стандартное заселение в Nile Pearl Hotel?,FAQ0111,INT004,Arabic,هل يمكنني معرفة وقت تسجيل الوصول المعتاد في Nile Pearl Hotel؟,0.9202752113342285,True,False
FAQ0480,INT008,Russian,Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,FAQ0245,INT008,French,Une pièce d'identité est-elle nécessaire pour les clients lors de l'enregistrement au Nile Pearl Hotel?,0.9197362661361694,True,False
FAQ0479,INT008,French,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,FAQ0250,INT008,Russian,"Какие документы, удостоверяющие личность, необходимы при регистрации заезда в Nile Pearl Hotel?",0.9186591506004333,True,False
FAQ0466,INT005,English,What is the standard check-out time at Nile Pearl Hotel?,FAQ0103,INT004,English,"After arriving at Nile Pearl Hotel, when is the standard time for checking in?",0.9178628325462341,False,True
FAQ0469,INT006,Arabic,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,FAQ0176,INT006,Arabic,هل يمكنني الوصول إلى Nile Pearl Hotel قبل الوقت المعتاد وتحديدًا في الساعة العاشرة صباحاً وتسجيل الوصول مبكرًا؟,0.9173843264579773,True,True
FAQ0475,INT007,French,Le départ tardif est-il possible au Nile Pearl Hotel ?,FAQ0204,INT007,Arabic,هل يمكنني الحصول على تسجيل خروج متأخر في Nile Pearl Hotel، وما العوامل التي تحدد إمكانية ذلك؟,0.9171191453933716,True,False
FAQ0465,INT005,Arabic,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,FAQ0435,INT005,French,Quelle est l'heure habituelle limite pour quitter la chambre ?,0.9169434309005737,True,False
FAQ0463,INT004,French,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",FAQ0301,INT004,Arabic,سأصل إلى الفندق في يوم تسجيل الوصول، فمتى يمكنني تسجيل الدخول بشكل عادي؟,0.916121244430542,True,False
FAQ0479,INT008,French,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,FAQ0237,INT008,Arabic,هل يحتاج الضيوف إلى تقديم وثائق إثبات الهوية عند تسجيل الوصول في Nile Pearl Hotel?,0.9159470200538635,True,False
FAQ0475,INT007,French,Le départ tardif est-il possible au Nile Pearl Hotel ?,FAQ0212,INT007,French,"Est-ce que je peux bénéficier d'un départ tardif au Nile Pearl Hotel, et quels éléments déterminent sa disponibilité?",0.9152395725250244,True,True
FAQ0454,INT002,English,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,FAQ0047,INT002,Arabic,إذا كنت أختار Nile Pearl Hotel للإقامة في القاهرة، فما هو تصنيف الفندق من حيث عدد النجوم؟,0.9138196706771851,True,False
FAQ0480,INT008,Russian,Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,FAQ0238,INT008,Arabic,هل يجب على الضيف إبراز بطاقة هوية سارية المفعول عند الوصول إلى Nile Pearl Hotel؟,0.9136740565299988,True,False
