faq_id_1,faq_id_2,intent_1,intent_2,language_1,language_2,question_1,question_2,similarity,in_batch_1,in_batch_2
FAQ0010,FAQ0296,INT001,INT002,Arabic,Russian,أين يقع فندق Nile Pearl Hotel بالنسبة للمنطقة المحيطة؟,Я планирую остановиться в Nile Pearl Hotel; к какой категории относится этот отель?,0.9141336679458618,False,False
FAQ0031,FAQ0064,INT001,INT002,Russian,Russian,"Если я планирую поездку в Египет, где находится отель Nile Pearl Hotel?","Планируя поездку в Египет и выбирая отель, я рассматриваю Nile Pearl Hotel. Сколько звезд у этого отеля?",0.9137635827064514,False,False
FAQ0124,FAQ0147,INT004,INT005,Russian,French,В какое время обычно можно заселиться в Nile Pearl Hotel?,À quelle heure faut-il effectuer le départ du Nile Pearl Hotel?,0.9136245846748352,False,False
FAQ0109,FAQ0158,INT004,INT005,Arabic,Russian,متى يمكنني تسجيل الوصول في فندق Nile Pearl Hotel؟,Какое стандартное время выезда у гостиницы Nile Pearl Hotel?,0.9135227203369141,False,False
FAQ0027,FAQ0262,INT001,INT002,Russian,English,Где расположен отель Nile Pearl Hotel?,What hotel category is Nile Pearl Hotel?,0.9133877754211426,False,False
FAQ0029,FAQ0455,INT001,INT002,Russian,French,В какой части города расположен Nile Pearl Hotel?,Quelle est la catégorie du Nile Pearl Hotel ?,0.9133220911026001,False,True
FAQ0003,FAQ0054,INT001,INT002,English,French,In which city is Nile Pearl Hotel located?,Dans quelle catégorie d'hôtel se situe exactement Nile Pearl Hotel?,0.9132026433944702,False,False
FAQ0115,FAQ0133,INT004,INT005,French,English,Quelle est l'heure de réservation d'entrée pour le Nile Pearl Hotel?,What is the designated time by which I need to check out by at Nile Pearl Hotel?,0.9130990505218506,False,False
FAQ0028,FAQ0058,INT001,INT002,Russian,Russian,"Как называется город, в котором расположен отель Nile Pearl Hotel?",Какая категория отеля является для Nile Pearl Hotel?,0.9130282402038574,False,False
FAQ0126,FAQ0188,INT004,INT006,Russian,Russian,В какое время обычно доступна регистрация заезда в Nile Pearl Hotel?,Могу ли я заранее приехать в Nile Pearl Hotel и забронировать номер до времени обычного заезда?,0.9129741191864014,False,False
FAQ0125,FAQ0153,INT004,INT005,Russian,Russian,Когда стандартно можно заселиться в отель Nile Pearl Hotel?,Когда требуется выселение из отеля Nile Pearl Hotel?,0.9129455089569092,False,False
FAQ0019,FAQ0327,INT001,INT002,French,French,Dans quelle zone se trouve l'hôtel Nile Pearl Hotel ?,Comment le Nile Pearl Hotel est-il classé selon son niveau hôtelier ?,0.9128709435462952,False,False
FAQ0109,FAQ0173,INT004,INT006,Arabic,Arabic,متى يمكنني تسجيل الوصول في فندق Nile Pearl Hotel؟,هل يمكنني الوصول إلى الفندق وتسجيل الوصول مبكرًا قبل الوقت المعتاد في Nile Pearl Hotel؟,0.9127457141876221,False,False
FAQ0147,FAQ0336,INT005,INT004,French,Russian,À quelle heure faut-il effectuer le départ du Nile Pearl Hotel?,С какого часа гостям разрешается заселение в Nile Pearl Hotel?,0.9127200841903687,False,False
FAQ0150,FAQ0333,INT005,INT004,French,Arabic,Quel est le temps habituel pour effectuer le départ à l'hôtel Nile Pearl Hotel?,في أي ساعة يمكن للنزلاء بدء إجراءات الوصول إلى Nile Pearl Hotel؟,0.9125656485557556,False,False
FAQ0139,FAQ0461,INT005,INT004,Arabic,Arabic,متى يجب على الضيوف إتمام تسجيل الخروج المعتاد من فندق Nile Pearl Hotel؟,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,0.9124542474746704,False,True
FAQ0027,FAQ0424,INT001,INT002,Russian,Russian,Где расположен отель Nile Pearl Hotel?,Какова гостиничная классификация Nile Pearl Hotel?,0.9122347831726074,False,False
FAQ0059,FAQ0385,INT002,INT001,Russian,Arabic,В каком классе отеля находится Nile Pearl Hotel?,في أي مدينة يوجد Nile Pearl Hotel؟,0.9122328162193298,False,False
FAQ0124,FAQ0339,INT004,INT005,Russian,French,В какое время обычно можно заселиться в Nile Pearl Hotel?,Quelle est l'heure habituelle limite pour libérer la chambre au Nile Pearl Hotel ?,0.9121884107589722,False,False
FAQ0133,FAQ0462,INT005,INT004,English,English,What is the designated time by which I need to check out by at Nile Pearl Hotel?,From what time can guests normally check in at Nile Pearl Hotel?,0.9121863842010498,False,True
FAQ0158,FAQ0464,INT005,INT004,Russian,Russian,Какое стандартное время выезда у гостиницы Nile Pearl Hotel?,Во сколько начинается стандартное заселение в Nile Pearl Hotel?,0.9119824767112732,False,True
FAQ0122,FAQ0158,INT004,INT005,Russian,Russian,В какое время гости могут зарегистрироваться и заселиться в Nile Pearl Hotel?,Какое стандартное время выезда у гостиницы Nile Pearl Hotel?,0.9119706749916077,False,False
FAQ0109,FAQ0340,INT004,INT005,Arabic,Russian,متى يمكنني تسجيل الوصول في فندق Nile Pearl Hotel؟,До какого времени обычно нужно освободить номер в Nile Pearl Hotel?,0.9118984937667847,False,False
FAQ0124,FAQ0150,INT004,INT005,Russian,French,В какое время обычно можно заселиться в Nile Pearl Hotel?,Quel est le temps habituel pour effectuer le départ à l'hôtel Nile Pearl Hotel?,0.9118855595588684,False,False
FAQ0123,FAQ0340,INT004,INT005,Russian,Russian,В какое время начинается регистрация заезда в Nile Pearl Hotel?,До какого времени обычно нужно освободить номер в Nile Pearl Hotel?,0.9117733836174011,False,False
FAQ0112,FAQ0469,INT004,INT006,Arabic,Arabic,مرحباً، أنا مقيم في Nile Pearl Hotel وأتمنى معرفة موعد تسجيل الوصول المعتاد؟,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,0.9117344617843628,False,True
FAQ0010,FAQ0455,INT001,INT002,Arabic,French,أين يقع فندق Nile Pearl Hotel بالنسبة للمنطقة المحيطة؟,Quelle est la catégorie du Nile Pearl Hotel ?,0.9117016792297363,False,True
FAQ0107,FAQ0139,INT004,INT005,Arabic,Arabic,في أي وقت يمكن للنزلاء تسجيل الوصول إلى غرفهم في فندق Nile Pearl Hotel؟,متى يجب على الضيوف إتمام تسجيل الخروج المعتاد من فندق Nile Pearl Hotel؟,0.9115185737609863,False,False
FAQ0260,FAQ0262,INT001,INT002,Russian,English,В каком районе города находится отель Nile Pearl Hotel?,What hotel category is Nile Pearl Hotel?,0.9110091328620911,False,False
FAQ0121,FAQ0468,INT004,INT005,Russian,Russian,Когда можно заселиться в Nile Pearl Hotel?,К какому времени нужно освободить номер в Nile Pearl Hotel?,0.9108738303184509,False,True
FAQ0027,FAQ0455,INT001,INT002,Russian,French,Где расположен отель Nile Pearl Hotel?,Quelle est la catégorie du Nile Pearl Hotel ?,0.9105948209762573,False,True
FAQ0021,FAQ0061,INT001,INT002,French,Russian,Dans quelle ville et dans quel secteur se situe le Nile Pearl Hotel ?,К какому уровню или категории относится Nile Pearl Hotel?,0.910520076751709,False,False
FAQ0340,FAQ0462,INT005,INT004,Russian,English,До какого времени обычно нужно освободить номер в Nile Pearl Hotel?,From what time can guests normally check in at Nile Pearl Hotel?,0.9104276895523071,False,True
FAQ0118,FAQ0180,INT004,INT006,French,French,À quelle heure les clients peuvent-ils effectuer leur enregistrement au Nile Pearl Hotel?,Peut-on demander un enregistrement anticipé au Nile Pearl Hotel avant l'heure normale?,0.9103126525878906,False,False
FAQ0101,FAQ0466,INT004,INT005,English,English,Could you tell me the usual time guests are expected to arrive and complete check-in at Nile Pearl Hotel?,What is the standard check-out time at Nile Pearl Hotel?,0.9102753400802612,False,True
FAQ0010,FAQ0262,INT001,INT002,Arabic,English,أين يقع فندق Nile Pearl Hotel بالنسبة للمنطقة المحيطة؟,What hotel category is Nile Pearl Hotel?,0.9100666642189026,False,False
FAQ0127,FAQ0340,INT004,INT005,Russian,Russian,"Здравствуйте, я планирую приехать в Nile Pearl Hotel. В какое время обычно можно заселиться?",До какого времени обычно нужно освободить номер в Nile Pearl Hotel?,0.910031259059906,False,False
FAQ0054,FAQ0258,INT002,INT001,French,English,Dans quelle catégorie d'hôtel se situe exactement Nile Pearl Hotel?,Which part of the city is Nile Pearl Hotel located in?,0.9097739458084106,False,False
FAQ0114,FAQ0149,INT004,INT005,French,French,À quelle heure puis-je effectuer mon entrée au Nile Pearl Hotel?,Jusqu'à quelle heure dois-je quitter ma chambre au Nile Pearl Hotel?,0.9092879295349121,False,False
FAQ0131,FAQ0333,INT005,INT004,English,Arabic,What is the hotel's regular departure time for guests at Nile Pearl Hotel?,في أي ساعة يمكن للنزلاء بدء إجراءات الوصول إلى Nile Pearl Hotel؟,0.9091176986694336,False,False
FAQ0127,FAQ0159,INT004,INT005,Russian,Russian,"Здравствуйте, я планирую приехать в Nile Pearl Hotel. В какое время обычно можно заселиться?","Завтра у меня рейс утром, я планирую покинуть гостиницу Nile Pearl Hotel. В какое время обычно необходимо выселиться?",0.9090702533721924,False,False
FAQ0110,FAQ0469,INT004,INT006,Arabic,Arabic,ما الموعد الرسمي لبدء إجراءات تسجيل الوصول في فندق Nile Pearl Hotel؟,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,0.9089009761810303,False,True
FAQ0114,FAQ0176,INT004,INT006,French,Arabic,À quelle heure puis-je effectuer mon entrée au Nile Pearl Hotel?,هل يمكنني الوصول إلى Nile Pearl Hotel قبل الوقت المعتاد وتحديدًا في الساعة العاشرة صباحاً وتسجيل الوصول مبكرًا؟,0.9087794423103333,False,False
FAQ0105,FAQ0139,INT004,INT005,Arabic,Arabic,عند الوصول إلى Nile Pearl Hotel، متى يُسمح للضيف ببدء إجراءات تسجيل الوصول؟,متى يجب على الضيوف إتمام تسجيل الخروج المعتاد من فندق Nile Pearl Hotel؟,0.9087538719177246,False,False
FAQ0154,FAQ0464,INT005,INT004,Russian,Russian,Во сколько обычно начинается процедура выселения из отеля Nile Pearl Hotel?,Во сколько начинается стандартное заселение в Nile Pearl Hotel?,0.9087445139884949,False,True
FAQ0126,FAQ0158,INT004,INT005,Russian,Russian,В какое время обычно доступна регистрация заезда в Nile Pearl Hotel?,Какое стандартное время выезда у гостиницы Nile Pearl Hotel?,0.9086899161338806,False,False
FAQ0054,FAQ0450,INT002,INT001,French,English,Dans quelle catégorie d'hôtel se situe exactement Nile Pearl Hotel?,Which city is home to the Nile Pearl Hotel?,0.9086554050445557,False,True
FAQ0210,FAQ0337,INT007,INT005,French,Arabic,Est-il possible de quitter la chambre plus tard que l'heure normale au Nile Pearl Hotel ?,ما آخر وقت معتاد لمغادرة الغرفة في Nile Pearl Hotel؟,0.9086132049560547,False,False
FAQ0028,FAQ0262,INT001,INT002,Russian,English,"Как называется город, в котором расположен отель Nile Pearl Hotel?",What hotel category is Nile Pearl Hotel?,0.9085650444030762,False,False
FAQ0009,FAQ0296,INT001,INT002,Arabic,Russian,ما هو موقع فندق Nile Pearl Hotel بالتحديد؟,Я планирую остановиться в Nile Pearl Hotel; к какой категории относится этот отель?,0.9085410833358765,False,False
FAQ0260,FAQ0455,INT001,INT002,Russian,French,В каком районе города находится отель Nile Pearl Hotel?,Quelle est la catégorie du Nile Pearl Hotel ?,0.9084417819976807,False,True
FAQ0125,FAQ0186,INT004,INT006,Russian,Russian,Когда стандартно можно заселиться в отель Nile Pearl Hotel?,Разрешает ли отель Nile Pearl Hotel ранний заезд?,0.9082547426223755,False,False
FAQ0122,FAQ0133,INT004,INT005,Russian,English,В какое время гости могут зарегистрироваться и заселиться в Nile Pearl Hotel?,What is the designated time by which I need to check out by at Nile Pearl Hotel?,0.9082366228103638,False,False
FAQ0158,FAQ0462,INT005,INT004,Russian,English,Какое стандартное время выезда у гостиницы Nile Pearl Hotel?,From what time can guests normally check in at Nile Pearl Hotel?,0.9080997705459595,False,True
FAQ0108,FAQ0171,INT004,INT006,Arabic,Arabic,متى يبدأ موعد تسجيل الوصول المعتاد للضيوف في فندق Nile Pearl Hotel؟,هل يمكن للضيوف في Nile Pearl Hotel تسجيل الوصول مبكرًا؟,0.9080836772918701,False,False
FAQ0010,FAQ0424,INT001,INT002,Arabic,Russian,أين يقع فندق Nile Pearl Hotel بالنسبة للمنطقة المحيطة؟,Какова гостиничная классификация Nile Pearl Hotel?,0.9078742265701294,False,False
FAQ0028,FAQ0423,INT001,INT002,Russian,French,"Как называется город, в котором расположен отель Nile Pearl Hotel?",Quelle est la classification hôtelière du Nile Pearl Hotel ?,0.9078068733215332,False,False
FAQ0019,FAQ0061,INT001,INT002,French,Russian,Dans quelle zone se trouve l'hôtel Nile Pearl Hotel ?,К какому уровню или категории относится Nile Pearl Hotel?,0.9076962471008301,False,False
FAQ0028,FAQ0424,INT001,INT002,Russian,Russian,"Как называется город, в котором расположен отель Nile Pearl Hotel?",Какова гостиничная классификация Nile Pearl Hotel?,0.907431423664093,False,False
FAQ0263,FAQ0451,INT002,INT001,French,French,À quelle catégorie hôtelière appartient le Nile Pearl Hotel ?,Dans quelle ville se trouve le Nile Pearl Hotel ?,0.9073929786682129,False,True
FAQ0105,FAQ0469,INT004,INT006,Arabic,Arabic,عند الوصول إلى Nile Pearl Hotel، متى يُسمح للضيف ببدء إجراءات تسجيل الوصول؟,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,0.9071968197822571,False,True
FAQ0054,FAQ0452,INT002,INT001,French,Russian,Dans quelle catégorie d'hôtel se situe exactement Nile Pearl Hotel?,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?",0.9071623086929321,False,True
FAQ0157,FAQ0333,INT005,INT004,Russian,Arabic,До какого времени гости должны завершить выселение из Nile Pearl Hotel?,في أي ساعة يمكن للنزلاء بدء إجراءات الوصول إلى Nile Pearl Hotel؟,0.907107949256897,False,False
FAQ0107,FAQ0339,INT004,INT005,Arabic,French,في أي وقت يمكن للنزلاء تسجيل الوصول إلى غرفهم في فندق Nile Pearl Hotel؟,Quelle est l'heure habituelle limite pour libérer la chambre au Nile Pearl Hotel ?,0.9070172309875488,False,False
FAQ0020,FAQ0455,INT001,INT002,French,French,Quel est le nom de la ville où se trouve l'hôtel Nile Pearl Hotel ?,Quelle est la catégorie du Nile Pearl Hotel ?,0.9067797660827637,False,True
FAQ0002,FAQ0054,INT001,INT002,English,French,Could you tell me which city and area Nile Pearl Hotel is in?,Dans quelle catégorie d'hôtel se situe exactement Nile Pearl Hotel?,0.9067728519439697,False,False
FAQ0009,FAQ0327,INT001,INT002,Arabic,French,ما هو موقع فندق Nile Pearl Hotel بالتحديد؟,Comment le Nile Pearl Hotel est-il classé selon son niveau hôtelier ?,0.906751811504364,False,False
FAQ0022,FAQ0327,INT001,INT002,French,French,Où est situé exactement l'hôtel Nile Pearl Hotel?,Comment le Nile Pearl Hotel est-il classé selon son niveau hôtelier ?,0.9067323803901672,False,False
FAQ0136,FAQ0210,INT005,INT007,English,French,By what time should I leave my room when checking out of Nile Pearl Hotel?,Est-il possible de quitter la chambre plus tard que l'heure normale au Nile Pearl Hotel ?,0.9067251682281494,False,False
FAQ0125,FAQ0155,INT004,INT005,Russian,Russian,Когда стандартно можно заселиться в отель Nile Pearl Hotel?,Каков стандартный час выселения в отеле Nile Pearl Hotel?,0.9067120552062988,False,False
FAQ0262,FAQ0385,INT002,INT001,English,Arabic,What hotel category is Nile Pearl Hotel?,في أي مدينة يوجد Nile Pearl Hotel؟,0.9064755439758301,False,False
FAQ0118,FAQ0139,INT004,INT005,French,Arabic,À quelle heure les clients peuvent-ils effectuer leur enregistrement au Nile Pearl Hotel?,متى يجب على الضيوف إتمام تسجيل الخروج المعتاد من فندق Nile Pearl Hotel؟,0.906456708908081,False,False
FAQ0138,FAQ0210,INT005,INT007,Arabic,French,إلى أي وقت يجب أن أغادر الغرفة عند تسجيل الخروج من Nile Pearl Hotel؟,Est-il possible de quitter la chambre plus tard que l'heure normale au Nile Pearl Hotel ?,0.9064443707466125,False,False
FAQ0022,FAQ0424,INT001,INT002,French,Russian,Où est situé exactement l'hôtel Nile Pearl Hotel?,Какова гостиничная классификация Nile Pearl Hotel?,0.9063963890075684,False,False
FAQ0187,FAQ0202,INT006,INT007,Russian,Arabic,Могу ли я заранее прибыть в Nile Pearl Hotel и провести регистрацию заезда до обычного времени?,هل يمكنني طلب تسجيل خروج متأخر في Nile Pearl Hotel، وما الشروط المطلوبة؟,0.9062595367431641,False,False
FAQ0174,FAQ0477,INT006,INT008,Arabic,Arabic,هل يمكنني الاستفسار عن إمكانية تسجيل الوصول المبكر في Nile Pearl Hotel؟,عند الوصول إلى Nile Pearl Hotel، ماذا أحتاج لإتمام إجراءات تسجيل الوصول؟,0.9062429666519165,False,True
FAQ0027,FAQ0423,INT001,INT002,Russian,French,Где расположен отель Nile Pearl Hotel?,Quelle est la classification hôtelière du Nile Pearl Hotel ?,0.9062085151672363,False,False
FAQ0108,FAQ0158,INT004,INT005,Arabic,Russian,متى يبدأ موعد تسجيل الوصول المعتاد للضيوف في فندق Nile Pearl Hotel؟,Какое стандартное время выезда у гостиницы Nile Pearl Hotel?,0.9061679244041443,False,False
FAQ0153,FAQ0475,INT005,INT007,Russian,French,Когда требуется выселение из отеля Nile Pearl Hotel?,Le départ tardif est-il possible au Nile Pearl Hotel ?,0.9061346054077148,False,True
FAQ0028,FAQ0059,INT001,INT002,Russian,Russian,"Как называется город, в котором расположен отель Nile Pearl Hotel?",В каком классе отеля находится Nile Pearl Hotel?,0.9058723449707031,False,False
FAQ0260,FAQ0424,INT001,INT002,Russian,Russian,В каком районе города находится отель Nile Pearl Hotel?,Какова гостиничная классификация Nile Pearl Hotel?,0.905809760093689,False,False
FAQ0020,FAQ0263,INT001,INT002,French,French,Quel est le nom de la ville où se trouve l'hôtel Nile Pearl Hotel ?,À quelle catégorie hôtelière appartient le Nile Pearl Hotel ?,0.9056868553161621,False,False
FAQ0001,FAQ0054,INT001,INT002,English,French,Where is Nile Pearl Hotel located?,Dans quelle catégorie d'hôtel se situe exactement Nile Pearl Hotel?,0.9056172370910645,False,False
FAQ0115,FAQ0146,INT004,INT005,French,French,Quelle est l'heure de réservation d'entrée pour le Nile Pearl Hotel?,À quelle heure les clients doivent-ils quitter le Nile Pearl Hotel?,0.9055314064025879,False,False
FAQ0110,FAQ0468,INT004,INT005,Arabic,Russian,ما الموعد الرسمي لبدء إجراءات تسجيل الوصول في فندق Nile Pearl Hotel؟,К какому времени нужно освободить номер в Nile Pearl Hotel?,0.9051751494407654,False,True
FAQ0294,FAQ0452,INT002,INT001,English,Russian,I am planning to stay at Nile Pearl Hotel; what category is the hotel?,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?",0.905153751373291,False,True
FAQ0128,FAQ0148,INT004,INT005,Russian,French,"Если я приеду в Nile Pearl Hotel завтра вечером, во сколько обычно можно заселиться?",À quelle heure dois-je libérer ma chambre au Nile Pearl Hotel le jour du départ ?,0.9051092863082886,False,False
FAQ0107,FAQ0340,INT004,INT005,Arabic,Russian,في أي وقت يمكن للنزلاء تسجيل الوصول إلى غرفهم في فندق Nile Pearl Hotel؟,До какого времени обычно нужно освободить номер в Nile Pearl Hotel?,0.9049937129020691,False,False
FAQ0140,FAQ0461,INT005,INT004,Arabic,Arabic,متى تنتهي فترة تسجيل الخروج المعتادة في Nile Pearl Hotel؟,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,0.9048647880554199,False,True
FAQ0010,FAQ0295,INT001,INT002,Arabic,French,أين يقع فندق Nile Pearl Hotel بالنسبة للمنطقة المحيطة؟,Je prévois de séjourner au Nile Pearl Hotel ; quelle est la catégorie de cet hôtel ?,0.9048217535018921,False,False
FAQ0108,FAQ0340,INT004,INT005,Arabic,Russian,متى يبدأ موعد تسجيل الوصول المعتاد للضيوف في فندق Nile Pearl Hotel؟,До какого времени обычно нужно освободить номер в Nile Pearl Hotel?,0.9047638177871704,False,False
FAQ0017,FAQ0262,INT001,INT002,French,English,Où se trouve l'hôtel Nile Pearl Hotel?,What hotel category is Nile Pearl Hotel?,0.9045517444610596,False,False
FAQ0148,FAQ0336,INT005,INT004,French,Russian,À quelle heure dois-je libérer ma chambre au Nile Pearl Hotel le jour du départ ?,С какого часа гостям разрешается заселение в Nile Pearl Hotel?,0.9045395851135254,False,False
FAQ0102,FAQ0340,INT004,INT005,English,Russian,At what time can I normally check in at Nile Pearl Hotel?,До какого времени обычно нужно освободить номер в Nile Pearl Hotel?,0.9044867157936096,False,False
FAQ0022,FAQ0262,INT001,INT002,French,English,Où est situé exactement l'hôtel Nile Pearl Hotel?,What hotel category is Nile Pearl Hotel?,0.9044864177703857,False,False
FAQ0103,FAQ0129,INT004,INT005,English,English,"After arriving at Nile Pearl Hotel, when is the standard time for checking in?",At what time must guests normally complete check-out at Nile Pearl Hotel?,0.9043703079223633,False,False
FAQ0029,FAQ0059,INT001,INT002,Russian,Russian,В какой части города расположен Nile Pearl Hotel?,В каком классе отеля находится Nile Pearl Hotel?,0.9043458700180054,False,False
FAQ0103,FAQ0133,INT004,INT005,English,English,"After arriving at Nile Pearl Hotel, when is the standard time for checking in?",What is the designated time by which I need to check out by at Nile Pearl Hotel?,0.9043033719062805,False,False
FAQ0123,FAQ0133,INT004,INT005,Russian,English,В какое время начинается регистрация заезда в Nile Pearl Hotel?,What is the designated time by which I need to check out by at Nile Pearl Hotel?,0.9042937755584717,False,False
FAQ0146,FAQ0336,INT005,INT004,French,Russian,À quelle heure les clients doivent-ils quitter le Nile Pearl Hotel?,С какого часа гостям разрешается заселение в Nile Pearl Hotel?,0.9042614698410034,False,False
FAQ0272,FAQ0276,INT004,INT005,Russian,Russian,С какого времени обычно разрешено заселение гостей в номер?,До какого времени гости обычно должны освободить номер?,0.9041807055473328,False,False
FAQ0102,FAQ0158,INT004,INT005,English,Russian,At what time can I normally check in at Nile Pearl Hotel?,Какое стандартное время выезда у гостиницы Nile Pearl Hotel?,0.9041786193847656,False,False
FAQ0018,FAQ0059,INT001,INT002,French,Russian,Quelle est l'adresse de l'hôtel Nile Pearl Hotel ?,В каком классе отеля находится Nile Pearl Hotel?,0.9041450023651123,False,False
FAQ0105,FAQ0340,INT004,INT005,Arabic,Russian,عند الوصول إلى Nile Pearl Hotel، متى يُسمح للضيف ببدء إجراءات تسجيل الوصول؟,До какого времени обычно нужно освободить номер в Nile Pearl Hotel?,0.9041024446487427,False,False
FAQ0028,FAQ0327,INT001,INT002,Russian,French,"Как называется город, в котором расположен отель Nile Pearl Hotel?",Comment le Nile Pearl Hotel est-il classé selon son niveau hôtelier ?,0.9040857553482056,False,False
FAQ0025,FAQ0058,INT001,INT002,Russian,Russian,По какому адресу находится отель Nile Pearl Hotel?,Какая категория отеля является для Nile Pearl Hotel?,0.9040080308914185,False,False
FAQ0017,FAQ0424,INT001,INT002,French,Russian,Où se trouve l'hôtel Nile Pearl Hotel?,Какова гостиничная классификация Nile Pearl Hotel?,0.9038882255554199,False,False
FAQ0025,FAQ0054,INT001,INT002,Russian,French,По какому адресу находится отель Nile Pearl Hotel?,Dans quelle catégorie d'hôtel se situe exactement Nile Pearl Hotel?,0.9037917852401733,False,False
FAQ0022,FAQ0423,INT001,INT002,French,French,Où est situé exactement l'hôtel Nile Pearl Hotel?,Quelle est la classification hôtelière du Nile Pearl Hotel ?,0.9036043286323547,False,False
FAQ0059,FAQ0451,INT002,INT001,Russian,French,В каком классе отеля находится Nile Pearl Hotel?,Dans quelle ville se trouve le Nile Pearl Hotel ?,0.9033644795417786,False,True
FAQ0124,FAQ0148,INT004,INT005,Russian,French,В какое время обычно можно заселиться в Nile Pearl Hotel?,À quelle heure dois-je libérer ma chambre au Nile Pearl Hotel le jour du départ ?,0.9032036066055298,False,False
FAQ0111,FAQ0173,INT004,INT006,Arabic,Arabic,هل يمكنني معرفة وقت تسجيل الوصول المعتاد في Nile Pearl Hotel؟,هل يمكنني الوصول إلى الفندق وتسجيل الوصول مبكرًا قبل الوقت المعتاد في Nile Pearl Hotel؟,0.9031188488006592,False,False
FAQ0334,FAQ0340,INT004,INT005,English,Russian,What time are guests first permitted to check in at Nile Pearl Hotel?,До какого времени обычно нужно освободить номер в Nile Pearl Hotel?,0.9030623435974121,False,False
FAQ0019,FAQ0296,INT001,INT002,French,Russian,Dans quelle zone se trouve l'hôtel Nile Pearl Hotel ?,Я планирую остановиться в Nile Pearl Hotel; к какой категории относится этот отель?,0.902940034866333,False,False
FAQ0113,FAQ0158,INT004,INT005,French,Russian,Quelle est l'heure de début d'arrivée au Nile Pearl Hotel?,Какое стандартное время выезда у гостиницы Nile Pearl Hotel?,0.9027751684188843,False,False
FAQ0123,FAQ0187,INT004,INT006,Russian,Russian,В какое время начинается регистрация заезда в Nile Pearl Hotel?,Могу ли я заранее прибыть в Nile Pearl Hotel и провести регистрацию заезда до обычного времени?,0.9025247097015381,False,False
FAQ0115,FAQ0131,INT004,INT005,French,English,Quelle est l'heure de réservation d'entrée pour le Nile Pearl Hotel?,What is the hotel's regular departure time for guests at Nile Pearl Hotel?,0.9023846387863159,False,False
FAQ0029,FAQ0058,INT001,INT002,Russian,Russian,В какой части города расположен Nile Pearl Hotel?,Какая категория отеля является для Nile Pearl Hotel?,0.90237957239151,False,False
FAQ0099,FAQ0132,INT004,INT005,English,English,When can guests check in at Nile Pearl Hotel?,What is the latest time I can check out at Nile Pearl Hotel?,0.9023499488830566,False,False
FAQ0126,FAQ0466,INT004,INT005,Russian,English,В какое время обычно доступна регистрация заезда в Nile Pearl Hotel?,What is the standard check-out time at Nile Pearl Hotel?,0.9022420644760132,False,True
FAQ0019,FAQ0421,INT001,INT002,French,Arabic,Dans quelle zone se trouve l'hôtel Nile Pearl Hotel ?,إلى أي فئة من فئات الفنادق يُنسب Nile Pearl Hotel؟,0.9021124839782715,False,False
FAQ0128,FAQ0144,INT004,INT005,Russian,Arabic,"Если я приеду в Nile Pearl Hotel завтра вечером, во сколько обычно можно заселиться?",إذا كنت ترغب في مغادرة Nile Pearl Hotel اليوم، ما هو الوقت المعتاد لتسجيل الخروج؟,0.9019164443016052,False,False
FAQ0111,FAQ0469,INT004,INT006,Arabic,Arabic,هل يمكنني معرفة وقت تسجيل الوصول المعتاد في Nile Pearl Hotel؟,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,0.9018998146057129,False,True
FAQ0125,FAQ0340,INT004,INT005,Russian,Russian,Когда стандартно можно заселиться в отель Nile Pearl Hotel?,До какого времени обычно нужно освободить номер в Nile Pearl Hotel?,0.9017508029937744,False,False
FAQ0111,FAQ0188,INT004,INT006,Arabic,Russian,هل يمكنني معرفة وقت تسجيل الوصول المعتاد في Nile Pearl Hotel؟,Могу ли я заранее приехать в Nile Pearl Hotel и забронировать номер до времени обычного заезда?,0.9017082452774048,False,False
FAQ0109,FAQ0174,INT004,INT006,Arabic,Arabic,متى يمكنني تسجيل الوصول في فندق Nile Pearl Hotel؟,هل يمكنني الاستفسار عن إمكانية تسجيل الوصول المبكر في Nile Pearl Hotel؟,0.901658296585083,False,False
FAQ0001,FAQ0059,INT001,INT002,English,Russian,Where is Nile Pearl Hotel located?,В каком классе отеля находится Nile Pearl Hotel?,0.9016076922416687,False,False
FAQ0017,FAQ0423,INT001,INT002,French,French,Où se trouve l'hôtel Nile Pearl Hotel?,Quelle est la classification hôtelière du Nile Pearl Hotel ?,0.9015732407569885,False,False
FAQ0009,FAQ0325,INT001,INT002,Arabic,Arabic,ما هو موقع فندق Nile Pearl Hotel بالتحديد؟,ما فئة Nile Pearl Hotel ضمن تصنيفات الفنادق؟,0.901525616645813,False,False
