faq_id_1,faq_id_2,intent_1,intent_2,language_1,language_2,question_1,question_2,similarity
FAQ0458,FAQ0460,INT003,INT003,English,Russian,"If I need help at the front desk late at night, will the reception be available?","Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",0.7301413416862488
FAQ0457,FAQ0477,INT003,INT008,Arabic,Arabic,هل تعمل خدمة الاستقبال في Nile Pearl Hotel طوال اليوم؟,عند الوصول إلى Nile Pearl Hotel، ماذا أحتاج لإتمام إجراءات تسجيل الوصول؟,0.7291404008865356
FAQ0457,FAQ0473,INT003,INT007,Arabic,Arabic,هل تعمل خدمة الاستقبال في Nile Pearl Hotel طوال اليوم؟,هل يمكنني طلب تسجيل المغادرة المتأخر في Nile Pearl Hotel؟,0.7290308475494385
FAQ0450,FAQ0464,INT001,INT004,English,Russian,Which city is home to the Nile Pearl Hotel?,Во сколько начинается стандартное заселение в Nile Pearl Hotel?,0.7283830642700195
FAQ0462,FAQ0478,INT004,INT008,English,English,From what time can guests normally check in at Nile Pearl Hotel?,What identification is required to complete check-in at Nile Pearl Hotel?,0.7278335094451904
FAQ0469,FAQ0478,INT006,INT008,Arabic,English,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,What identification is required to complete check-in at Nile Pearl Hotel?,0.7278059720993042
FAQ0452,FAQ0462,INT001,INT004,Russian,English,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?",From what time can guests normally check in at Nile Pearl Hotel?,0.7264900207519531
FAQ0466,FAQ0473,INT005,INT007,English,Arabic,What is the standard check-out time at Nile Pearl Hotel?,هل يمكنني طلب تسجيل المغادرة المتأخر في Nile Pearl Hotel؟,0.7261171340942383
FAQ0450,FAQ0477,INT001,INT008,English,Arabic,Which city is home to the Nile Pearl Hotel?,عند الوصول إلى Nile Pearl Hotel، ماذا أحتاج لإتمام إجراءات تسجيل الوصول؟,0.725082278251648
FAQ0473,FAQ0479,INT007,INT008,Arabic,French,هل يمكنني طلب تسجيل المغادرة المتأخر في Nile Pearl Hotel؟,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,0.7246971726417542
FAQ0452,FAQ0471,INT001,INT006,Russian,French,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?",Est-il possible de demander un enregistrement anticipé au Nile Pearl Hotel ?,0.7243372201919556
FAQ0450,FAQ0468,INT001,INT005,English,Russian,Which city is home to the Nile Pearl Hotel?,К какому времени нужно освободить номер в Nile Pearl Hotel?,0.7230848073959351
FAQ0456,FAQ0461,INT002,INT004,Russian,Arabic,Сколько звёзд у Nile Pearl Hotel?,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,0.7215297222137451
FAQ0467,FAQ0469,INT005,INT006,French,Arabic,"Si je termine mon séjour au Nile Pearl Hotel, à quelle heure dois-je libérer ma chambre ?",إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,0.7209944725036621
FAQ0466,FAQ0477,INT005,INT008,English,Arabic,What is the standard check-out time at Nile Pearl Hotel?,عند الوصول إلى Nile Pearl Hotel، ماذا أحتاج لإتمام إجراءات تسجيل الوصول؟,0.71951824426651
FAQ0450,FAQ0461,INT001,INT004,English,Arabic,Which city is home to the Nile Pearl Hotel?,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,0.719390869140625
FAQ0466,FAQ0475,INT005,INT007,English,French,What is the standard check-out time at Nile Pearl Hotel?,Le départ tardif est-il possible au Nile Pearl Hotel ?,0.7190119624137878
FAQ0466,FAQ0471,INT005,INT006,English,French,What is the standard check-out time at Nile Pearl Hotel?,Est-il possible de demander un enregistrement anticipé au Nile Pearl Hotel ?,0.7190017700195312
FAQ0451,FAQ0462,INT001,INT004,French,English,Dans quelle ville se trouve le Nile Pearl Hotel ?,From what time can guests normally check in at Nile Pearl Hotel?,0.7189892530441284
FAQ0456,FAQ0457,INT002,INT003,Russian,Arabic,Сколько звёзд у Nile Pearl Hotel?,هل تعمل خدمة الاستقبال في Nile Pearl Hotel طوال اليوم؟,0.7171928882598877
FAQ0456,FAQ0468,INT002,INT005,Russian,Russian,Сколько звёзд у Nile Pearl Hotel?,К какому времени нужно освободить номер в Nile Pearl Hotel?,0.7168474197387695
FAQ0465,FAQ0476,INT005,INT007,Arabic,Russian,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",0.7168351411819458
FAQ0472,FAQ0476,INT006,INT007,Russian,Russian,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?","Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",0.716593861579895
FAQ0455,FAQ0462,INT002,INT004,French,English,Quelle est la catégorie du Nile Pearl Hotel ?,From what time can guests normally check in at Nile Pearl Hotel?,0.7164270281791687
FAQ0449,FAQ0459,INT001,INT003,Arabic,French,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,La réception du Nile Pearl Hotel est-elle disponible à toute heure ?,0.7154229879379272
FAQ0470,FAQ0474,INT006,INT007,English,English,Can I request an early check-in before the normal check-in time?,"If I need to leave later than the standard time, can I request a late check-out?",0.7146809101104736
FAQ0469,FAQ0480,INT006,INT008,Arabic,Russian,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,0.7146076560020447
FAQ0473,FAQ0480,INT007,INT008,Arabic,Russian,هل يمكنني طلب تسجيل المغادرة المتأخر في Nile Pearl Hotel؟,Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,0.7127715945243835
FAQ0449,FAQ0475,INT001,INT007,Arabic,French,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,Le départ tardif est-il possible au Nile Pearl Hotel ?,0.7113948464393616
FAQ0453,FAQ0459,INT002,INT003,Arabic,French,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,La réception du Nile Pearl Hotel est-elle disponible à toute heure ?,0.711283802986145
FAQ0473,FAQ0478,INT007,INT008,Arabic,English,هل يمكنني طلب تسجيل المغادرة المتأخر في Nile Pearl Hotel؟,What identification is required to complete check-in at Nile Pearl Hotel?,0.7111619710922241
FAQ0455,FAQ0473,INT002,INT007,French,Arabic,Quelle est la catégorie du Nile Pearl Hotel ?,هل يمكنني طلب تسجيل المغادرة المتأخر في Nile Pearl Hotel؟,0.711033821105957
FAQ0469,FAQ0479,INT006,INT008,Arabic,French,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,0.7107928991317749
FAQ0450,FAQ0471,INT001,INT006,English,French,Which city is home to the Nile Pearl Hotel?,Est-il possible de demander un enregistrement anticipé au Nile Pearl Hotel ?,0.7103214859962463
FAQ0449,FAQ0477,INT001,INT008,Arabic,Arabic,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,عند الوصول إلى Nile Pearl Hotel، ماذا أحتاج لإتمام إجراءات تسجيل الوصول؟,0.7092452049255371
FAQ0456,FAQ0464,INT002,INT004,Russian,Russian,Сколько звёзд у Nile Pearl Hotel?,Во сколько начинается стандартное заселение в Nile Pearl Hotel?,0.708028256893158
FAQ0457,FAQ0469,INT003,INT006,Arabic,Arabic,هل تعمل خدمة الاستقبال في Nile Pearl Hotel طوال اليوم؟,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,0.7049720883369446
FAQ0450,FAQ0473,INT001,INT007,English,Arabic,Which city is home to the Nile Pearl Hotel?,هل يمكنني طلب تسجيل المغادرة المتأخر في Nile Pearl Hotel؟,0.704924464225769
FAQ0467,FAQ0477,INT005,INT008,French,Arabic,"Si je termine mon séjour au Nile Pearl Hotel, à quelle heure dois-je libérer ma chambre ?",عند الوصول إلى Nile Pearl Hotel، ماذا أحتاج لإتمام إجراءات تسجيل الوصول؟,0.7030413150787354
FAQ0452,FAQ0467,INT001,INT005,Russian,French,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?","Si je termine mon séjour au Nile Pearl Hotel, à quelle heure dois-je libérer ma chambre ?",0.6997762322425842
FAQ0449,FAQ0456,INT001,INT002,Arabic,Russian,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,Сколько звёзд у Nile Pearl Hotel?,0.6996581554412842
FAQ0453,FAQ0461,INT002,INT004,Arabic,Arabic,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,0.6996058225631714
FAQ0465,FAQ0467,INT005,INT005,Arabic,French,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,"Si je termine mon séjour au Nile Pearl Hotel, à quelle heure dois-je libérer ma chambre ?",0.6985962390899658
FAQ0449,FAQ0464,INT001,INT004,Arabic,Russian,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,Во сколько начинается стандартное заселение в Nile Pearl Hotel?,0.6964694261550903
FAQ0449,FAQ0471,INT001,INT006,Arabic,French,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,Est-il possible de demander un enregistrement anticipé au Nile Pearl Hotel ?,0.6963489055633545
FAQ0456,FAQ0475,INT002,INT007,Russian,French,Сколько звёзд у Nile Pearl Hotel?,Le départ tardif est-il possible au Nile Pearl Hotel ?,0.6955411434173584
FAQ0452,FAQ0469,INT001,INT006,Russian,Arabic,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?",إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,0.6935784816741943
FAQ0461,FAQ0478,INT004,INT008,Arabic,English,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,What identification is required to complete check-in at Nile Pearl Hotel?,0.6928518414497375
FAQ0462,FAQ0463,INT004,INT004,English,French,From what time can guests normally check in at Nile Pearl Hotel?,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",0.692185640335083
FAQ0453,FAQ0464,INT002,INT004,Arabic,Russian,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,Во сколько начинается стандартное заселение в Nile Pearl Hotel?,0.6921693086624146
FAQ0450,FAQ0462,INT001,INT004,English,English,Which city is home to the Nile Pearl Hotel?,From what time can guests normally check in at Nile Pearl Hotel?,0.6871426105499268
FAQ0463,FAQ0466,INT004,INT005,French,English,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",What is the standard check-out time at Nile Pearl Hotel?,0.6851359605789185
FAQ0453,FAQ0468,INT002,INT005,Arabic,Russian,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,К какому времени нужно освободить номер в Nile Pearl Hotel?,0.6850362420082092
FAQ0449,FAQ0468,INT001,INT005,Arabic,Russian,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,К какому времени нужно освободить номер в Nile Pearl Hotel?,0.6832971572875977
FAQ0455,FAQ0478,INT002,INT008,French,English,Quelle est la catégorie du Nile Pearl Hotel ?,What identification is required to complete check-in at Nile Pearl Hotel?,0.6825401782989502
FAQ0454,FAQ0457,INT002,INT003,English,Arabic,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,هل تعمل خدمة الاستقبال في Nile Pearl Hotel طوال اليوم؟,0.6815866231918335
FAQ0451,FAQ0469,INT001,INT006,French,Arabic,Dans quelle ville se trouve le Nile Pearl Hotel ?,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,0.6814355254173279
FAQ0463,FAQ0467,INT004,INT005,French,French,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?","Si je termine mon séjour au Nile Pearl Hotel, à quelle heure dois-je libérer ma chambre ?",0.6808367371559143
FAQ0454,FAQ0459,INT002,INT003,English,French,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,La réception du Nile Pearl Hotel est-elle disponible à toute heure ?,0.6800359487533569
FAQ0463,FAQ0465,INT004,INT005,French,Arabic,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,0.6764900088310242
FAQ0454,FAQ0477,INT002,INT008,English,Arabic,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,عند الوصول إلى Nile Pearl Hotel، ماذا أحتاج لإتمام إجراءات تسجيل الوصول؟,0.6763172149658203
FAQ0449,FAQ0457,INT001,INT003,Arabic,Arabic,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,هل تعمل خدمة الاستقبال في Nile Pearl Hotel طوال اليوم؟,0.6742562651634216
FAQ0453,FAQ0457,INT002,INT003,Arabic,Arabic,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,هل تعمل خدمة الاستقبال في Nile Pearl Hotel طوال اليوم؟,0.6741092205047607
FAQ0472,FAQ0474,INT006,INT007,Russian,English,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?","If I need to leave later than the standard time, can I request a late check-out?",0.6733525991439819
FAQ0456,FAQ0462,INT002,INT004,Russian,English,Сколько звёзд у Nile Pearl Hotel?,From what time can guests normally check in at Nile Pearl Hotel?,0.6729185581207275
FAQ0449,FAQ0461,INT001,INT004,Arabic,Arabic,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,0.6721130013465881
FAQ0449,FAQ0473,INT001,INT007,Arabic,Arabic,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,هل يمكنني طلب تسجيل المغادرة المتأخر في Nile Pearl Hotel؟,0.6719359159469604
FAQ0469,FAQ0472,INT006,INT006,Arabic,Russian,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",0.6705191135406494
FAQ0456,FAQ0471,INT002,INT006,Russian,French,Сколько звёзд у Nile Pearl Hotel?,Est-il possible de demander un enregistrement anticipé au Nile Pearl Hotel ?,0.6685115694999695
FAQ0449,FAQ0453,INT001,INT002,Arabic,Arabic,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,0.6680679321289062
FAQ0457,FAQ0467,INT003,INT005,Arabic,French,هل تعمل خدمة الاستقبال في Nile Pearl Hotel طوال اليوم؟,"Si je termine mon séjour au Nile Pearl Hotel, à quelle heure dois-je libérer ma chambre ?",0.6672236323356628
FAQ0456,FAQ0477,INT002,INT008,Russian,Arabic,Сколько звёзд у Nile Pearl Hotel?,عند الوصول إلى Nile Pearl Hotel، ماذا أحتاج لإتمام إجراءات تسجيل الوصول؟,0.6653537750244141
FAQ0473,FAQ0476,INT007,INT007,Arabic,Russian,هل يمكنني طلب تسجيل المغادرة المتأخر في Nile Pearl Hotel؟,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",0.6616208553314209
FAQ0449,FAQ0462,INT001,INT004,Arabic,English,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,From what time can guests normally check in at Nile Pearl Hotel?,0.6608393788337708
FAQ0461,FAQ0479,INT004,INT008,Arabic,French,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,0.6604171395301819
FAQ0463,FAQ0476,INT004,INT007,French,Russian,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?","Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",0.6598035097122192
FAQ0455,FAQ0466,INT002,INT005,French,English,Quelle est la catégorie du Nile Pearl Hotel ?,What is the standard check-out time at Nile Pearl Hotel?,0.659538984298706
FAQ0455,FAQ0469,INT002,INT006,French,Arabic,Quelle est la catégorie du Nile Pearl Hotel ?,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,0.6583832502365112
FAQ0475,FAQ0480,INT007,INT008,French,Russian,Le départ tardif est-il possible au Nile Pearl Hotel ?,Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,0.6568012237548828
FAQ0459,FAQ0480,INT003,INT008,French,Russian,La réception du Nile Pearl Hotel est-elle disponible à toute heure ?,Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,0.6559937596321106
FAQ0454,FAQ0475,INT002,INT007,English,French,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,Le départ tardif est-il possible au Nile Pearl Hotel ?,0.6548686623573303
FAQ0454,FAQ0471,INT002,INT006,English,French,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,Est-il possible de demander un enregistrement anticipé au Nile Pearl Hotel ?,0.654861569404602
FAQ0453,FAQ0471,INT002,INT006,Arabic,French,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,Est-il possible de demander un enregistrement anticipé au Nile Pearl Hotel ?,0.6545957326889038
FAQ0449,FAQ0469,INT001,INT006,Arabic,Arabic,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,0.6541870832443237
FAQ0459,FAQ0478,INT003,INT008,French,English,La réception du Nile Pearl Hotel est-elle disponible à toute heure ?,What identification is required to complete check-in at Nile Pearl Hotel?,0.6521285772323608
FAQ0463,FAQ0464,INT004,INT004,French,Russian,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",Во сколько начинается стандартное заселение в Nile Pearl Hotel?,0.6514507532119751
FAQ0464,FAQ0478,INT004,INT008,Russian,English,Во сколько начинается стандартное заселение в Nile Pearl Hotel?,What identification is required to complete check-in at Nile Pearl Hotel?,0.6509376764297485
FAQ0453,FAQ0477,INT002,INT008,Arabic,Arabic,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,عند الوصول إلى Nile Pearl Hotel، ماذا أحتاج لإتمام إجراءات تسجيل الوصول؟,0.6491407155990601
FAQ0470,FAQ0472,INT006,INT006,English,Russian,Can I request an early check-in before the normal check-in time?,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",0.648682713508606
FAQ0467,FAQ0471,INT005,INT006,French,French,"Si je termine mon séjour au Nile Pearl Hotel, à quelle heure dois-je libérer ma chambre ?",Est-il possible de demander un enregistrement anticipé au Nile Pearl Hotel ?,0.64845210313797
FAQ0453,FAQ0462,INT002,INT004,Arabic,English,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,From what time can guests normally check in at Nile Pearl Hotel?,0.6480574607849121
FAQ0452,FAQ0466,INT001,INT005,Russian,English,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?",What is the standard check-out time at Nile Pearl Hotel?,0.6476813554763794
FAQ0455,FAQ0480,INT002,INT008,French,Russian,Quelle est la catégorie du Nile Pearl Hotel ?,Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,0.6466110944747925
FAQ0455,FAQ0479,INT002,INT008,French,French,Quelle est la catégorie du Nile Pearl Hotel ?,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,0.6459462642669678
FAQ0450,FAQ0469,INT001,INT006,English,Arabic,Which city is home to the Nile Pearl Hotel?,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,0.6459258794784546
FAQ0475,FAQ0479,INT007,INT008,French,French,Le départ tardif est-il possible au Nile Pearl Hotel ?,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,0.6456552743911743
FAQ0451,FAQ0467,INT001,INT005,French,French,Dans quelle ville se trouve le Nile Pearl Hotel ?,"Si je termine mon séjour au Nile Pearl Hotel, à quelle heure dois-je libérer ma chambre ?",0.6455317735671997
FAQ0457,FAQ0478,INT003,INT008,Arabic,English,هل تعمل خدمة الاستقبال في Nile Pearl Hotel طوال اليوم؟,What identification is required to complete check-in at Nile Pearl Hotel?,0.6454863548278809
FAQ0468,FAQ0478,INT005,INT008,Russian,English,К какому времени нужно освободить номер в Nile Pearl Hotel?,What identification is required to complete check-in at Nile Pearl Hotel?,0.6452553272247314
FAQ0460,FAQ0476,INT003,INT007,Russian,Russian,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?","Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",0.6450262069702148
FAQ0461,FAQ0480,INT004,INT008,Arabic,Russian,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,0.6450222730636597
FAQ0451,FAQ0466,INT001,INT005,French,English,Dans quelle ville se trouve le Nile Pearl Hotel ?,What is the standard check-out time at Nile Pearl Hotel?,0.6432626843452454
FAQ0463,FAQ0468,INT004,INT005,French,Russian,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",К какому времени нужно освободить номер в Nile Pearl Hotel?,0.6432529091835022
FAQ0459,FAQ0479,INT003,INT008,French,French,La réception du Nile Pearl Hotel est-elle disponible à toute heure ?,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,0.6417654156684875
FAQ0456,FAQ0473,INT002,INT007,Russian,Arabic,Сколько звёзд у Nile Pearl Hotel?,هل يمكنني طلب تسجيل المغادرة المتأخر في Nile Pearl Hotel؟,0.6414502263069153
FAQ0461,FAQ0463,INT004,INT004,Arabic,French,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",0.6408591270446777
FAQ0451,FAQ0478,INT001,INT008,French,English,Dans quelle ville se trouve le Nile Pearl Hotel ?,What identification is required to complete check-in at Nile Pearl Hotel?,0.6405152082443237
FAQ0453,FAQ0475,INT002,INT007,Arabic,French,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,Le départ tardif est-il possible au Nile Pearl Hotel ?,0.6396301984786987
FAQ0457,FAQ0480,INT003,INT008,Arabic,Russian,هل تعمل خدمة الاستقبال في Nile Pearl Hotel طوال اليوم؟,Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,0.6393026113510132
FAQ0455,FAQ0467,INT002,INT005,French,French,Quelle est la catégorie du Nile Pearl Hotel ?,"Si je termine mon séjour au Nile Pearl Hotel, à quelle heure dois-je libérer ma chambre ?",0.6385226249694824
FAQ0463,FAQ0472,INT004,INT006,French,Russian,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?","Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",0.638501763343811
FAQ0454,FAQ0461,INT002,INT004,English,Arabic,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,0.6381505727767944
FAQ0463,FAQ0469,INT004,INT006,French,Arabic,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,0.637871503829956
FAQ0454,FAQ0478,INT002,INT008,English,English,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,What identification is required to complete check-in at Nile Pearl Hotel?,0.6371651291847229
FAQ0454,FAQ0462,INT002,INT004,English,English,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,From what time can guests normally check in at Nile Pearl Hotel?,0.6359460949897766
FAQ0475,FAQ0478,INT007,INT008,French,English,Le départ tardif est-il possible au Nile Pearl Hotel ?,What identification is required to complete check-in at Nile Pearl Hotel?,0.635811984539032
FAQ0453,FAQ0478,INT002,INT008,Arabic,English,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,What identification is required to complete check-in at Nile Pearl Hotel?,0.6308243274688721
FAQ0452,FAQ0478,INT001,INT008,Russian,English,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?",What identification is required to complete check-in at Nile Pearl Hotel?,0.63042151927948
FAQ0462,FAQ0480,INT004,INT008,English,Russian,From what time can guests normally check in at Nile Pearl Hotel?,Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,0.6296005249023438
FAQ0452,FAQ0480,INT001,INT008,Russian,Russian,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?",Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,0.6275407671928406
FAQ0454,FAQ0464,INT002,INT004,English,Russian,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,Во сколько начинается стандартное заселение в Nile Pearl Hotel?,0.6244849562644958
FAQ0456,FAQ0466,INT002,INT005,Russian,English,Сколько звёзд у Nile Pearl Hotel?,What is the standard check-out time at Nile Pearl Hotel?,0.6209561824798584
FAQ0468,FAQ0480,INT005,INT008,Russian,Russian,К какому времени нужно освободить номер в Nile Pearl Hotel?,Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,0.6205040216445923
FAQ0467,FAQ0476,INT005,INT007,French,Russian,"Si je termine mon séjour au Nile Pearl Hotel, à quelle heure dois-je libérer ma chambre ?","Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",0.6198482513427734
FAQ0468,FAQ0479,INT005,INT008,Russian,French,К какому времени нужно освободить номер в Nile Pearl Hotel?,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,0.6193198561668396
FAQ0456,FAQ0478,INT002,INT008,Russian,English,Сколько звёзд у Nile Pearl Hotel?,What identification is required to complete check-in at Nile Pearl Hotel?,0.6188562512397766
FAQ0456,FAQ0467,INT002,INT005,Russian,French,Сколько звёзд у Nile Pearl Hotel?,"Si je termine mon séjour au Nile Pearl Hotel, à quelle heure dois-je libérer ma chambre ?",0.6175198554992676
FAQ0450,FAQ0467,INT001,INT005,English,French,Which city is home to the Nile Pearl Hotel?,"Si je termine mon séjour au Nile Pearl Hotel, à quelle heure dois-je libérer ma chambre ?",0.6166133880615234
FAQ0454,FAQ0473,INT002,INT007,English,Arabic,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,هل يمكنني طلب تسجيل المغادرة المتأخر في Nile Pearl Hotel؟,0.6153544187545776
