booking_id,customer_id,room_id,room_type_id,check_in,check_out,nights,adults,children,booking_status,booking_channel,price_per_night,total_amount
B002367,C004707,R248,RT006,2026-06-06,2026-06-19,13,4,0,Confirmed,Mobile App,5751.17,74765.21
B002368,C007913,R198,RT004,2027-03-01,2027-03-04,3,2,0,Completed,Booking Platform,4600.22,13800.66
B002369,C000002,R165,RT003,2026-04-26,2026-05-08,12,1,0,Completed,Mobile App,3229.74,38756.88
B002370,C009427,R138,RT002,2026-10-03,2026-10-09,6,2,0,Cancelled,Website,3182.11,19092.66
B002371,C007515,R246,RT006,2026-03-10,2026-03-11,1,1,0,Confirmed,Phone,7416.5,7416.5
B002372,C001327,R174,RT003,2026-12-09,2026-12-13,4,1,0,Completed,Website,2611.88,10447.52
B002373,C008834,R125,RT002,2027-01-05,2027-01-18,13,1,1,Confirmed,Phone,2373.08,30850.04
B002374,C009785,R141,RT002,2027-05-20,2027-05-30,10,1,0,No-show,Booking Platform,2942.08,29420.8
B002375,C002295,R162,RT003,2026-09-18,2026-09-29,11,1,0,Cancelled,Phone,3055.61,33611.71
B002376,C008796,R228,RT005,2025-08-24,2025-08-26,2,4,0,Confirmed,Travel Agent,3916.49,7832.98
B002377,C004603,R173,RT003,2026-03-23,2026-03-30,7,2,0,Confirmed,Booking Platform,2343.18,16402.26
B002378,C007299,R250,RT006,2026-02-05,2026-02-15,10,4,1,Confirmed,Booking Platform,7339.68,73396.8
B002379,C008868,R213,RT004,2026-07-15,2026-07-29,14,2,2,Cancelled,Booking Platform,4167.58,58346.12
B002380,C006039,R183,RT003,2026-06-30,2026-07-07,7,2,1,Confirmed,Phone,2385.47,16698.29
B002381,C000717,R191,RT004,2026-06-10,2026-06-12,2,1,0,Confirmed,Phone,4530.71,9061.42
B002382,C004691,R184,RT003,2026-01-11,2026-01-14,3,2,0,Confirmed,Phone,3263.03,9789.09
B002383,C006738,R212,RT004,2027-05-06,2027-05-11,5,1,0,Cancelled,Booking Platform,4818.29,24091.45
B002384,C005696,R120,RT001,2025-09-15,2025-09-21,6,1,0,Completed,Mobile App,2255.39,13532.34
B002385,C002563,R242,RT006,2027-06-02,2027-06-12,10,1,0,Confirmed,Travel Agent,7294.19,72941.9
B002386,C004644,R172,RT003,2026-04-24,2026-04-25,1,1,0,Confirmed,Mobile App,2574.78,2574.78
B002387,C001852,R200,RT004,2027-01-31,2027-02-14,14,3,2,Cancelled,Website,4509.64,63134.96
B002388,C004856,R134,RT002,2027-05-26,2027-06-03,8,2,0,Confirmed,Booking Platform,2394.47,19155.76
B002389,C007415,R182,RT003,2026-08-13,2026-08-16,3,2,2,Confirmed,Mobile App,2457.18,7371.54
B002390,C001678,R221,RT005,2027-05-14,2027-05-17,3,2,0,Confirmed,Phone,4587.11,13761.33
B002391,C005080,R204,RT004,2026-08-02,2026-08-05,3,2,2,Confirmed,Booking Platform,4637.59,13912.77
B002392,C005661,R232,RT005,2027-05-09,2027-05-21,12,3,1,No-show,Booking Platform,5152.37,61828.44
B002393,C008809,R168,RT003,2026-07-07,2026-07-17,10,1,0,Confirmed,Mobile App,2497.83,24978.3
B002394,C009987,R127,RT002,2026-04-06,2026-04-12,6,1,0,Confirmed,Phone,2475.44,14852.64
B002395,C004279,R247,RT006,2026-12-01,2026-12-13,12,1,0,Completed,Booking Platform,7708.61,92503.32
B002396,C003698,R238,RT006,2026-08-05,2026-08-11,6,3,0,Confirmed,Travel Agent,8402.65,50415.9
B002397,C002599,R167,RT003,2027-02-26,2027-03-01,3,1,0,Confirmed,Booking Platform,2913.97,8741.91
B002398,C009834,R178,RT003,2027-07-03,2027-07-15,12,2,1,Cancelled,Mobile App,3498.8,41985.6
B002399,C000863,R122,RT002,2026-10-07,2026-10-09,2,2,0,Confirmed,Booking Platform,2269.85,4539.7
B002400,C001543,R250,RT006,2026-03-17,2026-03-30,13,3,2,Confirmed,Mobile App,6049.72,78646.36
B002401,C000396,R249,RT006,2025-10-01,2025-10-11,10,4,0,No-show,Website,7120.17,71201.7
B002402,C009527,R231,RT005,2026-10-09,2026-10-18,9,4,1,Completed,Phone,4745.62,42710.58
B002403,C003574,R248,RT006,2025-11-05,2025-11-08,3,3,0,Confirmed,Mobile App,6239.28,18717.84
B002404,C000222,R200,RT004,2027-04-22,2027-04-23,1,2,0,Completed,Phone,4354.89,4354.89
B002405,C007362,R210,RT004,2027-04-04,2027-04-11,7,3,1,Confirmed,Booking Platform,3530.52,24713.64
B002406,C004731,R244,RT006,2026-11-17,2026-11-20,3,2,0,Confirmed,Phone,7163.39,21490.17
B002407,C009449,R116,RT001,2025-12-18,2025-12-22,4,1,0,Completed,Mobile App,1743.86,6975.44
B002408,C006009,R113,RT001,2026-02-23,2026-03-02,7,1,1,No-show,Booking Platform,1665.94,11661.58
B002409,C000452,R121,RT002,2025-10-15,2025-10-17,2,2,0,Completed,Mobile App,2536.79,5073.58
B002410,C001593,R179,RT003,2027-03-29,2027-04-05,7,1,0,Completed,Website,2840.49,19883.43
B002411,C000950,R109,RT001,2026-09-15,2026-09-27,12,1,0,Cancelled,Booking Platform,1767.35,21208.2
B002412,C004634,R168,RT003,2026-01-08,2026-01-09,1,1,0,Cancelled,Travel Agent,3013.64,3013.64
B002413,C001311,R246,RT006,2025-10-16,2025-10-24,8,2,0,Completed,Phone,7636.23,61089.84
B002414,C004321,R110,RT001,2025-12-25,2025-12-26,1,1,0,Confirmed,Mobile App,1614.03,1614.03
B002415,C001501,R236,RT006,2025-11-16,2025-11-28,12,4,0,Confirmed,Travel Agent,5807.22,69686.64
B002416,C002744,R114,RT001,2027-06-18,2027-06-21,3,1,1,No-show,Booking Platform,2005.13,6015.39
B002417,C007139,R175,RT003,2027-05-03,2027-05-13,10,1,0,Completed,Website,3083.3,30833.0
B002418,C004085,R145,RT002,2025-09-15,2025-09-26,11,2,2,Completed,Booking Platform,2875.84,31634.24
B002419,C006251,R246,RT006,2026-12-18,2026-12-25,7,2,1,Confirmed,Mobile App,6491.54,45440.78
B002420,C001920,R108,RT001,2026-03-17,2026-03-25,8,1,1,Completed,Travel Agent,2235.55,17884.4
B002421,C001855,R128,RT002,2026-04-01,2026-04-09,8,1,0,Confirmed,Mobile App,2651.86,21214.88
B002422,C007376,R102,RT001,2026-05-26,2026-06-04,9,1,0,Completed,Mobile App,2126.04,19134.36
B002423,C000369,R147,RT002,2025-08-20,2025-08-25,5,2,0,Completed,Website,2428.04,12140.2
B002424,C003032,R146,RT002,2027-04-07,2027-04-16,9,2,0,Confirmed,Travel Agent,2887.07,25983.63
B002425,C000449,R102,RT001,2026-07-11,2026-07-14,3,1,1,Completed,Mobile App,1761.14,5283.42
B002426,C002950,R163,RT003,2027-07-02,2027-07-07,5,1,0,Confirmed,Booking Platform,2692.37,13461.85
B002427,C006855,R223,RT005,2027-08-15,2027-08-22,7,3,1,Confirmed,Booking Platform,5531.82,38722.74
B002428,C003854,R172,RT003,2026-02-19,2026-02-23,4,1,0,Confirmed,Mobile App,2704.54,10818.16
B002429,C003850,R199,RT004,2027-01-04,2027-01-07,3,3,0,Confirmed,Mobile App,4871.14,14613.42
B002430,C005414,R145,RT002,2027-08-04,2027-08-11,7,2,2,Confirmed,Phone,2381.99,16673.93
B002431,C001093,R238,RT006,2027-01-01,2027-01-02,1,1,0,Confirmed,Website,7629.09,7629.09
B002432,C008307,R174,RT003,2025-09-15,2025-09-16,1,2,0,No-show,Booking Platform,3102.84,3102.84
B002433,C009997,R173,RT003,2025-12-08,2025-12-21,13,1,1,No-show,Booking Platform,3347.64,43519.32
B002434,C007608,R146,RT002,2026-09-18,2026-09-21,3,2,1,Confirmed,Website,2200.19,6600.57
B002435,C002641,R159,RT003,2026-09-26,2026-09-28,2,2,0,Confirmed,Mobile App,3059.3,6118.6
B002436,C007061,R141,RT002,2026-07-26,2026-08-08,13,1,0,Confirmed,Mobile App,2933.28,38132.64
B002437,C002842,R153,RT002,2025-08-15,2025-08-22,7,1,1,Cancelled,Phone,3032.61,21228.27
B002438,C001167,R113,RT001,2025-12-02,2025-12-14,12,1,0,Confirmed,Booking Platform,2003.3,24039.6
B002439,C003261,R163,RT003,2027-05-13,2027-05-19,6,2,0,Cancelled,Booking Platform,3369.14,20214.84
B002440,C000848,R120,RT001,2026-10-17,2026-10-24,7,1,0,Completed,Website,2080.19,14561.33
B002441,C002078,R179,RT003,2026-04-03,2026-04-15,12,2,0,Completed,Booking Platform,3062.0,36744.0
B002442,C005856,R186,RT004,2026-12-27,2026-12-31,4,2,0,Confirmed,Website,4131.06,16524.24
B002443,C005039,R135,RT002,2027-04-15,2027-04-17,2,2,0,Completed,Phone,2521.25,5042.5
B002444,C005697,R176,RT003,2027-06-09,2027-06-15,6,2,0,Confirmed,Booking Platform,3073.86,18443.16
B002445,C005060,R191,RT004,2026-05-06,2026-05-14,8,1,1,Completed,Booking Platform,4561.55,36492.4
B002446,C001464,R238,RT006,2025-10-11,2025-10-18,7,4,1,Cancelled,Booking Platform,8140.71,56984.97
B002447,C005617,R191,RT004,2027-02-20,2027-02-24,4,3,0,Completed,Phone,4654.01,18616.04
B002448,C001996,R106,RT001,2027-06-14,2027-06-24,10,1,0,Completed,Website,1763.92,17639.2
B002449,C007972,R145,RT002,2025-10-20,2025-10-28,8,1,0,Confirmed,Website,2695.5,21564.0
B002450,C008126,R209,RT004,2026-12-07,2026-12-11,4,3,0,No-show,Website,4136.12,16544.48
B002451,C003835,R249,RT006,2026-07-24,2026-07-28,4,1,1,Completed,Phone,6062.41,24249.64
B002452,C006011,R123,RT002,2025-11-06,2025-11-13,7,2,2,Confirmed,Booking Platform,2500.45,17503.15
B002453,C009515,R173,RT003,2027-05-16,2027-05-18,2,1,0,Confirmed,Mobile App,2863.54,5727.08
B002454,C006378,R239,RT006,2027-04-05,2027-04-17,12,1,0,Confirmed,Mobile App,8141.04,97692.48
B002455,C005168,R134,RT002,2027-02-24,2027-03-03,7,1,0,Completed,Travel Agent,2854.99,19984.93
B002456,C007500,R146,RT002,2026-05-19,2026-05-20,1,1,0,Confirmed,Booking Platform,2616.53,2616.53
B002457,C003856,R124,RT002,2027-08-05,2027-08-16,11,2,0,Confirmed,Booking Platform,2275.95,25035.45
B002458,C004603,R116,RT001,2026-03-04,2026-03-15,11,1,0,Completed,Phone,2106.27,23168.97
B002459,C004209,R181,RT003,2026-11-24,2026-12-08,14,1,1,No-show,Booking Platform,3397.9,47570.6
B002460,C004083,R236,RT006,2027-08-11,2027-08-13,2,4,1,Completed,Website,8024.11,16048.22
B002461,C002452,R229,RT005,2026-02-12,2026-02-14,2,1,0,Cancelled,Phone,5419.69,10839.38
B002462,C001674,R121,RT002,2026-12-18,2026-12-22,4,2,1,Confirmed,Mobile App,2908.24,11632.96
B002463,C007290,R210,RT004,2026-04-05,2026-04-14,9,1,0,Confirmed,Phone,4788.87,43099.83
B002464,C005227,R245,RT006,2027-05-10,2027-05-19,9,1,1,Cancelled,Website,6471.62,58244.58
B002465,C002934,R141,RT002,2027-06-13,2027-06-15,2,1,0,Confirmed,Booking Platform,3129.07,6258.14
B002466,C009462,R166,RT003,2025-11-26,2025-12-06,10,1,1,Cancelled,Booking Platform,2594.0,25940.0
B002467,C009300,R112,RT001,2027-02-02,2027-02-10,8,1,0,Confirmed,Booking Platform,1820.66,14565.28
B002468,C002616,R207,RT004,2027-02-27,2027-03-02,3,1,0,Confirmed,Mobile App,3926.49,11779.47
B002469,C007152,R181,RT003,2026-01-02,2026-01-12,10,1,0,Cancelled,Phone,3300.81,33008.1
B002470,C005959,R198,RT004,2026-08-28,2026-09-01,4,2,1,Confirmed,Travel Agent,3891.56,15566.24
B002471,C001783,R201,RT004,2026-04-27,2026-05-07,10,2,0,Confirmed,Travel Agent,4516.24,45162.4
B002472,C006060,R171,RT003,2027-01-03,2027-01-13,10,2,0,Confirmed,Travel Agent,3323.35,33233.5
B002473,C007915,R190,RT004,2026-01-14,2026-01-15,1,1,0,Completed,Booking Platform,4485.82,4485.82
B002474,C009594,R216,RT005,2026-10-15,2026-10-27,12,2,0,Confirmed,Website,5739.64,68875.68
B002475,C003302,R229,RT005,2026-10-04,2026-10-05,1,1,0,Completed,Website,4100.09,4100.09
B002476,C003911,R200,RT004,2025-10-29,2025-10-31,2,2,0,Completed,Website,4186.82,8373.64
B002477,C009829,R235,RT005,2027-02-23,2027-03-04,9,4,1,Confirmed,Booking Platform,5821.96,52397.64
B002478,C004973,R216,RT005,2026-02-10,2026-02-18,8,3,0,Confirmed,Travel Agent,5687.04,45496.32
B002479,C006963,R182,RT003,2026-08-23,2026-09-05,13,1,0,Completed,Website,3392.7,44105.1
B002480,C009620,R248,RT006,2026-06-23,2026-07-05,12,3,1,Cancelled,Mobile App,7097.73,85172.76
B002481,C005953,R246,RT006,2025-11-04,2025-11-14,10,1,0,Completed,Phone,7899.99,78999.9
B002482,C004551,R144,RT002,2026-03-31,2026-04-13,13,2,2,No-show,Booking Platform,2914.86,37893.18
B002483,C009229,R222,RT005,2025-12-20,2025-12-31,11,2,1,Completed,Travel Agent,4362.01,47982.11
B002484,C001110,R130,RT002,2027-03-29,2027-04-09,11,1,0,Completed,Website,2702.74,29730.14
B002485,C006756,R230,RT005,2027-06-06,2027-06-19,13,4,2,Cancelled,Website,3834.73,49851.49
B002486,C000742,R173,RT003,2027-03-25,2027-04-04,10,2,0,Cancelled,Mobile App,2556.36,25563.6
B002487,C009802,R104,RT001,2027-04-16,2027-04-21,5,1,0,Confirmed,Phone,2338.52,11692.6
B002488,C007119,R106,RT001,2026-05-26,2026-05-28,2,1,0,Confirmed,Mobile App,1628.41,3256.82
B002489,C008829,R235,RT005,2026-12-19,2026-12-26,7,4,0,Confirmed,Website,3984.02,27888.14
B002490,C006501,R182,RT003,2025-08-21,2025-08-29,8,1,0,Completed,Website,2809.07,22472.56
B002491,C000327,R175,RT003,2027-06-11,2027-06-20,9,1,0,Cancelled,Mobile App,2362.3,21260.7
B002492,C002154,R177,RT003,2026-10-19,2026-10-28,9,1,0,Confirmed,Website,2840.74,25566.66
B002493,C008418,R247,RT006,2027-05-19,2027-05-20,1,3,1,Confirmed,Website,7098.85,7098.85
B002494,C009836,R161,RT003,2025-11-22,2025-11-23,1,2,1,Confirmed,Travel Agent,2837.71,2837.71
B002495,C001765,R126,RT002,2027-05-19,2027-06-02,14,2,0,Confirmed,Booking Platform,2235.78,31300.92
B002496,C005619,R101,RT001,2025-10-11,2025-10-22,11,1,1,Cancelled,Booking Platform,2202.61,24228.71
B002497,C007482,R234,RT005,2025-12-28,2025-12-31,3,2,0,Completed,Mobile App,4899.53,14698.59
B002498,C007268,R121,RT002,2026-05-26,2026-06-08,13,2,0,Completed,Phone,3205.21,41667.73
B002499,C002742,R164,RT003,2026-09-05,2026-09-17,12,2,0,Confirmed,Travel Agent,2972.71,35672.52
B002500,C009380,R162,RT003,2026-01-13,2026-01-27,14,2,0,Completed,Website,2594.22,36319.08
B002501,C001960,R179,RT003,2026-07-19,2026-07-31,12,2,0,Completed,Booking Platform,3023.87,36286.44
B002502,C001519,R228,RT005,2026-04-18,2026-04-24,6,1,2,Confirmed,Travel Agent,4103.09,24618.54
B002503,C004629,R152,RT002,2025-11-08,2025-11-09,1,1,1,Confirmed,Booking Platform,2437.78,2437.78
B002504,C009408,R105,RT001,2026-09-12,2026-09-15,3,1,0,Completed,Phone,1852.87,5558.61
B002505,C002172,R167,RT003,2026-04-14,2026-04-20,6,1,0,Completed,Booking Platform,3449.92,20699.52
B002506,C001091,R229,RT005,2026-06-05,2026-06-09,4,3,0,Confirmed,Website,3857.68,15430.72
B002507,C001818,R176,RT003,2026-12-19,2026-12-20,1,2,0,Confirmed,Website,3403.63,3403.63
B002508,C000582,R228,RT005,2025-12-16,2025-12-21,5,2,2,Completed,Booking Platform,4543.65,22718.25
B002509,C005905,R186,RT004,2026-03-23,2026-03-25,2,3,2,Completed,Travel Agent,4316.05,8632.1
B002510,C004703,R157,RT003,2027-01-26,2027-02-09,14,2,2,Confirmed,Booking Platform,3319.5,46473.0
B002511,C003720,R207,RT004,2026-09-21,2026-09-28,7,1,0,Completed,Mobile App,4739.17,33174.19
B002512,C000433,R153,RT002,2027-01-13,2027-01-25,12,2,0,Cancelled,Mobile App,3051.72,36620.64
B002513,C008892,R217,RT005,2025-10-27,2025-10-28,1,1,0,Confirmed,Mobile App,4784.95,4784.95
B002514,C008487,R159,RT003,2026-02-11,2026-02-21,10,1,0,Confirmed,Booking Platform,2689.37,26893.7
B002515,C003447,R206,RT004,2026-05-02,2026-05-05,3,3,0,Cancelled,Mobile App,4877.75,14633.25
B002516,C003222,R192,RT004,2026-12-24,2026-12-25,1,1,0,Confirmed,Phone,4550.74,4550.74
B002517,C004870,R124,RT002,2026-04-28,2026-04-30,2,2,0,No-show,Phone,2346.31,4692.62
B002518,C005299,R149,RT002,2026-06-30,2026-07-02,2,2,1,Cancelled,Phone,2263.94,4527.88
B002519,C008270,R231,RT005,2026-05-30,2026-06-02,3,4,1,Confirmed,Booking Platform,4971.5,14914.5
B002520,C004892,R201,RT004,2027-05-11,2027-05-14,3,3,0,No-show,Booking Platform,4750.9,14252.7
B002521,C003433,R176,RT003,2025-12-29,2026-01-09,11,2,1,Confirmed,Mobile App,3410.31,37513.41
B002522,C002272,R243,RT006,2027-06-24,2027-06-30,6,3,0,Confirmed,Booking Platform,6483.6,38901.6
B002523,C009068,R110,RT001,2027-05-05,2027-05-16,11,1,2,Confirmed,Travel Agent,2155.34,23708.74
B002524,C007695,R177,RT003,2026-12-28,2027-01-01,4,1,0,Confirmed,Booking Platform,3043.06,12172.24
B002525,C000096,R141,RT002,2026-10-10,2026-10-18,8,1,0,Completed,Phone,2196.11,17568.88
B002526,C006012,R103,RT001,2025-11-24,2025-12-01,7,1,0,Confirmed,Phone,2187.55,15312.85
B002527,C003843,R208,RT004,2025-09-29,2025-10-02,3,2,1,Confirmed,Travel Agent,4061.93,12185.79
B002528,C004386,R124,RT002,2027-04-27,2027-05-05,8,1,0,Confirmed,Booking Platform,2401.31,19210.48
B002529,C007890,R222,RT005,2027-05-25,2027-06-05,11,3,2,Cancelled,Booking Platform,5751.8,63269.8
B002530,C002532,R151,RT002,2027-05-09,2027-05-18,9,1,2,Confirmed,Booking Platform,2584.17,23257.53
B002531,C008606,R219,RT005,2026-11-28,2026-12-04,6,1,0,No-show,Travel Agent,4669.77,28018.62
B002532,C003217,R103,RT001,2026-04-02,2026-04-14,12,1,0,Confirmed,Phone,1930.47,23165.64
B002533,C006977,R148,RT002,2026-03-31,2026-04-05,5,1,0,Confirmed,Mobile App,2230.24,11151.2
B002534,C006865,R171,RT003,2026-09-17,2026-09-20,3,1,0,Completed,Mobile App,2696.13,8088.39
B002535,C005678,R138,RT002,2025-12-13,2025-12-22,9,2,0,Completed,Booking Platform,3001.08,27009.72
B002536,C009843,R129,RT002,2027-03-29,2027-04-03,5,1,0,Completed,Booking Platform,2246.96,11234.8
B002537,C002474,R228,RT005,2025-11-22,2025-12-03,11,4,1,Completed,Website,4321.68,47538.48
B002538,C004736,R141,RT002,2026-05-04,2026-05-12,8,1,0,Confirmed,Mobile App,3022.86,24182.88
B002539,C007612,R227,RT005,2026-01-19,2026-01-31,12,3,0,Completed,Booking Platform,5336.93,64043.16
B002540,C008440,R245,RT006,2026-05-31,2026-06-13,13,1,0,Completed,Booking Platform,6955.66,90423.58
B002541,C005426,R107,RT001,2025-12-05,2025-12-18,13,1,0,Confirmed,Booking Platform,1975.78,25685.14
B002542,C001994,R167,RT003,2026-11-13,2026-11-16,3,2,0,Completed,Website,3327.9,9983.7
B002543,C004617,R147,RT002,2026-01-18,2026-01-22,4,2,0,Completed,Website,2853.66,11414.64
B002544,C007538,R236,RT006,2026-02-10,2026-02-24,14,2,0,Confirmed,Mobile App,6791.64,95082.96
B002545,C009993,R119,RT001,2027-05-10,2027-05-21,11,1,0,Completed,Website,1837.05,20207.55
B002546,C006960,R113,RT001,2026-07-06,2026-07-08,2,1,0,Confirmed,Booking Platform,1778.61,3557.22
B002547,C006719,R192,RT004,2026-04-13,2026-04-14,1,2,1,Confirmed,Mobile App,3886.66,3886.66
B002548,C001421,R141,RT002,2026-12-11,2026-12-19,8,1,2,Completed,Booking Platform,2815.69,22525.52
B002549,C001836,R137,RT002,2027-03-01,2027-03-10,9,1,0,Cancelled,Website,3025.19,27226.71
B002550,C006333,R155,RT002,2026-02-21,2026-03-02,9,2,0,Confirmed,Mobile App,2201.99,19817.91
B002551,C001547,R219,RT005,2026-06-04,2026-06-17,13,4,0,Confirmed,Travel Agent,4364.41,56737.33
B002552,C001757,R111,RT001,2025-10-23,2025-10-26,3,1,1,Completed,Booking Platform,2326.24,6978.72
B002553,C005770,R191,RT004,2025-10-28,2025-11-02,5,1,2,Cancelled,Website,4555.53,22777.65
B002554,C006857,R195,RT004,2026-12-31,2027-01-06,6,1,0,Confirmed,Website,3656.37,21938.22
B002555,C001738,R180,RT003,2026-01-07,2026-01-11,4,1,2,Completed,Travel Agent,3063.62,12254.48
B002556,C004579,R201,RT004,2027-06-18,2027-06-26,8,2,0,Completed,Mobile App,4219.43,33755.44
B002557,C005655,R135,RT002,2025-11-06,2025-11-15,9,1,0,Confirmed,Travel Agent,2716.32,24446.88
B002558,C002709,R201,RT004,2027-05-23,2027-06-06,14,3,2,Completed,Website,3640.78,50970.92
B002559,C001025,R231,RT005,2026-04-04,2026-04-17,13,2,0,No-show,Booking Platform,4898.53,63680.89
B002560,C009779,R194,RT004,2027-04-18,2027-04-30,12,1,0,Completed,Phone,3726.35,44716.2
B002561,C000615,R114,RT001,2025-09-08,2025-09-15,7,1,0,Completed,Travel Agent,2001.23,14008.61
B002562,C004770,R119,RT001,2026-01-26,2026-01-31,5,1,0,Confirmed,Booking Platform,2054.96,10274.8
B002563,C000295,R230,RT005,2027-01-01,2027-01-11,10,1,1,Confirmed,Phone,5115.31,51153.1
B002564,C003109,R158,RT003,2025-12-08,2025-12-12,4,2,0,Completed,Phone,2722.49,10889.96
B002565,C001209,R180,RT003,2025-12-21,2025-12-29,8,1,1,Confirmed,Booking Platform,3055.03,24440.24
B002566,C002941,R229,RT005,2026-11-14,2026-11-16,2,1,0,Confirmed,Booking Platform,4568.52,9137.04
B002567,C002607,R143,RT002,2026-04-22,2026-05-03,11,2,0,Cancelled,Mobile App,2736.43,30100.73
B002568,C001943,R148,RT002,2026-04-14,2026-04-28,14,1,0,Completed,Booking Platform,2833.04,39662.56
B002569,C004566,R109,RT001,2026-12-18,2026-12-29,11,1,0,Confirmed,Booking Platform,2210.47,24315.17
B002570,C000793,R191,RT004,2025-11-07,2025-11-09,2,2,0,Completed,Website,3255.78,6511.56
B002571,C005385,R244,RT006,2027-06-02,2027-06-04,2,4,0,Confirmed,Mobile App,7832.36,15664.72
B002572,C006869,R231,RT005,2025-11-15,2025-11-17,2,2,0,Cancelled,Booking Platform,4858.64,9717.28
B002573,C003556,R133,RT002,2026-12-11,2026-12-13,2,1,0,Confirmed,Website,2622.16,5244.32
B002574,C002964,R218,RT005,2027-07-14,2027-07-19,5,3,0,Completed,Booking Platform,5254.24,26271.2
B002575,C005439,R194,RT004,2026-02-01,2026-02-07,6,2,0,Cancelled,Mobile App,3586.98,21521.88
B002576,C006035,R193,RT004,2026-12-29,2027-01-04,6,1,0,Cancelled,Mobile App,4059.39,24356.34
B002577,C005192,R212,RT004,2025-10-01,2025-10-02,1,1,0,Completed,Website,4909.94,4909.94
B002578,C007290,R162,RT003,2026-02-18,2026-02-21,3,2,0,Confirmed,Mobile App,2676.68,8030.04
B002579,C005305,R190,RT004,2026-08-13,2026-08-19,6,2,2,Confirmed,Website,3278.64,19671.84
B002580,C002149,R232,RT005,2027-07-03,2027-07-17,14,1,1,Completed,Booking Platform,4762.52,66675.28
B002581,C008398,R127,RT002,2026-03-31,2026-04-02,2,2,0,Completed,Phone,2422.43,4844.86
B002582,C006769,R243,RT006,2026-08-16,2026-08-22,6,4,0,Completed,Travel Agent,8331.71,49990.26
B002583,C004889,R170,RT003,2027-06-28,2027-07-12,14,1,1,Confirmed,Mobile App,2763.24,38685.36
B002584,C008580,R149,RT002,2026-10-09,2026-10-18,9,1,0,Completed,Booking Platform,2315.16,20836.44
B002585,C006386,R133,RT002,2026-06-24,2026-06-28,4,1,1,Completed,Mobile App,2409.56,9638.24
B002586,C002991,R247,RT006,2026-01-26,2026-01-28,2,2,0,Confirmed,Phone,5952.49,11904.98
B002587,C007567,R137,RT002,2026-05-09,2026-05-21,12,1,0,Completed,Booking Platform,2575.98,30911.76
B002588,C008680,R219,RT005,2025-08-30,2025-09-10,11,3,1,Confirmed,Booking Platform,4893.18,53824.98
B002589,C005442,R204,RT004,2026-01-04,2026-01-10,6,3,0,Confirmed,Website,4427.63,26565.78
B002590,C000774,R244,RT006,2025-09-20,2025-10-02,12,3,0,Completed,Website,7058.77,84705.24
B002591,C001543,R216,RT005,2027-04-30,2027-05-13,13,3,0,Cancelled,Website,5316.91,69119.83
B002592,C002458,R113,RT001,2026-08-13,2026-08-19,6,1,0,Completed,Phone,1655.23,9931.38
B002593,C008608,R163,RT003,2027-07-16,2027-07-17,1,2,0,Confirmed,Travel Agent,2820.2,2820.2
B002594,C001388,R202,RT004,2026-03-07,2026-03-21,14,2,0,Cancelled,Website,4572.49,64014.86
B002595,C001888,R169,RT003,2027-03-02,2027-03-10,8,1,0,Confirmed,Booking Platform,2701.59,21612.72
B002596,C005287,R101,RT001,2027-04-06,2027-04-09,3,1,0,Completed,Website,2121.68,6365.04
B002597,C000626,R132,RT002,2026-06-06,2026-06-13,7,2,0,Completed,Website,2750.82,19255.74
B002598,C002215,R132,RT002,2025-11-05,2025-11-19,14,1,0,Confirmed,Booking Platform,3172.25,44411.5
B002599,C002091,R145,RT002,2026-06-07,2026-06-08,1,2,0,Completed,Travel Agent,3014.91,3014.91
B002600,C002503,R156,RT003,2026-09-29,2026-10-01,2,1,0,Confirmed,Website,2594.33,5188.66
B002601,C002613,R126,RT002,2027-03-16,2027-03-30,14,1,1,Confirmed,Mobile App,2699.79,37797.06
B002602,C004767,R156,RT003,2026-08-06,2026-08-10,4,2,1,Completed,Phone,2421.39,9685.56
B002603,C004474,R149,RT002,2026-06-17,2026-06-30,13,2,1,Completed,Booking Platform,2348.81,30534.53
B002604,C003062,R212,RT004,2026-03-11,2026-03-14,3,3,0,Confirmed,Phone,3603.39,10810.17
B002605,C001564,R169,RT003,2027-05-07,2027-05-08,1,1,0,Completed,Mobile App,3407.71,3407.71
B002606,C004672,R245,RT006,2026-06-15,2026-06-18,3,4,1,Confirmed,Travel Agent,6514.93,19544.79
B002607,C005857,R203,RT004,2027-05-27,2027-05-31,4,2,0,Completed,Website,3889.29,15557.16
B002608,C007386,R214,RT004,2026-10-30,2026-11-10,11,3,2,Confirmed,Mobile App,4002.06,44022.66
B002609,C000719,R104,RT001,2026-12-27,2026-12-30,3,1,0,Confirmed,Website,1941.0,5823.0
B002610,C000923,R195,RT004,2025-12-11,2025-12-21,10,3,2,Completed,Mobile App,4612.91,46129.1
B002611,C000302,R178,RT003,2026-06-05,2026-06-11,6,2,0,Confirmed,Travel Agent,2471.67,14830.02
B002612,C003616,R199,RT004,2027-05-18,2027-05-26,8,2,0,Confirmed,Booking Platform,4672.44,37379.52
B002613,C005740,R245,RT006,2025-12-11,2025-12-13,2,2,0,Confirmed,Mobile App,6605.52,13211.04
B002614,C006920,R205,RT004,2027-06-11,2027-06-20,9,3,0,Confirmed,Phone,4244.72,38202.48
B002615,C002575,R244,RT006,2025-12-17,2025-12-26,9,3,0,Confirmed,Phone,6446.08,58014.72
B002616,C002358,R142,RT002,2027-02-22,2027-03-01,7,2,0,Confirmed,Travel Agent,2608.91,18262.37
