payment_id,booking_id,payment_method,amount_paid,payment_status,refund_amount,transaction_reference
P001025,B001025,Digital Wallet,0.0,Failed,0.0,727583cb-7edd-4a9f-ab66-1f0c539de9eb
P001026,B001026,Digital Wallet,22582.28,Paid,0.0,eee618b3-cb8f-47a5-a597-3d3f5f0f2fcb
P001027,B001027,Debit Card,2312.09,Paid,0.0,d3bfda31-32fe-4a89-96f1-78cffba817ee
P001028,B001028,Cash,54575.36,Refunded,54575.36,ab41c2bb-2ea8-4049-b465-e01160398436
P001029,B001029,Bank Transfer,0.0,Pending,0.0,408e6d08-fc61-474b-ad05-5c63e9c8577b
P001030,B001030,Digital Wallet,26198.04,Refunded,26198.04,940bd478-4783-4b93-ad6a-08cab2800ba6
P001031,B001031,Debit Card,0.0,Pending,0.0,c9089f48-f2b8-4e3f-8121-fd6763cd09bc
P001032,B001032,Credit Card,30904.51,Paid,0.0,68546b0b-cb9f-40f9-8873-50a833a7069c
P001033,B001033,Debit Card,33825.9,Paid,0.0,4fa9059f-9d55-4e7e-84b7-6752c43f20c2
P001034,B001034,Credit Card,23042.64,Paid,0.0,1a060da6-01c5-4ed2-a9c9-cb5daa5bcf88
P001035,B001035,Credit Card,20531.46,Paid,0.0,3bdc4791-324f-4a2a-82e4-e1b6f5afc38a
P001036,B001036,Credit Card,13334.8,Paid,0.0,5b44f613-672c-44ba-8ed5-53c2b06d3d4b
P001037,B001037,Digital Wallet,0.0,Pending,0.0,dff03f5c-e209-41ec-b100-c49ed4bb1780
P001038,B001038,Credit Card,15779.3,Partially Refunded,7640.91,9e5dfa69-c803-4542-b093-773d13d2e43e
P001039,B001039,Credit Card,42611.66,Paid,0.0,bf9aecf4-e2ed-4432-9142-49d9baccb037
P001040,B001040,Credit Card,31216.3,Refunded,31216.3,0593e21d-2aa9-4fb6-b589-df832607f5a3
P001041,B001041,Credit Card,19539.12,Refunded,19539.12,b78d162a-5266-403c-aae3-343d4ef145b1
P001042,B001042,Credit Card,18990.3,Paid,0.0,609d1994-130c-41fe-a063-114b7493fbb0
P001043,B001043,Debit Card,22595.76,Paid,0.0,e85164ee-e693-41ce-bae8-1c3df6ca9f5b
P001044,B001044,Digital Wallet,18889.9,Paid,0.0,9de57739-ae24-4796-b8f2-5c76c566e91f
P001045,B001045,Credit Card,6845.9,Paid,0.0,909d468f-6a19-4699-ab95-49fd4ca5182a
P001046,B001046,Debit Card,16302.5,Paid,0.0,9315ca44-e1aa-4dcb-a74a-204d7e78af8f
P001047,B001047,Digital Wallet,55600.09,Paid,0.0,a258014d-5d67-4e57-85ac-cc2f5f231b9f
P001048,B001048,Debit Card,22893.92,Paid,0.0,e095827b-909c-445c-8d3a-5a98dba7bba6
P001049,B001049,Digital Wallet,5713.8,Partially Refunded,1294.02,c83ea038-0ea0-4893-8c0e-4128a890738b
P001050,B001050,Debit Card,37221.21,Paid,0.0,6ed9a088-6df0-42f3-bc4d-63d4649d6384
P001051,B001051,Cash,15276.3,Partially Refunded,5268.34,7115e3c8-81af-4000-8ddf-90d6a1e6288c
P001052,B001052,Credit Card,14280.36,Paid,0.0,208d3e31-3acc-4ed0-baf9-02fce4149422
P001053,B001053,Credit Card,11009.65,Paid,0.0,1817eb1a-11eb-4cde-943f-965dd9e98a27
P001054,B001054,Digital Wallet,97247.22,Paid,0.0,aa8315b9-14ee-4209-9de6-be4a5501c4be
P001055,B001055,Credit Card,0.0,Pending,0.0,dd1a17cc-1b6f-4e43-a99a-27084431e974
P001056,B001056,Cash,5005.48,Paid,0.0,c47f2b6f-7d5c-4c42-9665-229aee66e950
P001057,B001057,Debit Card,55582.92,Paid,0.0,cce0c8d8-0c3c-4662-bcb2-47f7504a7099
P001058,B001058,Debit Card,8833.68,Paid,0.0,59068d9f-b674-4b14-bb04-543c55899d5d
P001059,B001059,Cash,45337.37,Paid,0.0,bb45f930-ba69-4380-95f7-9ed2b2acfc45
P001060,B001060,Credit Card,0.0,Pending,0.0,6217f027-63d4-4bd0-9da6-c302b164e057
P001061,B001061,Credit Card,23417.55,Paid,0.0,be8d85ab-e2f7-4ea0-bd50-871393585c08
P001062,B001062,Credit Card,32428.48,Paid,0.0,2d3b7f0f-ef6f-4f0d-a55f-0845999eece2
P001063,B001063,Credit Card,0.0,Failed,0.0,c56e10d9-f37c-4a1d-954f-edb9e4e5a530
P001064,B001064,Credit Card,17531.04,Refunded,17531.04,d26a34bc-d4d1-43a3-9f79-7886b778a93e
P001065,B001065,Cash,8728.26,Paid,0.0,2ad0ac84-bd48-46fd-9e23-579c52600f7c
P001066,B001066,Debit Card,11443.64,Paid,0.0,255aa6a9-625e-46d3-87c9-692ef59a8c71
P001067,B001067,Cash,24131.03,Partially Refunded,7670.7,224b6f26-39db-4c9d-86d0-c35a7a31098a
P001068,B001068,Debit Card,16779.27,Partially Refunded,6022.57,cbd64154-d4b4-4905-8467-282da3e222b1
P001069,B001069,Debit Card,5572.47,Refunded,5572.47,b27b6b0b-0837-4897-9ebd-e37892bdaa2e
P001070,B001070,Debit Card,0.0,Pending,0.0,f3e9d1db-4dd4-49c1-964b-0f8f92660f1f
P001071,B001071,Credit Card,18096.19,Paid,0.0,50c10b51-d28f-4816-9ac9-32713ac8b440
P001072,B001072,Cash,9878.56,Refunded,9878.56,0f4096c8-f618-4cc0-af54-82aea9f1fad4
P001073,B001073,Debit Card,18969.8,Paid,0.0,14264f33-715b-41de-95bb-17d712c034b6
P001074,B001074,Debit Card,36873.9,Paid,0.0,8d30acdc-21d9-4697-b028-50e0e5999c49
P001075,B001075,Digital Wallet,16230.44,Paid,0.0,1fd970b1-2801-4238-bf5a-25d1f37fcb4b
P001076,B001076,Credit Card,24228.16,Paid,0.0,1241bd90-5fa1-4900-975f-ef7c477b26ef
P001077,B001077,Cash,62568.09,Refunded,62568.09,d141e467-3c03-452b-9381-e77ceccc11f4
P001078,B001078,Credit Card,7652.36,Paid,0.0,4c7176bc-e44e-467b-bdee-015b2fc4bf4e
P001079,B001079,Credit Card,15902.96,Paid,0.0,cb687a79-98db-498f-aa0b-6413252d86c9
P001080,B001080,Credit Card,20622.94,Paid,0.0,5104fe48-3986-422d-908b-b6bc2d17787c
P001081,B001081,Cash,0.0,Pending,0.0,8f461194-995d-4804-8990-25843a3651c2
P001082,B001082,Cash,22856.9,Paid,0.0,14c71431-385e-48fc-ad0a-0683171e02a3
P001083,B001083,Bank Transfer,5033.11,Paid,0.0,2a4ca689-7c3e-41b4-86da-23dd9ea24b9f
P001084,B001084,Debit Card,5073.72,Paid,0.0,361e37a6-82e0-465c-a8f8-a49d36dd2522
P001085,B001085,Digital Wallet,13573.56,Partially Refunded,4088.63,4d0da7f6-813d-4dfa-88fe-d798053a6482
P001086,B001086,Cash,65330.16,Paid,0.0,4b9f8a83-2b50-44d2-956b-d514ec9e8b63
P001087,B001087,Bank Transfer,0.0,Failed,0.0,c10d993a-8930-49af-b2d0-0c9da9c8f507
P001088,B001088,Cash,36400.2,Paid,0.0,9c394af0-8279-4676-8064-fe050f64487b
P001089,B001089,Cash,0.0,Pending,0.0,51316fd8-b2a0-47c2-a02f-90b0de19222d
P001090,B001090,Bank Transfer,38825.57,Paid,0.0,9114e8f3-8113-4a86-bea7-c7d6b1d8154e
P001091,B001091,Cash,90914.46,Paid,0.0,b7ea6726-e71e-460a-b393-44ab6e65cb27
P001092,B001092,Bank Transfer,19203.5,Paid,0.0,ac78410c-18c3-45c8-9b67-a734f3bfd76d
P001093,B001093,Debit Card,63036.56,Paid,0.0,06b5f148-feb8-4251-88d4-a2a21a48bb40
P001094,B001094,Bank Transfer,38571.72,Paid,0.0,ace54e90-4c1f-4dc6-9c1c-39f230f18f0a
P001095,B001095,Debit Card,10103.48,Paid,0.0,ac8aa89b-e71b-42be-936d-944f267036e0
P001096,B001096,Cash,0.0,Failed,0.0,4a780dea-ec5a-47aa-9984-e7a0704bab88
P001097,B001097,Credit Card,44495.2,Paid,0.0,b8bc048e-dc11-4916-8290-77b43731669e
P001098,B001098,Debit Card,30054.12,Paid,0.0,5b135936-cca7-425d-82e7-1d53f0c71ed1
P001099,B001099,Debit Card,56421.36,Paid,0.0,82bbf0b7-1d93-4175-a80d-973f452b327e
P001100,B001100,Credit Card,83849.64,Partially Refunded,32943.88,4f01b569-e679-460d-aa81-ac9231502bac
P001101,B001101,Credit Card,55642.32,Paid,0.0,f37d8b97-4018-4dc8-bdd6-d32a221dfd92
P001102,B001102,Cash,16576.47,Refunded,16576.47,e1914008-46d4-400b-ac01-4e6f6641c3cf
P001103,B001103,Cash,14310.58,Paid,0.0,3baa2408-63c6-4084-8ce8-fe2dc3622e8f
P001104,B001104,Credit Card,0.0,Failed,0.0,1b863f24-3d0b-43ad-b15d-324e8d80ee5f
P001105,B001105,Bank Transfer,6532.9,Paid,0.0,a0883a86-0d20-4d29-b480-636b0f78c330
P001106,B001106,Credit Card,33424.93,Paid,0.0,36d57cd4-aede-4fe4-b64f-3e3dec544ef7
P001107,B001107,Credit Card,0.0,Pending,0.0,4f3b435a-ced7-44b2-972b-c67bdcb5f38b
P001108,B001108,Credit Card,45488.03,Paid,0.0,25c0fc4b-da46-445e-bf1f-da013083b8cb
P001109,B001109,Debit Card,2028.04,Paid,0.0,7f402cc1-632a-4292-9cad-c599ab47a685
P001110,B001110,Digital Wallet,68020.68,Refunded,68020.68,088759df-c54c-48ff-90d5-1b9ed40be96e
P001111,B001111,Cash,21795.93,Paid,0.0,6aecdabc-071e-4a96-83dc-ce176c6530d6
P001112,B001112,Bank Transfer,15379.84,Paid,0.0,30387bf8-e0a8-4003-a2d6-3fac3cf09d01
P001113,B001113,Credit Card,32769.22,Paid,0.0,7842a5ef-5de7-42ee-848d-a8298545144a
P001114,B001114,Credit Card,12717.88,Paid,0.0,ab01aad1-ca15-40c4-bfd2-8629016f6a71
P001115,B001115,Cash,19956.6,Paid,0.0,c11e1afc-6c65-4501-9f7c-166a0829baf0
P001116,B001116,Digital Wallet,20012.75,Paid,0.0,107021e0-afe3-4457-8d08-4076bc9ca047
P001117,B001117,Credit Card,57916.69,Paid,0.0,638b2a3b-5774-41ff-9250-59fbc5ff0f78
P001118,B001118,Credit Card,38289.68,Paid,0.0,63a778a0-035c-41c9-a708-73d6eb141950
P001119,B001119,Credit Card,5821.0,Paid,0.0,500b4372-8829-4113-a046-133770448233
P001120,B001120,Debit Card,22832.04,Paid,0.0,6cd20e10-a2d5-4b10-b10d-caa831aacb9f
P001121,B001121,Cash,41834.28,Paid,0.0,503a34ea-f06b-4ce1-a469-1c7241542f59
P001122,B001122,Bank Transfer,0.0,Pending,0.0,49a087f2-14cb-48ad-bb82-2587363bab14
P001123,B001123,Debit Card,6598.44,Refunded,6598.44,8d343c6c-4758-46ed-b8ab-6d4dd8df815c
P001124,B001124,Credit Card,13256.07,Paid,0.0,8d52f529-c97b-429b-b722-0e60f1a5bd5b
P001125,B001125,Debit Card,31420.68,Paid,0.0,403fb004-d711-4c4a-a3a1-a693124ab26a
P001126,B001126,Cash,11910.5,Paid,0.0,39a6d32c-e659-423f-970c-619892aaa09b
P001127,B001127,Digital Wallet,16925.76,Paid,0.0,1d74c0c1-5649-488a-9275-72933c4e8a3b
P001128,B001128,Bank Transfer,29948.8,Paid,0.0,b589b4a9-0433-41b4-8565-350999af8821
P001129,B001129,Digital Wallet,0.0,Pending,0.0,b2b6fbb4-0246-4f76-9841-695b712e230d
P001130,B001130,Debit Card,3240.78,Paid,0.0,bd42e421-4e72-4880-929c-d0de58845de6
P001131,B001131,Credit Card,0.0,Failed,0.0,cd958c57-67c5-4c7b-a283-15b39e45aaef
P001132,B001132,Debit Card,0.0,Pending,0.0,211e74c7-fea1-41c8-be2a-7b58398f32d5
P001133,B001133,Credit Card,18745.58,Refunded,18745.58,ba57619c-9947-441f-b3ec-d1735cbd5b6f
P001134,B001134,Digital Wallet,13001.46,Paid,0.0,32fb6a31-9a04-4ff9-aae8-a90848253dff
P001135,B001135,Credit Card,8431.86,Paid,0.0,7e3e5d41-083d-4398-964a-866c9442de88
P001136,B001136,Digital Wallet,0.0,Pending,0.0,9af6666b-f37a-4c65-81cd-6e1883bfb3b2
P001137,B001137,Debit Card,37721.88,Refunded,37721.88,e1c4498d-0007-4420-978a-1d95645923fd
P001138,B001138,Credit Card,20933.91,Paid,0.0,eb6071a7-4fa3-42b8-b918-fd4755a06d7f
P001139,B001139,Cash,11214.64,Paid,0.0,445479ea-1eef-42d9-9219-0cda08c1a144
P001140,B001140,Bank Transfer,11061.15,Paid,0.0,94740b5f-de58-4df4-9460-5ea1ff8fca06
P001141,B001141,Digital Wallet,66516.94,Paid,0.0,828ecd72-048a-4bed-b5b4-50575fbbcf7d
P001142,B001142,Debit Card,15650.58,Paid,0.0,167748fb-bd72-4448-a574-37246b3c39e1
P001143,B001143,Credit Card,13620.08,Paid,0.0,1734bf68-e53c-4682-8544-8d50aa3c9038
P001144,B001144,Bank Transfer,25063.5,Paid,0.0,d08d882d-c165-4aa0-a986-97cf38244cc9
P001145,B001145,Credit Card,23872.25,Partially Refunded,15447.52,9fe18bcc-f130-42be-a88c-6799b6575b04
P001146,B001146,Bank Transfer,0.0,Pending,0.0,14521b65-8382-4dd2-86ed-2eb43a943b25
P001147,B001147,Digital Wallet,0.0,Failed,0.0,d39124cc-867f-42aa-abb7-5b804c946298
P001148,B001148,Debit Card,14136.27,Paid,0.0,31d65798-2f9b-4adb-b2ec-690d85501cd5
P001149,B001149,Credit Card,20706.21,Refunded,20706.21,00f9d8b2-d7e5-4148-b9a8-94a49c0051f8
P001150,B001150,Debit Card,6438.06,Paid,0.0,fd3bca12-cd3a-42bd-8586-0d70f4164d18
P001151,B001151,Digital Wallet,9482.88,Paid,0.0,bfd8e1bc-bd76-4892-834c-2f15a6ab8d33
P001152,B001152,Bank Transfer,33505.2,Paid,0.0,c9f46c94-f352-4bfa-82e7-10104dd2be43
P001153,B001153,Debit Card,40671.26,Paid,0.0,c3a50518-d9f5-46ae-b90f-091502cde2d4
P001154,B001154,Credit Card,0.0,Pending,0.0,f91a445a-166f-4546-83d0-73e7d83a0c52
P001155,B001155,Debit Card,74292.12,Paid,0.0,3dac1496-01f2-4229-8d8a-3d2f5f4a5398
P001156,B001156,Digital Wallet,24602.4,Paid,0.0,63cbbf5c-5b85-4d9c-a74d-40cd9447fbdd
P001157,B001157,Credit Card,3175.36,Paid,0.0,9692c473-d31f-4c7a-971f-d7b71331d6e2
P001158,B001158,Credit Card,19916.24,Paid,0.0,135ca869-a0ad-48bf-b17b-5cf54fe775f8
P001159,B001159,Credit Card,0.0,Failed,0.0,e0963bed-b6ce-477e-9e8e-36ef3fb658dc
P001160,B001160,Bank Transfer,60575.76,Paid,0.0,efcc6176-5902-487f-a3c3-cab6566c1bf4
P001161,B001161,Credit Card,22104.04,Paid,0.0,b6e865f8-de9f-45c3-980a-fa70abfdd653
P001162,B001162,Debit Card,0.0,Pending,0.0,72eb538d-0fb8-4fdc-a709-3d3bdc50a02f
P001163,B001163,Debit Card,10077.78,Paid,0.0,77e64f94-b2ce-4ed8-8f0d-11643b55df1b
P001164,B001164,Debit Card,59834.71,Paid,0.0,df4e4306-b984-4e9b-b1d3-19a357c2f1a6
P001165,B001165,Credit Card,26983.04,Paid,0.0,fe82bfdf-af4c-4f8f-97cc-de707910fca6
P001166,B001166,Credit Card,32909.05,Paid,0.0,0ea503a7-84b1-42ac-9206-e9b0973329ad
P001167,B001167,Credit Card,12582.28,Paid,0.0,8c67898d-70af-4de1-ab47-22ba822552e6
P001168,B001168,Credit Card,0.0,Pending,0.0,326fe814-df10-4fe6-a733-cae288b70887
P001169,B001169,Credit Card,45025.32,Paid,0.0,70039513-3305-4262-b685-252997d2096d
P001170,B001170,Credit Card,56263.87,Paid,0.0,25678ed3-f264-4d16-9571-a30f8257537f
P001171,B001171,Credit Card,16761.9,Paid,0.0,6fb5a62f-7b3d-4e50-b6a6-1b3562e11e6c
P001172,B001172,Credit Card,46853.87,Paid,0.0,83d83081-07c5-4ccb-bd5d-8ad514013e00
P001173,B001173,Cash,48799.6,Paid,0.0,63ce1914-aa1d-42ad-b6a5-06ed868e16e3
P001174,B001174,Credit Card,0.0,Pending,0.0,3d24d3a7-b014-4c06-84c2-8a5d6d3d8b97
P001175,B001175,Credit Card,0.0,Pending,0.0,879013ed-b578-4307-b7a9-f3fd01bc3f00
P001176,B001176,Bank Transfer,14092.62,Paid,0.0,b66cad13-510a-42f6-bbd0-9c59efc51a69
P001177,B001177,Credit Card,31548.33,Paid,0.0,b7996d27-d03a-4d42-828a-3de631ae2dca
P001178,B001178,Credit Card,3526.56,Paid,0.0,779dd9c1-25ae-4fdb-be01-3a6f505045f3
P001179,B001179,Debit Card,12780.24,Paid,0.0,5b3b2127-3ad9-4325-86f2-355a576e4815
P001180,B001180,Credit Card,96290.48,Paid,0.0,9fc7cc0c-0a39-474f-89ac-972e6aedd5be
P001181,B001181,Bank Transfer,23370.3,Paid,0.0,cad0cd01-0c0f-4f55-b082-f3385ba3b7a3
P001182,B001182,Digital Wallet,8636.8,Paid,0.0,3ae20a42-f113-4803-9737-17607da63fbf
P001183,B001183,Credit Card,5250.72,Refunded,5250.72,32eb9ec7-15be-4ac5-907c-5c64c9ad5100
P001184,B001184,Digital Wallet,19020.45,Paid,0.0,bdde02b0-7029-422a-8ac0-97d0217de8d5
P001185,B001185,Cash,25838.64,Paid,0.0,80274d4c-ae0c-441d-9bca-53eaa2bfefee
P001186,B001186,Bank Transfer,8924.34,Paid,0.0,5133a6ec-4947-4175-a271-d682cc403193
P001187,B001187,Cash,18793.53,Refunded,18793.53,4f0926c6-cd3b-4b73-a90a-3c56cc674837
P001188,B001188,Cash,30701.7,Paid,0.0,2739ecde-ab7d-4dab-92ff-75bad61794cc
P001189,B001189,Debit Card,6385.74,Paid,0.0,defa19b8-7040-43a3-b1e6-6b051a2b39ee
P001190,B001190,Credit Card,0.0,Pending,0.0,8aff3f30-5187-473b-8dd7-66aac6616547
P001191,B001191,Digital Wallet,0.0,Pending,0.0,09e7f000-474e-4a6f-b910-156983f3a209
P001192,B001192,Cash,40310.28,Paid,0.0,4a8cec60-82d4-429a-9395-478a7c65011c
P001193,B001193,Credit Card,22763.12,Paid,0.0,7c786510-88a3-4be7-908a-0ce7790219c4
P001194,B001194,Bank Transfer,6139.0,Paid,0.0,7642de8c-e932-4d86-8ee6-9cb9dd45eeea
P001195,B001195,Credit Card,56616.98,Paid,0.0,39af8ec7-c459-4f60-adc7-bc25450384c5
P001196,B001196,Debit Card,2099.17,Paid,0.0,1ffe785c-4da6-4323-b286-6e4d0ec5fadd
P001197,B001197,Cash,14335.51,Paid,0.0,51e8cfea-800f-46ac-906d-1822c2b2d517
P001198,B001198,Debit Card,61950.59,Paid,0.0,eb468582-c1ac-41a3-8fb6-8bb580c4782b
P001199,B001199,Credit Card,19997.34,Paid,0.0,c674f689-42ae-4b79-b26e-4e7382fec30c
P001200,B001200,Credit Card,25859.97,Partially Refunded,11004.03,3a2ca90a-a849-4dde-bf59-9bd4607a68f3
P001201,B001201,Credit Card,15351.6,Partially Refunded,8646.35,575f1f0e-6e74-4b8e-ae06-2ab7065059b6
P001202,B001202,Digital Wallet,26374.53,Paid,0.0,5ed291df-64ee-4746-af5d-77b535ce19c6
P001203,B001203,Bank Transfer,26790.56,Paid,0.0,48b4d4f7-a118-461a-8ce2-1b0d009ffdc3
P001204,B001204,Debit Card,50429.86,Paid,0.0,cbfcbf20-982b-4bc4-b6fa-273fc6cd19b5
P001205,B001205,Debit Card,0.0,Failed,0.0,1ea31188-aaa3-40d7-8495-994530bcbd05
P001206,B001206,Credit Card,5778.64,Paid,0.0,53dfac99-4ff2-4b6f-9b46-bf67b5f52010
P001207,B001207,Digital Wallet,4524.7,Refunded,4524.7,badab57c-503d-4a9c-bfaa-43a5f87e5ed7
P001208,B001208,Credit Card,23763.4,Paid,0.0,cd8ea073-64d2-48f7-b360-ebe6e37aa9b9
P001209,B001209,Debit Card,68861.13,Paid,0.0,799fbc36-3a18-4320-848b-ae17a714b445
P001210,B001210,Credit Card,33204.48,Paid,0.0,56831a89-3e7a-41a3-96d1-bf37dd9dfd21
P001211,B001211,Bank Transfer,25007.84,Paid,0.0,cc7edb38-f2f8-432e-b0c1-49e84141f93d
P001212,B001212,Credit Card,4674.35,Paid,0.0,5d052e41-871d-4b02-9079-0a81d9e8c376
P001213,B001213,Credit Card,17717.05,Paid,0.0,fb8a0513-ca2e-459c-8915-9f87c175bca7
P001214,B001214,Debit Card,18688.81,Paid,0.0,a667cb26-83c6-4949-bab2-705c3b3d19c8
P001215,B001215,Debit Card,18393.96,Paid,0.0,227f3829-8d79-4919-87f7-5b64744bd1ae
P001216,B001216,Debit Card,84445.06,Paid,0.0,b730ff05-db5f-49ce-ba1d-c4985a228078
P001217,B001217,Digital Wallet,21400.24,Paid,0.0,1b364b2a-8537-4b85-bee4-77c81e87654d
P001218,B001218,Credit Card,6601.62,Paid,0.0,878f8dd5-4e6a-44f1-b6c5-d03e6bf6efcf
P001219,B001219,Bank Transfer,5115.52,Paid,0.0,68f1b182-bba4-419f-a366-2f0a4efb3efb
P001220,B001220,Debit Card,0.0,Failed,0.0,e95e7fba-308d-4294-b04c-7dbae6a7e0a2
P001221,B001221,Debit Card,18476.2,Refunded,18476.2,d3bf3e0f-689d-44a3-8d43-c6bd445f91ca
P001222,B001222,Cash,0.0,Pending,0.0,4c62d57a-0ee8-49fa-86e0-3bc6fe98a002
P001223,B001223,Digital Wallet,30132.18,Paid,0.0,75d18f36-612d-469f-b53b-0a324627b44f
P001224,B001224,Debit Card,6855.42,Paid,0.0,297432be-2eab-45e7-a748-7345fff3f60d
P001225,B001225,Cash,29348.67,Refunded,29348.67,8c85aeb2-e570-4e10-98cd-0fdc43381c4b
P001226,B001226,Credit Card,8248.74,Paid,0.0,a4faee64-9a4a-4418-b777-6e6d3da04ae7
P001227,B001227,Digital Wallet,16269.93,Paid,0.0,2711cf44-0e82-4693-a323-17142aead301
P001228,B001228,Credit Card,22931.76,Paid,0.0,b9bfd9a5-a3ae-4eec-b840-a7aceeede013
P001229,B001229,Credit Card,24683.15,Paid,0.0,27ac50b5-a682-4503-a745-0766662c2915
P001230,B001230,Cash,0.0,Failed,0.0,6b0714d3-9640-47bf-a5e3-c6622cd32685
P001231,B001231,Cash,17205.56,Paid,0.0,de9dff10-9689-432f-849d-a471b223666f
P001232,B001232,Credit Card,42255.84,Paid,0.0,1bc823c9-359a-43ef-8e92-9a890fdc0875
P001233,B001233,Bank Transfer,0.0,Pending,0.0,5696b6d2-1ca1-427b-81f1-0b1d2f82f8ca
P001234,B001234,Credit Card,21852.9,Paid,0.0,f094ca83-2f89-41f3-9797-431d6ef731e9
P001235,B001235,Debit Card,25482.15,Paid,0.0,41fe4d24-c75b-4961-8345-ddfd9c2d44a5
P001236,B001236,Cash,38306.08,Paid,0.0,483d836d-2e9b-490b-912e-abb7a7fd249f
P001237,B001237,Bank Transfer,22536.01,Paid,0.0,39a5f590-0ff5-4062-a47e-4a7eafc3380c
P001238,B001238,Debit Card,47773.1,Refunded,47773.1,6b3021c1-cda4-4115-aa5f-a83d813244bd
P001239,B001239,Credit Card,0.0,Pending,0.0,9aecd4da-36aa-4bdd-b045-8e82eb8a39ba
P001240,B001240,Credit Card,62622.82,Paid,0.0,7ad66890-6376-4ff0-9adf-536faf42243a
P001241,B001241,Credit Card,12459.84,Paid,0.0,d559bb35-c25d-4a4a-b827-befa61f16346
P001242,B001242,Debit Card,0.0,Failed,0.0,0b14c7f5-d1d4-494b-bcff-ee22001141f2
P001243,B001243,Cash,0.0,Pending,0.0,c728d2fc-568b-4ffe-8422-da548209cec8
P001244,B001244,Credit Card,55324.9,Paid,0.0,ca7351c0-677a-47a5-9d27-a4008207449b
P001245,B001245,Digital Wallet,16487.7,Paid,0.0,3ec9604a-e68e-4479-b0c8-cb3a8bb96e3f
P001246,B001246,Debit Card,27897.8,Paid,0.0,e31ea9c7-9237-4150-bd03-e512fb5a9055
P001247,B001247,Credit Card,0.0,Pending,0.0,90e6338d-b73a-4566-a114-c0f0eeddc38f
P001248,B001248,Credit Card,40110.91,Paid,0.0,ac88ca07-528d-4753-a49b-d766a4b54eff
P001249,B001249,Debit Card,35580.02,Paid,0.0,6f804536-0ccf-4cc2-b358-f88f662dda26
P001250,B001250,Credit Card,25114.44,Partially Refunded,16134.82,78728519-2ead-4e78-8a99-e9009e34e03b
P001251,B001251,Cash,28865.52,Paid,0.0,56fa3f76-9783-4b60-8c86-601e2e4d71d9
P001252,B001252,Debit Card,15101.35,Refunded,15101.35,1c9cca2b-e59c-4b71-8c7c-fb7e6e1d9473
P001253,B001253,Bank Transfer,8318.66,Refunded,8318.66,3d694391-a515-4ebf-8447-1f9b8bd20f90
P001254,B001254,Digital Wallet,24401.94,Partially Refunded,10510.23,c8d4b6b5-9187-4488-99e9-b56f427b3f9b
P001255,B001255,Debit Card,34067.46,Paid,0.0,7b629297-4320-469e-bf46-0c188808fc8d
P001256,B001256,Credit Card,7677.12,Paid,0.0,30c6365f-fefc-43bf-94dc-8dec6b4287a1
P001257,B001257,Cash,13514.46,Paid,0.0,87887466-c925-4b25-a60e-e9287cca1d96
P001258,B001258,Credit Card,0.0,Pending,0.0,f737c6da-0913-48e2-ab4b-df9ef1d8037e
P001259,B001259,Credit Card,1783.25,Paid,0.0,7238ea35-16fd-4e25-bd05-650f3cd19d54
P001260,B001260,Credit Card,37302.65,Partially Refunded,10786.59,983857ff-0d43-4d61-8bd1-4e5693c56ac1
P001261,B001261,Cash,10377.28,Refunded,10377.28,f3fecfa4-b716-4501-97a1-2f56b8f8035a
P001262,B001262,Digital Wallet,21286.3,Paid,0.0,62790b69-e4c9-4fe2-b828-b29c79435667
P001263,B001263,Credit Card,56513.87,Paid,0.0,b5f78f00-0c78-4373-8b78-d00e7e4f0bbd
P001264,B001264,Bank Transfer,28195.2,Paid,0.0,ec7e7952-035e-4d40-9d70-642159733c39
P001265,B001265,Credit Card,50864.1,Paid,0.0,ad3594b2-0e3a-4d56-a97e-f7f9aeeddc15
P001266,B001266,Bank Transfer,63177.14,Paid,0.0,0ecc0dd2-5633-47a2-9522-0871cb8352c0
P001267,B001267,Bank Transfer,26614.8,Paid,0.0,8c04ae32-2094-46cf-9563-aa8dfda20fd2
P001268,B001268,Credit Card,0.0,Failed,0.0,271e0286-4a90-49b1-8abe-916b19361c59
P001269,B001269,Bank Transfer,38595.76,Paid,0.0,4810236b-43e3-49c7-beb4-ef2a69c26da3
P001270,B001270,Credit Card,11898.64,Paid,0.0,2b77fd27-92a9-4e5a-92ab-2f943873a270
P001271,B001271,Cash,0.0,Pending,0.0,38b00869-e791-478f-bcca-3d86c8b6c40e
P001272,B001272,Debit Card,3106.03,Paid,0.0,1a99fbdc-0b72-4d94-ba43-62c0516e1a58
P001273,B001273,Credit Card,55578.77,Paid,0.0,1020326e-9151-4bb1-8902-728187e951db
P001274,B001274,Cash,22389.7,Paid,0.0,87b6934e-80f2-48f6-844b-d39ceee0a68a
P001275,B001275,Debit Card,62346.96,Paid,0.0,bcb33cd3-931e-4f49-81e5-3797fc259e95
P001276,B001276,Credit Card,8873.8,Paid,0.0,f90eb9ce-148e-4846-bd58-65fbd1b8e008
P001277,B001277,Debit Card,59287.48,Paid,0.0,7c01bd59-6f65-420f-afd3-e4b70def7d2f
P001278,B001278,Credit Card,36391.03,Paid,0.0,e00704d0-f8ac-4fcf-8a37-5f06dd5186ca
P001279,B001279,Digital Wallet,109759.65,Paid,0.0,5b913f3b-eae2-4b0a-9218-f19b72eb03fe
P001280,B001280,Credit Card,27471.8,Paid,0.0,3742a35d-bcdd-4b0b-ad96-d1da498d8182
