feedback_id,customer_id,booking_id,feedback_category,rating,sentiment,feedback_text,feedback_channel,would_recommend
FB000648,C001245,B014307,Payment,4,Positive,Excellent experience and very helpful staff.,Email,Yes
FB000649,C001248,B011331,Facilities,2,Negative,The room was not clean enough.,In-Hotel,No
FB000650,C001203,B019491,Room,4,Positive,The room was clean and comfortable.,Mobile App,Yes
FB000651,C005418,B001806,Room,4,Positive,The room was clean and comfortable.,Email,Yes
FB000652,C009068,B013812,Cleanliness,4,Positive,Everything was well organized and enjoyable.,Email,Yes
FB000653,C002103,B011998,Payment,4,Positive,"Great experience, I would definitely stay again.",Email,Yes
FB000654,C008673,B016481,Staff,5,Positive,"Great experience, I would definitely stay again.",Email,Yes
FB000655,C005527,B008509,Room,5,Positive,Very good service and friendly staff.,In-Hotel,Yes
FB000656,C001590,B019716,Service,3,Neutral,The service was average.,Email,Maybe
FB000657,C004701,B008576,Location,2,Negative,The room was not clean enough.,In-Hotel,No
FB000658,C009012,B004878,Facilities,3,Neutral,The service was average.,Email,Maybe
FB000659,C003012,B010880,Room,5,Positive,Very good service and friendly staff.,Email,Yes
FB000660,C004968,B001148,Service,5,Positive,Excellent experience and very helpful staff.,Mobile App,Yes
FB000661,C004595,B006077,Service,4,Positive,Excellent experience and very helpful staff.,In-Hotel,Yes
FB000662,C006167,B006310,Facilities,4,Positive,Very good service and friendly staff.,In-Hotel,Yes
FB000663,C000653,B006211,Staff,4,Positive,"Great experience, I would definitely stay again.",Survey,Yes
FB000664,C007520,B016880,Service,4,Positive,Very good service and friendly staff.,Mobile App,Yes
FB000665,C005947,B005715,Location,4,Positive,Everything was well organized and enjoyable.,In-Hotel,Yes
FB000666,C000081,B015993,Service,5,Positive,Everything was well organized and enjoyable.,Mobile App,Yes
FB000667,C007849,B015144,Service,5,Positive,Everything was well organized and enjoyable.,Mobile App,Yes
FB000668,C007339,B013303,Service,5,Positive,The room was clean and comfortable.,Mobile App,Yes
FB000669,C005824,B000425,Overall Experience,5,Positive,Everything was well organized and enjoyable.,Website,Yes
FB000670,C003959,B007361,Overall Experience,4,Positive,"Great experience, I would definitely stay again.",In-Hotel,Yes
FB000671,C006486,B019417,Staff,4,Positive,The room was clean and comfortable.,Mobile App,Yes
FB000672,C002118,B007242,Room,5,Positive,The room was clean and comfortable.,Website,Yes
FB000673,C002643,B015704,Service,5,Positive,Everything was well organized and enjoyable.,Website,Yes
FB000674,C003167,B009996,Payment,3,Neutral,The service was average.,Email,Maybe
FB000675,C006018,B015487,Room,4,Positive,Excellent experience and very helpful staff.,Email,Yes
FB000676,C009436,B002178,Staff,3,Neutral,The service was average.,In-Hotel,Maybe
FB000677,C001733,B007052,Food,4,Positive,Very good service and friendly staff.,Email,Yes
FB000678,C007816,B006406,Room,4,Positive,The room was clean and comfortable.,In-Hotel,Yes
FB000679,C009584,B005352,Room,4,Positive,The room was clean and comfortable.,Website,Yes
FB000680,C000358,B012907,Booking,2,Negative,The service was slower than expected.,Website,No
FB000681,C006338,B001607,Cleanliness,4,Positive,"Great experience, I would definitely stay again.",In-Hotel,Yes
FB000682,C000350,B003063,Booking,5,Positive,"Great experience, I would definitely stay again.",Email,Yes
FB000683,C009092,B017403,Location,3,Neutral,The experience was acceptable overall.,Email,Maybe
FB000684,C003778,B003489,Overall Experience,5,Positive,The room was clean and comfortable.,In-Hotel,Yes
FB000685,C004319,B004202,Overall Experience,4,Positive,Everything was well organized and enjoyable.,Survey,Yes
FB000686,C005283,B018506,Cleanliness,5,Positive,The room was clean and comfortable.,Email,Yes
FB000687,C007740,B017688,Facilities,3,Neutral,Overall experience was satisfactory.,Mobile App,Maybe
FB000688,C008334,B016599,Facilities,5,Positive,The room was clean and comfortable.,Email,Yes
FB000689,C004377,B002806,Staff,4,Positive,"Great experience, I would definitely stay again.",Survey,Yes
FB000690,C002755,B012350,Cleanliness,5,Positive,The room was clean and comfortable.,Website,Yes
FB000691,C009677,B018690,Room,5,Positive,Everything was well organized and enjoyable.,Website,Yes
FB000692,C004731,B006249,Facilities,3,Neutral,The experience was acceptable overall.,Website,Maybe
FB000693,C002753,B009705,Service,2,Negative,There were some issues during the stay.,Email,No
FB000694,C003749,B006915,Payment,3,Neutral,Overall experience was satisfactory.,Website,Maybe
FB000695,C005292,B014038,Room,4,Positive,Very good service and friendly staff.,Survey,Yes
FB000696,C003666,B004032,Location,3,Neutral,"Everything was fine, but nothing exceptional.",Survey,Maybe
FB000697,C007366,B004450,Service,3,Neutral,The stay was okay but there is room for improvement.,Email,Maybe
FB000698,C002935,B011263,Service,4,Positive,Excellent experience and very helpful staff.,Mobile App,Yes
FB000699,C009964,B018577,Cleanliness,1,Negative,The service was slower than expected.,Email,No
FB000700,C004851,B003529,Staff,2,Negative,The service was slower than expected.,Website,No
FB000701,C002448,B018788,Location,4,Positive,Everything was well organized and enjoyable.,Email,Yes
FB000702,C006246,B015570,Facilities,2,Negative,The room was not clean enough.,Survey,No
FB000703,C001455,B017683,Cleanliness,4,Positive,Very good service and friendly staff.,Email,Yes
FB000704,C008329,B002320,Facilities,4,Positive,The room was clean and comfortable.,Email,Yes
FB000705,C002963,B012784,Cleanliness,4,Positive,Excellent experience and very helpful staff.,Mobile App,Yes
FB000706,C003905,B008100,Cleanliness,5,Positive,Very good service and friendly staff.,Survey,Yes
FB000707,C001335,B003510,Cleanliness,4,Positive,The room was clean and comfortable.,In-Hotel,Yes
FB000708,C005773,B011341,Staff,4,Positive,Excellent experience and very helpful staff.,In-Hotel,Yes
FB000709,C003359,B008166,Cleanliness,4,Positive,Everything was well organized and enjoyable.,Survey,Yes
FB000710,C007970,B005395,Food,5,Positive,The room was clean and comfortable.,In-Hotel,Yes
FB000711,C009230,B008026,Payment,5,Positive,The room was clean and comfortable.,Website,Yes
FB000712,C000275,B004394,Facilities,5,Positive,Excellent experience and very helpful staff.,In-Hotel,Yes
FB000713,C003783,B004591,Room,5,Positive,The room was clean and comfortable.,Website,Yes
FB000714,C006028,B016145,Booking,3,Neutral,The service was average.,Survey,Maybe
FB000715,C002680,B001053,Location,3,Neutral,The stay was okay but there is room for improvement.,In-Hotel,Maybe
FB000716,C001993,B010331,Overall Experience,1,Negative,The overall experience was disappointing.,In-Hotel,No
FB000717,C008816,B016862,Staff,5,Positive,Very good service and friendly staff.,Website,Yes
FB000718,C005305,B002579,Room,5,Positive,Excellent experience and very helpful staff.,Website,Yes
FB000719,C008131,B010505,Service,5,Positive,Very good service and friendly staff.,Email,Yes
FB000720,C004144,B019883,Food,4,Positive,"Great experience, I would definitely stay again.",Mobile App,Yes
FB000721,C002300,B008353,Overall Experience,5,Positive,"Great experience, I would definitely stay again.",In-Hotel,Yes
FB000722,C003976,B017459,Booking,3,Neutral,The stay was okay but there is room for improvement.,Mobile App,Maybe
FB000723,C008500,B019376,Room,1,Negative,The service was slower than expected.,Mobile App,No
FB000724,C003534,B004725,Overall Experience,4,Positive,Everything was well organized and enjoyable.,In-Hotel,Yes
FB000725,C005400,B018919,Room,4,Positive,Very good service and friendly staff.,Website,Yes
FB000726,C009292,B002233,Food,4,Positive,Everything was well organized and enjoyable.,Email,Yes
FB000727,C002215,B002778,Booking,5,Positive,"Great experience, I would definitely stay again.",Survey,Yes
FB000728,C008854,B015132,Service,2,Negative,The service was slower than expected.,In-Hotel,No
FB000729,C006182,B001291,Cleanliness,4,Positive,The room was clean and comfortable.,In-Hotel,Yes
FB000730,C006530,B014762,Facilities,4,Positive,The room was clean and comfortable.,Survey,Yes
FB000731,C000630,B002208,Service,3,Neutral,The experience was acceptable overall.,Mobile App,Maybe
FB000732,C001662,B003450,Cleanliness,5,Positive,"Great experience, I would definitely stay again.",Email,Yes
FB000733,C008495,B015250,Staff,5,Positive,The room was clean and comfortable.,Mobile App,Yes
FB000734,C000309,B009510,Payment,5,Positive,"Great experience, I would definitely stay again.",Survey,Yes
FB000735,C002176,B003036,Location,5,Positive,The room was clean and comfortable.,Survey,Yes
FB000736,C004830,B016263,Location,5,Positive,Very good service and friendly staff.,Email,Yes
FB000737,C009295,B016818,Facilities,3,Neutral,Overall experience was satisfactory.,Survey,Maybe
FB000738,C006068,B015338,Booking,5,Positive,Everything was well organized and enjoyable.,Survey,Yes
FB000739,C006380,B010183,Food,4,Positive,Excellent experience and very helpful staff.,Email,Yes
FB000740,C008056,B002999,Booking,3,Neutral,"Everything was fine, but nothing exceptional.",In-Hotel,Maybe
FB000741,C003514,B006760,Food,2,Negative,The overall experience was disappointing.,Mobile App,No
FB000742,C001142,B002266,Booking,5,Positive,The room was clean and comfortable.,In-Hotel,Yes
FB000743,C005503,B007338,Payment,5,Positive,"Great experience, I would definitely stay again.",In-Hotel,Yes
FB000744,C000070,B010677,Staff,3,Neutral,The experience was acceptable overall.,Mobile App,Maybe
FB000745,C002586,B004506,Staff,5,Positive,"Great experience, I would definitely stay again.",In-Hotel,Yes
FB000746,C008284,B018427,Cleanliness,5,Positive,The room was clean and comfortable.,Email,Yes
FB000747,C005957,B019202,Overall Experience,2,Negative,There were some issues during the stay.,Mobile App,No
FB000748,C004994,B006693,Staff,3,Neutral,The service was average.,Website,Maybe
FB000749,C007045,B014802,Staff,5,Positive,Everything was well organized and enjoyable.,In-Hotel,Yes
FB000750,C005596,B014031,Service,3,Neutral,The stay was okay but there is room for improvement.,Survey,Maybe
FB000751,C005791,B003107,Service,4,Positive,The room was clean and comfortable.,Mobile App,Yes
FB000752,C003469,B000222,Cleanliness,2,Negative,The room was not clean enough.,Website,No
FB000753,C001726,B018357,Overall Experience,4,Positive,"Great experience, I would definitely stay again.",Survey,Yes
FB000754,C001737,B011826,Facilities,5,Positive,"Great experience, I would definitely stay again.",Website,Yes
FB000755,C004478,B003051,Service,5,Positive,Everything was well organized and enjoyable.,In-Hotel,Yes
FB000756,C006595,B004286,Facilities,5,Positive,Very good service and friendly staff.,Survey,Yes
FB000757,C002396,B017542,Room,5,Positive,Very good service and friendly staff.,In-Hotel,Yes
FB000758,C007869,B012247,Service,5,Positive,Excellent experience and very helpful staff.,Survey,Yes
FB000759,C005921,B000211,Payment,5,Positive,The room was clean and comfortable.,Mobile App,Yes
FB000760,C004793,B018239,Overall Experience,1,Negative,The room was not clean enough.,Email,No
FB000761,C004428,B001912,Cleanliness,4,Positive,"Great experience, I would definitely stay again.",Email,Yes
FB000762,C000010,B000500,Room,1,Negative,The service was slower than expected.,Website,No
FB000763,C007557,B005000,Overall Experience,5,Positive,Excellent experience and very helpful staff.,Survey,Yes
FB000764,C009314,B017918,Payment,4,Positive,Everything was well organized and enjoyable.,In-Hotel,Yes
FB000765,C009334,B017267,Overall Experience,4,Positive,"Great experience, I would definitely stay again.",Mobile App,Yes
FB000766,C007930,B008749,Payment,3,Neutral,The service was average.,Mobile App,Maybe
FB000767,C002839,B013684,Payment,5,Positive,Excellent experience and very helpful staff.,Mobile App,Yes
FB000768,C006770,B000181,Facilities,5,Positive,"Great experience, I would definitely stay again.",Email,Yes
FB000769,C001411,B018927,Booking,4,Positive,"Great experience, I would definitely stay again.",In-Hotel,Yes
FB000770,C006669,B013685,Room,5,Positive,Very good service and friendly staff.,Mobile App,Yes
FB000771,C004460,B012001,Overall Experience,3,Neutral,The service was average.,Mobile App,Maybe
FB000772,C006933,B018843,Food,4,Positive,Very good service and friendly staff.,Website,Yes
FB000773,C009836,B011795,Room,5,Positive,Excellent experience and very helpful staff.,Survey,Yes
FB000774,C005788,B007268,Booking,4,Positive,Very good service and friendly staff.,Survey,Yes
FB000775,C001855,B002421,Room,5,Positive,Everything was well organized and enjoyable.,Survey,Yes
FB000776,C000980,B015826,Staff,2,Negative,The overall experience was disappointing.,Website,No
FB000777,C007650,B018203,Food,1,Negative,The staff could have been more helpful.,Email,No
FB000778,C005410,B015635,Booking,5,Positive,"Great experience, I would definitely stay again.",Website,Yes
FB000779,C005184,B014889,Facilities,2,Negative,The service was slower than expected.,Mobile App,No
FB000780,C002285,B000467,Overall Experience,5,Positive,The room was clean and comfortable.,In-Hotel,Yes
FB000781,C004124,B015058,Location,5,Positive,Very good service and friendly staff.,Mobile App,Yes
FB000782,C005482,B000060,Booking,3,Neutral,Overall experience was satisfactory.,Mobile App,Maybe
FB000783,C005855,B004203,Cleanliness,4,Positive,The room was clean and comfortable.,In-Hotel,Yes
FB000784,C001943,B018077,Overall Experience,3,Neutral,The service was average.,Survey,Maybe
FB000785,C009516,B007485,Booking,4,Positive,"Great experience, I would definitely stay again.",Website,Yes
FB000786,C000751,B001581,Staff,2,Negative,The staff could have been more helpful.,Email,No
FB000787,C007125,B007285,Location,3,Neutral,Overall experience was satisfactory.,Mobile App,Maybe
FB000788,C004622,B019828,Staff,4,Positive,The room was clean and comfortable.,Mobile App,Yes
FB000789,C000878,B016234,Location,4,Positive,Very good service and friendly staff.,Email,Yes
FB000790,C003158,B009394,Cleanliness,5,Positive,The room was clean and comfortable.,Website,Yes
FB000791,C004464,B002699,Overall Experience,5,Positive,Very good service and friendly staff.,Mobile App,Yes
FB000792,C009980,B004565,Facilities,5,Positive,Excellent experience and very helpful staff.,Email,Yes
FB000793,C003560,B011404,Staff,4,Positive,The room was clean and comfortable.,Mobile App,Yes
FB000794,C005586,B004200,Staff,5,Positive,The room was clean and comfortable.,Survey,Yes
FB000795,C009760,B019839,Payment,4,Positive,Everything was well organized and enjoyable.,Survey,Yes
FB000796,C003791,B014903,Location,5,Positive,The room was clean and comfortable.,Mobile App,Yes
FB000797,C005312,B007158,Service,5,Positive,"Great experience, I would definitely stay again.",Mobile App,Yes
FB000798,C004897,B002974,Overall Experience,4,Positive,Very good service and friendly staff.,Survey,Yes
FB000799,C004442,B007842,Location,5,Positive,Excellent experience and very helpful staff.,Mobile App,Yes
FB000800,C003492,B014767,Payment,5,Positive,"Great experience, I would definitely stay again.",Website,Yes
FB000801,C005992,B013635,Room,5,Positive,"Great experience, I would definitely stay again.",Website,Yes
FB000802,C007192,B007696,Location,5,Positive,"Great experience, I would definitely stay again.",In-Hotel,Yes
FB000803,C004415,B005935,Facilities,3,Neutral,Overall experience was satisfactory.,Website,Maybe
FB000804,C003444,B013876,Overall Experience,4,Positive,Excellent experience and very helpful staff.,Mobile App,Yes
FB000805,C006175,B017226,Payment,1,Negative,There were some issues during the stay.,Mobile App,No
FB000806,C009991,B005216,Room,5,Positive,The room was clean and comfortable.,Email,Yes
FB000807,C001844,B011433,Food,1,Negative,The overall experience was disappointing.,Website,No
FB000808,C002086,B011166,Payment,5,Positive,The room was clean and comfortable.,Survey,Yes
FB000809,C001326,B011366,Food,2,Negative,The service was slower than expected.,Survey,No
FB000810,C005427,B006627,Overall Experience,3,Neutral,Overall experience was satisfactory.,In-Hotel,Maybe
FB000811,C008049,B003596,Staff,4,Positive,Everything was well organized and enjoyable.,Email,Yes
FB000812,C006355,B013086,Payment,5,Positive,The room was clean and comfortable.,Survey,Yes
FB000813,C006383,B005273,Cleanliness,3,Neutral,The service was average.,In-Hotel,Maybe
FB000814,C008402,B005628,Food,4,Positive,The room was clean and comfortable.,Website,Yes
FB000815,C009617,B012011,Facilities,4,Positive,"Great experience, I would definitely stay again.",Email,Yes
FB000816,C005175,B014842,Cleanliness,3,Neutral,The experience was acceptable overall.,Email,Maybe
FB000817,C005850,B010073,Booking,2,Negative,The service was slower than expected.,Mobile App,No
FB000818,C006298,B014752,Booking,5,Positive,Everything was well organized and enjoyable.,Website,Yes
FB000819,C008818,B007325,Room,4,Positive,Very good service and friendly staff.,Email,Yes
FB000820,C008235,B008633,Staff,1,Negative,The staff could have been more helpful.,In-Hotel,No
FB000821,C004199,B014109,Overall Experience,5,Positive,Excellent experience and very helpful staff.,Survey,Yes
FB000822,C003651,B001298,Payment,5,Positive,Excellent experience and very helpful staff.,Website,Yes
FB000823,C001951,B010367,Service,4,Positive,The room was clean and comfortable.,Website,Yes
FB000824,C009407,B013249,Facilities,4,Positive,"Great experience, I would definitely stay again.",Email,Yes
FB000825,C006470,B000201,Food,5,Positive,Everything was well organized and enjoyable.,Email,Yes
FB000826,C004567,B001457,Overall Experience,5,Positive,Very good service and friendly staff.,Email,Yes
FB000827,C006257,B010560,Cleanliness,5,Positive,Excellent experience and very helpful staff.,In-Hotel,Yes
FB000828,C006927,B009801,Booking,4,Positive,Everything was well organized and enjoyable.,Mobile App,Yes
FB000829,C009528,B008454,Facilities,4,Positive,"Great experience, I would definitely stay again.",Email,Yes
FB000830,C007226,B009652,Service,5,Positive,Very good service and friendly staff.,Mobile App,Yes
FB000831,C007469,B008893,Payment,3,Neutral,The service was average.,Mobile App,Maybe
FB000832,C005480,B018545,Room,4,Positive,"Great experience, I would definitely stay again.",Website,Yes
FB000833,C000603,B010264,Service,5,Positive,Very good service and friendly staff.,Survey,Yes
FB000834,C006400,B001203,Facilities,5,Positive,"Great experience, I would definitely stay again.",Survey,Yes
FB000835,C007544,B015968,Service,4,Positive,Very good service and friendly staff.,In-Hotel,Yes
FB000836,C001397,B003644,Facilities,5,Positive,The room was clean and comfortable.,In-Hotel,Yes
FB000837,C004223,B010991,Facilities,2,Negative,The overall experience was disappointing.,Survey,No
FB000838,C002580,B010724,Location,4,Positive,Everything was well organized and enjoyable.,Survey,Yes
FB000839,C000215,B010357,Food,5,Positive,The room was clean and comfortable.,Website,Yes
FB000840,C003713,B003129,Booking,3,Neutral,"Everything was fine, but nothing exceptional.",Website,Maybe
FB000841,C001621,B004352,Location,3,Neutral,The service was average.,Survey,Maybe
FB000842,C001001,B019403,Payment,5,Positive,Everything was well organized and enjoyable.,Email,Yes
FB000843,C009090,B015879,Location,3,Neutral,The stay was okay but there is room for improvement.,Email,Maybe
FB000844,C007822,B003012,Staff,3,Neutral,Overall experience was satisfactory.,Website,Maybe
FB000845,C001967,B005091,Staff,5,Positive,Excellent experience and very helpful staff.,Mobile App,Yes
FB000846,C003097,B017108,Booking,5,Positive,Everything was well organized and enjoyable.,Survey,Yes
FB000847,C003495,B002622,Service,5,Positive,Excellent experience and very helpful staff.,In-Hotel,Yes
FB000848,C009232,B001535,Food,5,Positive,Everything was well organized and enjoyable.,Email,Yes
FB000849,C006364,B018179,Booking,2,Negative,There were some issues during the stay.,Mobile App,No
FB000850,C007245,B003837,Facilities,5,Positive,"Great experience, I would definitely stay again.",Email,Yes
FB000851,C006654,B017767,Cleanliness,4,Positive,Very good service and friendly staff.,Mobile App,Yes
FB000852,C000686,B011521,Food,5,Positive,The room was clean and comfortable.,Survey,Yes
FB000853,C004441,B016081,Food,4,Positive,The room was clean and comfortable.,Survey,Yes
FB000854,C001451,B015860,Facilities,4,Positive,The room was clean and comfortable.,Survey,Yes
FB000855,C004499,B008551,Facilities,4,Positive,Very good service and friendly staff.,Website,Yes
FB000856,C000783,B015663,Room,4,Positive,Excellent experience and very helpful staff.,Mobile App,Yes
FB000857,C004969,B005130,Booking,5,Positive,The room was clean and comfortable.,In-Hotel,Yes
FB000858,C000437,B014009,Facilities,4,Positive,Excellent experience and very helpful staff.,In-Hotel,Yes
FB000859,C007153,B003353,Staff,4,Positive,Very good service and friendly staff.,Survey,Yes
FB000860,C003137,B013455,Payment,4,Positive,Very good service and friendly staff.,In-Hotel,Yes
FB000861,C007673,B013759,Cleanliness,4,Positive,"Great experience, I would definitely stay again.",Email,Yes
FB000862,C000143,B004904,Booking,5,Positive,The room was clean and comfortable.,Mobile App,Yes
FB000863,C002912,B002931,Overall Experience,5,Positive,"Great experience, I would definitely stay again.",Mobile App,Yes
FB000864,C002101,B001088,Staff,5,Positive,The room was clean and comfortable.,Mobile App,Yes
FB000865,C009140,B015245,Service,5,Positive,Very good service and friendly staff.,Email,Yes
FB000866,C000496,B012089,Facilities,5,Positive,Very good service and friendly staff.,Website,Yes
FB000867,C009571,B004885,Overall Experience,4,Positive,Everything was well organized and enjoyable.,Email,Yes
FB000868,C002224,B014634,Facilities,5,Positive,Everything was well organized and enjoyable.,Mobile App,Yes
FB000869,C000246,B007948,Food,5,Positive,Very good service and friendly staff.,Mobile App,Yes
FB000870,C000051,B016824,Staff,4,Positive,Very good service and friendly staff.,Mobile App,Yes
FB000871,C004362,B015820,Food,5,Positive,Excellent experience and very helpful staff.,In-Hotel,Yes
FB000872,C001525,B005392,Room,5,Positive,Excellent experience and very helpful staff.,Website,Yes
FB000873,C004908,B007246,Food,4,Positive,"Great experience, I would definitely stay again.",Email,Yes
FB000874,C000894,B015683,Room,3,Neutral,"Everything was fine, but nothing exceptional.",Mobile App,Maybe
FB000875,C007920,B006280,Room,4,Positive,Everything was well organized and enjoyable.,Survey,Yes
FB000876,C006715,B005195,Overall Experience,5,Positive,Very good service and friendly staff.,Website,Yes
FB000877,C000576,B014223,Facilities,5,Positive,Very good service and friendly staff.,Survey,Yes
FB000878,C007256,B017122,Service,4,Positive,"Great experience, I would definitely stay again.",Website,Yes
FB000879,C006140,B019673,Food,5,Positive,Everything was well organized and enjoyable.,Mobile App,Yes
FB000880,C006922,B017186,Staff,4,Positive,Excellent experience and very helpful staff.,Website,Yes
FB000881,C005023,B001730,Room,4,Positive,The room was clean and comfortable.,Website,Yes
FB000882,C006783,B019915,Facilities,5,Positive,"Great experience, I would definitely stay again.",Mobile App,Yes
FB000883,C003409,B019842,Cleanliness,5,Positive,The room was clean and comfortable.,Survey,Yes
FB000884,C002547,B013337,Booking,3,Neutral,The experience was acceptable overall.,Survey,Maybe
FB000885,C006823,B003311,Overall Experience,4,Positive,Excellent experience and very helpful staff.,In-Hotel,Yes
FB000886,C001923,B012572,Service,4,Positive,The room was clean and comfortable.,Survey,Yes
FB000887,C003938,B003416,Location,4,Positive,"Great experience, I would definitely stay again.",Survey,Yes
FB000888,C002190,B005862,Overall Experience,4,Positive,The room was clean and comfortable.,Website,Yes
FB000889,C005935,B015238,Cleanliness,4,Positive,"Great experience, I would definitely stay again.",In-Hotel,Yes
FB000890,C001815,B006260,Booking,3,Neutral,Overall experience was satisfactory.,Mobile App,Maybe
FB000891,C001565,B009620,Cleanliness,4,Positive,Very good service and friendly staff.,Mobile App,Yes
FB000892,C006909,B005864,Food,2,Negative,There were some issues during the stay.,Email,No
FB000893,C008537,B009807,Room,4,Positive,Everything was well organized and enjoyable.,In-Hotel,Yes
FB000894,C002684,B005850,Service,5,Positive,Excellent experience and very helpful staff.,Website,Yes
FB000895,C003503,B002755,Payment,5,Positive,Very good service and friendly staff.,Email,Yes
FB000896,C005881,B013644,Room,4,Positive,Everything was well organized and enjoyable.,Email,Yes
FB000897,C008490,B010193,Payment,2,Negative,The overall experience was disappointing.,Mobile App,No
FB000898,C000142,B008036,Booking,3,Neutral,Overall experience was satisfactory.,Survey,Maybe
FB000899,C008201,B016837,Facilities,4,Positive,The room was clean and comfortable.,Website,Yes
FB000900,C005657,B015028,Location,3,Neutral,The stay was okay but there is room for improvement.,In-Hotel,Maybe
FB000901,C000228,B010762,Staff,4,Positive,"Great experience, I would definitely stay again.",Email,Yes
FB000902,C007395,B007376,Room,3,Neutral,Overall experience was satisfactory.,Website,Maybe
FB000903,C004565,B010710,Service,5,Positive,The room was clean and comfortable.,Mobile App,Yes
FB000904,C009895,B005999,Cleanliness,4,Positive,Everything was well organized and enjoyable.,Email,Yes
FB000905,C009913,B012265,Service,3,Neutral,The experience was acceptable overall.,Email,Maybe
FB000906,C008800,B019734,Booking,5,Positive,The room was clean and comfortable.,Mobile App,Yes
FB000907,C004735,B019733,Payment,4,Positive,Everything was well organized and enjoyable.,Mobile App,Yes
FB000908,C002168,B001283,Cleanliness,2,Negative,There were some issues during the stay.,Mobile App,No
FB000909,C001887,B005291,Staff,4,Positive,Everything was well organized and enjoyable.,Website,Yes
FB000910,C009274,B010785,Staff,4,Positive,Very good service and friendly staff.,Website,Yes
FB000911,C004753,B011068,Room,5,Positive,Very good service and friendly staff.,Website,Yes
FB000912,C008670,B019689,Booking,3,Neutral,"Everything was fine, but nothing exceptional.",Survey,Maybe
FB000913,C005068,B004022,Facilities,4,Positive,"Great experience, I would definitely stay again.",Email,Yes
FB000914,C001675,B016142,Booking,3,Neutral,The service was average.,Website,Maybe
FB000915,C009347,B006827,Payment,2,Negative,The service was slower than expected.,Survey,No
FB000916,C007033,B018362,Service,5,Positive,Very good service and friendly staff.,Email,Yes
FB000917,C003288,B012085,Staff,5,Positive,"Great experience, I would definitely stay again.",Website,Yes
FB000918,C003828,B011052,Service,4,Positive,Excellent experience and very helpful staff.,Mobile App,Yes
FB000919,C008819,B008332,Service,4,Positive,Very good service and friendly staff.,In-Hotel,Yes
FB000920,C004583,B010079,Service,3,Neutral,"Everything was fine, but nothing exceptional.",Website,Maybe
FB000921,C006737,B008994,Staff,5,Positive,Everything was well organized and enjoyable.,In-Hotel,Yes
FB000922,C002395,B009819,Overall Experience,2,Negative,There were some issues during the stay.,Website,No
FB000923,C004394,B016875,Food,1,Negative,The room was not clean enough.,Mobile App,No
FB000924,C009514,B010647,Payment,4,Positive,"Great experience, I would definitely stay again.",In-Hotel,Yes
FB000925,C007540,B013994,Overall Experience,4,Positive,The room was clean and comfortable.,Survey,Yes
FB000926,C004296,B019990,Payment,4,Positive,"Great experience, I would definitely stay again.",Mobile App,Yes
FB000927,C006785,B009711,Cleanliness,2,Negative,The room was not clean enough.,In-Hotel,No
FB000928,C005722,B006897,Booking,4,Positive,Everything was well organized and enjoyable.,In-Hotel,Yes
FB000929,C004531,B015371,Booking,4,Positive,"Great experience, I would definitely stay again.",Mobile App,Yes
FB000930,C007358,B011680,Location,3,Neutral,The stay was okay but there is room for improvement.,Mobile App,Maybe
FB000931,C006727,B008963,Booking,5,Positive,Everything was well organized and enjoyable.,Mobile App,Yes
FB000932,C007599,B005475,Staff,2,Negative,The service was slower than expected.,Email,No
FB000933,C003274,B006403,Facilities,4,Positive,Very good service and friendly staff.,Survey,Yes
FB000934,C009167,B003726,Room,5,Positive,The room was clean and comfortable.,Website,Yes
FB000935,C006970,B003740,Location,3,Neutral,"Everything was fine, but nothing exceptional.",In-Hotel,Maybe
FB000936,C009637,B010222,Room,4,Positive,Very good service and friendly staff.,Website,Yes
FB000937,C009115,B013085,Payment,5,Positive,Everything was well organized and enjoyable.,Mobile App,Yes
FB000938,C003989,B008733,Room,3,Neutral,"Everything was fine, but nothing exceptional.",Survey,Maybe
FB000939,C007353,B012492,Room,5,Positive,Very good service and friendly staff.,Survey,Yes
FB000940,C003257,B006776,Location,4,Positive,The room was clean and comfortable.,Email,Yes
FB000941,C001631,B019981,Cleanliness,3,Neutral,The experience was acceptable overall.,Mobile App,Maybe
FB000942,C003522,B004292,Service,4,Positive,Excellent experience and very helpful staff.,In-Hotel,Yes
FB000943,C002562,B003580,Booking,4,Positive,Excellent experience and very helpful staff.,Email,Yes
FB000944,C003410,B012569,Booking,5,Positive,Excellent experience and very helpful staff.,Mobile App,Yes
FB000945,C002847,B000929,Staff,5,Positive,"Great experience, I would definitely stay again.",Email,Yes
FB000946,C003022,B006530,Location,5,Positive,Excellent experience and very helpful staff.,Website,Yes
FB000947,C008155,B003845,Staff,5,Positive,Very good service and friendly staff.,Mobile App,Yes
FB000948,C003157,B018144,Facilities,5,Positive,Excellent experience and very helpful staff.,In-Hotel,Yes
FB000949,C005649,B010868,Facilities,4,Positive,Everything was well organized and enjoyable.,In-Hotel,Yes
FB000950,C006388,B017780,Staff,4,Positive,Excellent experience and very helpful staff.,Mobile App,Yes
FB000951,C007647,B017401,Location,4,Positive,The room was clean and comfortable.,Email,Yes
FB000952,C003364,B006149,Staff,1,Negative,The staff could have been more helpful.,Survey,No
FB000953,C005260,B008320,Booking,5,Positive,Very good service and friendly staff.,Mobile App,Yes
FB000954,C007216,B001816,Overall Experience,4,Positive,"Great experience, I would definitely stay again.",In-Hotel,Yes
FB000955,C003060,B006073,Food,1,Negative,There were some issues during the stay.,Website,No
