request_id,customer_id,booking_id,request_type,request_text,request_status,created_at
REQ000897,C008731,B000708,Modification Request,Can I modify my booking?,Open,2026-08-08 01:26:07
REQ000898,C007986,B017225,Booking Inquiry,I would like information about room availability.,In Progress,2025-09-20 11:23:10
REQ000899,C009098,B003792,Booking Inquiry,I would like information about room availability.,Resolved,2025-10-02 08:29:04
REQ000900,C008883,B008365,Housekeeping,I need housekeeping service.,In Progress,2026-06-19 11:53:32
REQ000901,C009900,B009574,Room Service,I would like to order room service.,In Progress,2025-11-01 10:13:32
REQ000902,C004304,B019448,General Inquiry,I have a question about the hotel.,Resolved,2026-07-28 17:59:08
REQ000903,C008927,B006908,Early Check-in,Is early check-in available?,Closed,2026-08-10 05:05:47
REQ000904,C004797,B017487,Complaint,I have a problem with my room.,Closed,2025-12-30 20:55:26
REQ000905,C009343,B004609,Booking Inquiry,Do you have any rooms available for my dates?,Closed,2026-01-16 11:21:18
REQ000906,C009111,B014988,Late Checkout,Can I have a late checkout?,Open,2026-05-24 05:16:55
REQ000907,C002116,B001320,Early Check-in,I would like to arrive before the check-in time.,In Progress,2026-07-24 19:57:32
REQ000908,C001163,,Booking Inquiry,I would like information about room availability.,Resolved,2026-04-12 06:21:18
REQ000909,C009382,B005097,Housekeeping,My room needs cleaning.,Resolved,2025-10-14 13:43:35
REQ000910,C008887,B006033,Modification Request,I want to change my check-in date.,Resolved,2026-08-12 06:42:09
REQ000911,C003974,,Room Service,I need room service.,Closed,2026-07-29 04:31:23
REQ000912,C003705,B005734,Modification Request,I want to change my check-in date.,Resolved,2026-08-15 10:54:57
REQ000913,C000942,B009388,Cancellation Request,I want to cancel my booking.,Closed,2026-02-14 04:38:05
REQ000914,C006393,B008304,Booking Inquiry,I would like information about room availability.,Closed,2025-09-14 10:28:56
REQ000915,C005894,B011890,Late Checkout,Can I have a late checkout?,Open,2025-11-18 22:01:08
REQ000916,C006343,B017292,Booking Inquiry,I want to know if you have available rooms.,In Progress,2026-05-14 08:12:52
REQ000917,C008800,B019734,Housekeeping,I need housekeeping service.,Resolved,2026-05-08 23:07:32
REQ000918,C000248,B011907,Payment Inquiry,Was my payment successful?,Closed,2026-05-18 20:04:29
REQ000919,C002118,B010078,Late Checkout,Is late checkout available?,Resolved,2026-01-14 19:43:45
REQ000920,C001907,B013741,Modification Request,Can I modify my booking?,In Progress,2026-04-25 11:01:22
REQ000921,C004000,B015557,Housekeeping,I need housekeeping service.,In Progress,2025-11-16 07:59:39
REQ000922,C000931,B015660,Extra Bed,Is it possible to add an extra bed?,Resolved,2025-12-13 23:42:46
REQ000923,C002009,B019187,Housekeeping,I need housekeeping service.,Resolved,2026-02-25 06:17:50
REQ000924,C002252,,Extra Bed,I need an additional bed in my room.,Resolved,2026-07-27 19:26:35
REQ000925,C009671,,Housekeeping,My room needs cleaning.,Resolved,2025-09-03 18:29:10
REQ000926,C006638,B011817,Extra Bed,Is it possible to add an extra bed?,Closed,2025-12-12 04:43:43
REQ000927,C007416,B016317,Booking Inquiry,Do you have any rooms available for my dates?,Resolved,2025-10-24 08:37:14
REQ000928,C006730,B004921,Cancellation Request,Can I cancel my reservation?,Closed,2026-01-19 14:12:29
REQ000929,C004540,B017423,Cancellation Request,Can I cancel my reservation?,Resolved,2025-08-21 01:23:28
REQ000930,C006834,,Cancellation Request,Can I cancel my reservation?,Closed,2026-07-01 00:29:05
REQ000931,C002868,,General Inquiry,I have a question about the hotel.,In Progress,2025-09-23 13:03:08
REQ000932,C004097,B016498,Housekeeping,Can someone clean my room?,Resolved,2025-10-18 07:48:57
REQ000933,C001909,,Modification Request,Can I modify my booking?,Closed,2026-05-15 08:58:33
REQ000934,C004359,B007508,Modification Request,Can I modify my booking?,Resolved,2025-12-17 16:38:02
REQ000935,C007262,,Late Checkout,Can I have a late checkout?,Closed,2026-01-04 01:16:35
REQ000936,C001290,B014728,General Inquiry,I have a question about the hotel.,Resolved,2025-12-10 00:07:17
REQ000937,C006407,B000949,Payment Inquiry,I want to know my payment status.,In Progress,2026-02-08 18:09:50
REQ000938,C005213,,Payment Inquiry,Can you check my payment?,In Progress,2026-05-20 12:35:28
REQ000939,C007362,B002405,Cancellation Request,I want to cancel my booking.,Resolved,2026-02-18 15:53:30
REQ000940,C001157,,Housekeeping,Can someone clean my room?,Resolved,2026-08-11 20:42:21
REQ000941,C002246,B007892,Room Service,I would like to order room service.,Resolved,2026-01-14 10:23:27
REQ000942,C004489,,Room Service,I need room service.,Resolved,2026-01-14 01:48:32
REQ000943,C000508,B004289,Early Check-in,Can I check in early?,In Progress,2026-06-25 15:35:47
REQ000944,C006844,B016651,Airport Transfer,I need an airport transfer.,Closed,2025-10-29 03:04:42
REQ000945,C000186,B007720,Housekeeping,Can someone clean my room?,Closed,2026-06-14 19:40:13
REQ000946,C008781,,Room Service,I need room service.,In Progress,2025-11-24 19:19:12
REQ000947,C003947,B008764,Extra Bed,I need an additional bed in my room.,Resolved,2026-04-18 02:55:05
REQ000948,C003786,B019033,Cancellation Request,Can I cancel my reservation?,Resolved,2025-12-26 05:03:14
REQ000949,C001484,B019573,Airport Transfer,Can you arrange airport pickup?,Closed,2026-02-28 10:39:01
REQ000950,C001927,,General Inquiry,Can you provide more information?,Resolved,2026-05-28 19:05:11
REQ000951,C000474,B007057,Housekeeping,Can someone clean my room?,Resolved,2026-05-05 21:29:03
REQ000952,C003642,B008484,Room Service,Can I order food to my room?,Resolved,2026-04-24 20:23:49
REQ000953,C001153,,Early Check-in,I would like to arrive before the check-in time.,Resolved,2025-10-27 04:26:10
REQ000954,C002284,,Early Check-in,I would like to arrive before the check-in time.,In Progress,2026-06-23 23:52:45
REQ000955,C009179,,Room Service,I need room service.,Open,2025-11-30 02:05:32
REQ000956,C003896,B003986,Room Service,Can I order food to my room?,Closed,2026-05-17 02:04:05
REQ000957,C008786,B010163,Booking Inquiry,Do you have any rooms available for my dates?,Resolved,2026-05-01 12:49:39
REQ000958,C008224,B009485,Complaint,I have a problem with my room.,Closed,2025-12-06 05:12:49
REQ000959,C005125,B013880,Booking Inquiry,I want to know if you have available rooms.,Open,2026-08-05 21:41:55
REQ000960,C008188,B015523,Room Service,I would like to order room service.,Open,2025-12-02 12:14:13
REQ000961,C001549,B006465,Housekeeping,I need housekeeping service.,Resolved,2025-11-01 08:06:10
REQ000962,C001500,B014375,Extra Bed,I need an additional bed in my room.,In Progress,2026-05-08 17:54:29
REQ000963,C003950,B017721,General Inquiry,I need some information about the hotel.,Closed,2026-05-08 00:24:04
REQ000964,C001189,B009878,Housekeeping,My room needs cleaning.,Open,2026-07-10 22:08:47
REQ000965,C006751,B018531,Housekeeping,I need housekeeping service.,Closed,2026-03-11 14:41:19
REQ000966,C001649,B013553,Housekeeping,Can someone clean my room?,Resolved,2025-10-28 18:22:44
REQ000967,C005258,B001859,Extra Bed,Is it possible to add an extra bed?,Resolved,2026-02-02 21:44:11
REQ000968,C008485,B012432,Room Service,I would like to order room service.,Resolved,2026-03-27 21:28:31
REQ000969,C004072,B006575,General Inquiry,I need some information about the hotel.,Resolved,2025-11-05 21:20:14
REQ000970,C003627,B012400,Modification Request,I want to change my check-in date.,Closed,2026-05-24 08:28:01
REQ000971,C006698,,Housekeeping,I need housekeeping service.,In Progress,2026-05-27 11:56:10
REQ000972,C007222,B011095,Booking Inquiry,I want to know if you have available rooms.,Open,2026-04-26 18:10:17
REQ000973,C006067,,General Inquiry,Can you provide more information?,Resolved,2025-12-24 12:01:46
REQ000974,C006683,B018943,Housekeeping,My room needs cleaning.,Closed,2025-10-25 17:45:09
REQ000975,C009487,,Housekeeping,My room needs cleaning.,Resolved,2026-05-05 23:08:01
REQ000976,C001177,B016060,Room Service,I would like to order room service.,Open,2025-10-17 08:07:49
REQ000977,C001830,B002137,General Inquiry,I have a question about the hotel.,Resolved,2026-07-01 16:54:56
REQ000978,C009286,B017579,Late Checkout,Can I have a late checkout?,Resolved,2025-10-21 17:32:48
REQ000979,C005645,,Cancellation Request,I need to cancel my hotel reservation.,Resolved,2025-09-19 11:06:58
REQ000980,C009462,B000524,Airport Transfer,Do you provide airport transportation?,Resolved,2025-08-21 21:06:41
REQ000981,C001665,B015426,Room Service,I need room service.,Resolved,2026-03-28 19:36:33
REQ000982,C008637,,General Inquiry,I need some information about the hotel.,In Progress,2025-10-03 22:19:42
REQ000983,C008686,,Housekeeping,I need housekeeping service.,Resolved,2026-06-03 22:08:13
REQ000984,C000525,B001095,Modification Request,Can I modify my booking?,In Progress,2026-07-30 18:10:45
REQ000985,C002294,B018755,General Inquiry,I have a question about the hotel.,Closed,2026-04-20 15:00:05
REQ000986,C009068,,Housekeeping,Can someone clean my room?,Closed,2025-12-13 08:18:39
REQ000987,C000665,B019594,Housekeeping,Can someone clean my room?,Closed,2026-02-17 07:52:58
REQ000988,C006559,,Housekeeping,Can someone clean my room?,In Progress,2025-11-30 18:24:00
REQ000989,C000676,B008750,Airport Transfer,Can you arrange airport pickup?,Resolved,2026-02-19 19:53:21
REQ000990,C005797,B018138,Room Service,I would like to order room service.,Resolved,2026-02-11 18:46:15
REQ000991,C002163,,Airport Transfer,Do you provide airport transportation?,Closed,2026-01-25 03:12:04
REQ000992,C007457,B008429,Late Checkout,I want to check out later.,Closed,2026-05-22 23:08:57
REQ000993,C009169,,Room Service,I would like to order room service.,Closed,2026-01-01 16:14:57
REQ000994,C004041,B011069,Housekeeping,My room needs cleaning.,Closed,2025-12-03 22:11:12
REQ000995,C000274,B011750,Extra Bed,I need an additional bed in my room.,In Progress,2026-08-09 10:38:24
REQ000996,C005348,B010624,Booking Inquiry,I want to know if you have available rooms.,Resolved,2026-06-12 06:24:38
REQ000997,C000787,B015654,Early Check-in,Is early check-in available?,Resolved,2025-10-10 17:15:54
REQ000998,C006316,B001431,Modification Request,I want to change my check-in date.,Closed,2026-08-03 18:07:55
REQ000999,C006615,,Complaint,I have a problem with my room.,Closed,2026-02-11 16:51:02
REQ001000,C001051,B012290,Late Checkout,Can I have a late checkout?,In Progress,2026-08-09 19:44:51
REQ001001,C003428,B016652,Housekeeping,Can someone clean my room?,Resolved,2026-02-23 13:33:40
REQ001002,C002404,,Modification Request,I need to change the number of guests.,Resolved,2026-05-05 22:21:59
REQ001003,C003820,,Late Checkout,I want to check out later.,Resolved,2025-11-10 10:55:50
REQ001004,C000562,B000471,Booking Inquiry,I would like information about room availability.,Closed,2026-05-09 11:11:10
REQ001005,C006784,,Complaint,I have a problem with my room.,In Progress,2026-07-10 20:18:18
REQ001006,C001366,B009379,Modification Request,Can I modify my booking?,Resolved,2026-04-29 15:46:13
REQ001007,C000568,B015574,Late Checkout,Is late checkout available?,Resolved,2025-11-12 05:37:13
REQ001008,C001768,,Booking Inquiry,I want to know if you have available rooms.,Resolved,2026-04-19 20:18:18
REQ001009,C008117,B010040,Housekeeping,Can someone clean my room?,Resolved,2025-09-09 23:01:00
REQ001010,C003267,B013552,Housekeeping,My room needs cleaning.,Closed,2026-03-13 04:18:38
REQ001011,C005040,,Late Checkout,Can I have a late checkout?,Closed,2026-03-14 20:56:00
REQ001012,C006436,B004741,Complaint,I have a problem with my room.,Resolved,2026-06-09 17:22:04
REQ001013,C001148,B000928,Room Service,I need room service.,Resolved,2026-02-03 05:35:11
REQ001014,C009317,B013668,Booking Inquiry,Do you have any rooms available for my dates?,Resolved,2026-07-30 18:58:32
REQ001015,C000238,,Modification Request,Can I modify my booking?,In Progress,2025-12-09 20:00:55
REQ001016,C004901,,Modification Request,I want to change my check-in date.,Resolved,2026-06-26 18:16:50
REQ001017,C004611,B011773,Late Checkout,I want to check out later.,Closed,2026-02-17 08:36:25
REQ001018,C002403,,Room Service,I need room service.,Resolved,2026-06-18 00:11:49
REQ001019,C007921,,Booking Inquiry,I want to know if you have available rooms.,In Progress,2026-03-07 17:17:38
REQ001020,C001861,B010903,Complaint,I am not satisfied with the service.,Closed,2026-02-07 02:26:57
REQ001021,C009078,,Booking Inquiry,Do you have any rooms available for my dates?,Resolved,2026-06-01 16:14:52
REQ001022,C001635,,Booking Inquiry,Do you have any rooms available for my dates?,Open,2026-04-05 16:51:53
REQ001023,C000295,B002563,Booking Inquiry,Do you have any rooms available for my dates?,Closed,2026-01-10 15:42:05
REQ001024,C008684,,Booking Inquiry,Do you have any rooms available for my dates?,Closed,2026-02-04 16:08:43
REQ001025,C002283,B012670,Payment Inquiry,I want to know my payment status.,Resolved,2026-02-06 19:30:49
REQ001026,C004523,,Airport Transfer,Do you provide airport transportation?,In Progress,2026-02-07 18:15:53
REQ001027,C009749,B018062,Early Check-in,Is early check-in available?,Resolved,2026-03-24 10:06:24
REQ001028,C007502,,Booking Inquiry,Do you have any rooms available for my dates?,Closed,2026-03-14 01:49:40
REQ001029,C008279,,Airport Transfer,I need an airport transfer.,Resolved,2025-11-04 17:05:01
REQ001030,C008647,B006928,Late Checkout,Is late checkout available?,Closed,2025-11-22 17:56:00
REQ001031,C000013,B000311,Extra Bed,Is it possible to add an extra bed?,Closed,2025-08-26 10:08:45
REQ001032,C001378,,Cancellation Request,I want to cancel my booking.,Closed,2026-06-18 22:57:02
REQ001033,C006917,B017869,Cancellation Request,I want to cancel my booking.,In Progress,2025-08-30 02:14:19
REQ001034,C006169,,Cancellation Request,Can I cancel my reservation?,Closed,2025-11-05 00:48:18
REQ001035,C008267,B013133,Housekeeping,I need housekeeping service.,Closed,2026-03-01 14:24:14
REQ001036,C007743,,Booking Inquiry,I would like information about room availability.,Closed,2026-04-07 06:57:15
REQ001037,C002502,B007006,Extra Bed,Can I request an extra bed?,Closed,2026-03-14 17:59:27
REQ001038,C001114,B003987,Housekeeping,I need housekeeping service.,Open,2026-02-11 02:52:57
REQ001039,C001244,,General Inquiry,Can you provide more information?,Closed,2026-03-22 14:34:56
REQ001040,C008463,B009987,Modification Request,I need to change the number of guests.,In Progress,2025-08-21 21:12:52
REQ001041,C002650,B018757,Modification Request,Can I modify my booking?,Resolved,2026-02-10 18:16:33
REQ001042,C006154,B004905,Extra Bed,Can I request an extra bed?,Resolved,2026-01-10 04:04:03
REQ001043,C004949,B017695,Modification Request,I want to change my check-in date.,Resolved,2026-07-07 18:40:06
REQ001044,C007235,B005597,Booking Inquiry,Do you have any rooms available for my dates?,Resolved,2025-10-18 06:46:46
REQ001045,C007025,,Booking Inquiry,I would like information about room availability.,Resolved,2026-05-10 00:16:47
REQ001046,C001524,B001410,Late Checkout,Is late checkout available?,Resolved,2025-09-11 14:22:29
REQ001047,C001659,,Room Service,I would like to order room service.,Closed,2026-01-22 09:08:43
REQ001048,C007006,B017083,Payment Inquiry,I want to know my payment status.,Resolved,2025-10-03 16:59:48
REQ001049,C001701,B003227,Extra Bed,Can I request an extra bed?,Resolved,2025-10-16 11:19:14
REQ001050,C003906,B008515,Booking Inquiry,I want to know if you have available rooms.,Resolved,2026-03-05 20:25:44
REQ001051,C002950,B015312,Payment Inquiry,Was my payment successful?,Closed,2025-12-01 01:40:46
REQ001052,C004308,B006918,Cancellation Request,I need to cancel my hotel reservation.,Resolved,2026-05-13 07:40:32
REQ001053,C005211,,Room Service,I need room service.,Resolved,2026-02-17 01:12:18
REQ001054,C004226,B015782,Booking Inquiry,I would like information about room availability.,Closed,2026-04-07 03:07:58
REQ001055,C007152,B002469,Room Service,I need room service.,Resolved,2026-05-21 08:06:10
REQ001056,C004590,B001648,Extra Bed,Is it possible to add an extra bed?,Closed,2026-02-15 00:08:51
REQ001057,C009645,,Extra Bed,I need an additional bed in my room.,Resolved,2026-02-01 21:45:08
REQ001058,C009581,B001189,Cancellation Request,Can I cancel my reservation?,Closed,2026-01-05 03:45:02
REQ001059,C003834,B012346,Extra Bed,Is it possible to add an extra bed?,Resolved,2025-09-21 05:33:52
REQ001060,C005536,B018734,Cancellation Request,I need to cancel my hotel reservation.,Open,2026-01-04 22:01:27
REQ001061,C005792,B015475,Complaint,I want to make a complaint.,Resolved,2026-02-03 11:41:08
REQ001062,C002329,,Housekeeping,I need housekeeping service.,Closed,2025-11-13 15:29:31
REQ001063,C008887,B006357,Modification Request,I want to change my check-in date.,Resolved,2025-10-18 12:58:53
REQ001064,C007223,,Late Checkout,I want to check out later.,Resolved,2025-10-27 05:29:44
REQ001065,C008615,B003317,Booking Inquiry,Do you have any rooms available for my dates?,Resolved,2026-04-11 09:53:07
REQ001066,C003355,B009358,Booking Inquiry,I want to know if you have available rooms.,Resolved,2025-11-24 10:59:53
REQ001067,C008841,B014817,Extra Bed,I need an additional bed in my room.,Open,2026-04-12 17:49:20
REQ001068,C004011,B017582,Booking Inquiry,I would like information about room availability.,Resolved,2025-12-06 23:31:33
REQ001069,C006778,B011194,General Inquiry,I have a question about the hotel.,In Progress,2026-01-09 21:52:06
REQ001070,C003089,B006619,Booking Inquiry,I would like information about room availability.,Resolved,2025-09-06 05:23:48
REQ001071,C000759,,Housekeeping,I need housekeeping service.,Resolved,2025-09-21 17:04:30
REQ001072,C006416,B008752,General Inquiry,Can you provide more information?,Open,2025-09-02 13:24:49
REQ001073,C004112,B008053,Room Service,I need room service.,Closed,2026-07-02 15:41:23
REQ001074,C004584,B010248,General Inquiry,I need some information about the hotel.,Closed,2025-11-22 02:55:16
REQ001075,C006361,B001699,Room Service,Can I order food to my room?,Resolved,2026-07-05 04:31:44
REQ001076,C006598,B015197,Airport Transfer,Can you arrange airport pickup?,Resolved,2026-04-04 09:49:09
REQ001077,C006964,,Late Checkout,Is late checkout available?,Resolved,2026-07-06 20:04:19
REQ001078,C001004,,General Inquiry,Can you provide more information?,Closed,2026-03-31 23:19:08
REQ001079,C001119,B017349,Housekeeping,I need housekeeping service.,Closed,2026-06-10 19:02:47
REQ001080,C009699,B000470,Housekeeping,Can someone clean my room?,Open,2026-06-02 11:33:24
REQ001081,C007657,,Room Service,I need room service.,Resolved,2026-07-31 21:38:09
REQ001082,C004124,,Early Check-in,I would like to arrive before the check-in time.,Closed,2026-07-23 21:13:14
REQ001083,C007188,,Booking Inquiry,I would like information about room availability.,Resolved,2025-11-27 18:55:38
REQ001084,C005547,,Room Service,Can I order food to my room?,Closed,2026-03-04 11:59:06
REQ001085,C006354,B005333,Early Check-in,I would like to arrive before the check-in time.,Resolved,2026-05-11 16:57:02
REQ001086,C009615,B016645,Booking Inquiry,I would like information about room availability.,Resolved,2026-02-23 20:24:31
REQ001087,C000904,B019443,Booking Inquiry,Do you have any rooms available for my dates?,Resolved,2026-02-06 12:51:33
REQ001088,C002958,,Booking Inquiry,Do you have any rooms available for my dates?,Resolved,2026-04-09 04:00:06
REQ001089,C004816,B004128,Late Checkout,Is late checkout available?,Resolved,2026-08-02 00:20:24
REQ001090,C005896,B002107,Booking Inquiry,I would like information about room availability.,Closed,2025-09-29 02:36:53
REQ001091,C006154,B016724,Airport Transfer,Do you provide airport transportation?,Resolved,2026-04-27 15:20:19
REQ001092,C005869,B008062,Payment Inquiry,Can you check my payment?,Closed,2026-04-23 18:52:00
REQ001093,C009629,,Complaint,I am not satisfied with the service.,Resolved,2026-01-03 21:35:01
REQ001094,C007623,B012490,Early Check-in,Can I check in early?,Resolved,2025-09-29 13:56:53
REQ001095,C006039,,Modification Request,I need to change the number of guests.,In Progress,2026-03-24 15:34:50
REQ001096,C000758,B000033,Room Service,Can I order food to my room?,Resolved,2025-11-03 21:54:58
REQ001097,C008215,,Extra Bed,Is it possible to add an extra bed?,Resolved,2026-06-26 14:48:18
REQ001098,C006234,B014116,General Inquiry,I have a question about the hotel.,In Progress,2025-10-15 10:50:49
REQ001099,C001051,B007864,Complaint,I am not satisfied with the service.,Closed,2026-07-30 07:57:23
REQ001100,C001126,B004475,General Inquiry,I have a question about the hotel.,Resolved,2026-04-19 01:13:52
REQ001101,C001442,,Extra Bed,Can I request an extra bed?,Closed,2025-12-29 10:22:45
REQ001102,C008024,B014184,Late Checkout,Can I have a late checkout?,In Progress,2025-10-30 19:22:49
REQ001103,C007141,B016407,Room Service,I need room service.,In Progress,2025-09-21 13:24:33
REQ001104,C007476,,Booking Inquiry,I want to know if you have available rooms.,Resolved,2025-09-20 13:50:12
REQ001105,C006461,B010797,Housekeeping,I need housekeeping service.,Closed,2025-08-26 17:57:25
REQ001106,C007169,,Complaint,I want to make a complaint.,Closed,2026-02-04 10:15:08
REQ001107,C001140,,Airport Transfer,Do you provide airport transportation?,Open,2026-01-14 08:09:54
REQ001108,C004747,,Booking Inquiry,I want to know if you have available rooms.,Closed,2026-01-28 14:03:59
REQ001109,C006580,B014518,Airport Transfer,Do you provide airport transportation?,Resolved,2026-05-20 01:58:24
REQ001110,C006452,B019435,Airport Transfer,Do you provide airport transportation?,In Progress,2025-10-06 05:58:46
REQ001111,C009192,,General Inquiry,I need some information about the hotel.,Resolved,2025-08-19 23:16:22
REQ001112,C005268,B010138,Extra Bed,Is it possible to add an extra bed?,In Progress,2026-06-28 02:23:36
REQ001113,C005452,,Complaint,I am not satisfied with the service.,Resolved,2026-02-10 17:42:42
REQ001114,C006914,B004028,Late Checkout,Can I have a late checkout?,Resolved,2025-11-19 01:30:56
REQ001115,C001752,B005417,General Inquiry,I need some information about the hotel.,Closed,2026-03-10 15:35:54
REQ001116,C008838,B008658,Cancellation Request,I want to cancel my booking.,Closed,2026-04-02 04:25:50
REQ001117,C001430,B008606,Complaint,I have a problem with my room.,Closed,2026-07-20 15:09:57
REQ001118,C003578,,Extra Bed,I need an additional bed in my room.,Resolved,2025-08-26 05:36:07
REQ001119,C006442,B010634,Room Service,I need room service.,Resolved,2026-04-11 17:47:18
REQ001120,C006570,B007807,Room Service,I would like to order room service.,Closed,2026-04-17 15:33:16
REQ001121,C003777,,Early Check-in,I would like to arrive before the check-in time.,Closed,2026-03-11 17:56:37
REQ001122,C004068,,Complaint,I have a problem with my room.,In Progress,2026-01-29 17:25:08
REQ001123,C005296,B006106,Payment Inquiry,Was my payment successful?,Resolved,2026-07-28 20:46:02
REQ001124,C008844,B001233,Payment Inquiry,Was my payment successful?,Closed,2025-10-01 17:17:39
REQ001125,C002305,B007347,General Inquiry,Can you provide more information?,Closed,2026-06-13 10:23:41
REQ001126,C007614,B017954,Extra Bed,Can I request an extra bed?,Resolved,2026-07-16 01:56:43
REQ001127,C000270,B010743,General Inquiry,I need some information about the hotel.,In Progress,2026-03-16 15:49:00
REQ001128,C003661,B018603,Booking Inquiry,Do you have any rooms available for my dates?,Closed,2026-05-28 03:45:59
REQ001129,C004603,B011515,Modification Request,I need to change the number of guests.,In Progress,2026-07-29 01:05:57
REQ001130,C001611,B017565,General Inquiry,I have a question about the hotel.,Closed,2026-05-17 10:42:51
REQ001131,C002294,B018755,Airport Transfer,Can you arrange airport pickup?,Resolved,2026-08-16 10:12:29
REQ001132,C008807,,Modification Request,I need to change the number of guests.,Closed,2026-06-21 13:27:41
REQ001133,C006013,,Complaint,I want to make a complaint.,Resolved,2025-11-07 22:48:37
REQ001134,C003760,B005178,Late Checkout,Is late checkout available?,In Progress,2026-05-30 06:49:22
REQ001135,C006405,,Booking Inquiry,I would like information about room availability.,Resolved,2026-05-30 18:34:45
REQ001136,C005532,,Airport Transfer,I need an airport transfer.,In Progress,2026-06-17 16:53:36
REQ001137,C002731,B000005,Housekeeping,Can someone clean my room?,Resolved,2026-01-10 19:23:38
REQ001138,C004204,,Room Service,I need room service.,Closed,2026-04-04 22:21:34
REQ001139,C009042,B000766,Cancellation Request,Can I cancel my reservation?,Closed,2026-03-10 01:20:28
REQ001140,C006683,B018943,Cancellation Request,I want to cancel my booking.,Resolved,2026-02-10 22:21:08
REQ001141,C009762,,Complaint,I am not satisfied with the service.,Resolved,2026-08-14 18:42:19
REQ001142,C003259,,Room Service,I need room service.,Resolved,2026-06-21 17:30:56
REQ001143,C009347,B000073,Early Check-in,I would like to arrive before the check-in time.,Resolved,2025-12-17 13:00:24
REQ001144,C001233,,Airport Transfer,Can you arrange airport pickup?,Resolved,2025-12-14 17:29:47
REQ001145,C002887,B009975,Booking Inquiry,I would like information about room availability.,Resolved,2026-06-08 17:42:22
REQ001146,C007714,B010137,Complaint,I am not satisfied with the service.,Resolved,2026-03-14 07:16:43
REQ001147,C003267,,Airport Transfer,Can you arrange airport pickup?,Resolved,2026-03-28 18:45:12
REQ001148,C005856,B001911,Room Service,I would like to order room service.,Closed,2025-10-18 03:08:22
REQ001149,C005566,B005858,Late Checkout,Can I have a late checkout?,Closed,2026-01-17 06:59:33
REQ001150,C006547,B009345,Modification Request,I want to change my check-in date.,Resolved,2026-01-13 05:25:54
REQ001151,C002087,,Housekeeping,Can someone clean my room?,In Progress,2026-03-26 11:44:38
REQ001152,C001819,,Booking Inquiry,Do you have any rooms available for my dates?,Closed,2026-05-02 12:58:34
REQ001153,C000779,B007351,Extra Bed,I need an additional bed in my room.,Closed,2025-09-26 14:48:03
REQ001154,C003347,B007840,Early Check-in,Can I check in early?,Closed,2025-10-14 05:20:27
REQ001155,C009105,B013496,Room Service,I would like to order room service.,Closed,2026-06-23 03:25:18
REQ001156,C004792,B006011,Booking Inquiry,I would like information about room availability.,Open,2026-07-11 20:04:36
REQ001157,C004863,B015136,Housekeeping,My room needs cleaning.,Closed,2026-05-15 03:05:22
REQ001158,C006915,B011228,Cancellation Request,I need to cancel my hotel reservation.,Resolved,2026-04-01 14:40:54
REQ001159,C002409,,Housekeeping,My room needs cleaning.,Resolved,2026-03-18 04:43:56
REQ001160,C002750,,Early Check-in,Is early check-in available?,Closed,2026-01-25 08:23:15
REQ001161,C001507,,Booking Inquiry,Do you have any rooms available for my dates?,Resolved,2026-03-04 14:30:01
REQ001162,C002868,,Extra Bed,Can I request an extra bed?,Resolved,2026-05-17 16:37:59
REQ001163,C003809,B007958,Cancellation Request,Can I cancel my reservation?,In Progress,2026-04-16 11:10:50
REQ001164,C008197,B010190,Extra Bed,I need an additional bed in my room.,In Progress,2025-12-07 20:55:15
REQ001165,C002861,,Early Check-in,Is early check-in available?,Resolved,2026-06-10 04:45:46
REQ001166,C000823,B013803,Cancellation Request,Can I cancel my reservation?,Open,2026-06-24 16:48:27
REQ001167,C002516,B000055,Extra Bed,Can I request an extra bed?,Resolved,2025-09-26 16:33:56
REQ001168,C006947,,Early Check-in,I would like to arrive before the check-in time.,Resolved,2026-06-17 00:58:13
REQ001169,C007785,B007916,General Inquiry,I need some information about the hotel.,In Progress,2026-05-09 02:56:03
REQ001170,C007480,,Room Service,I need room service.,Resolved,2026-04-02 13:38:33
REQ001171,C001207,B007893,Late Checkout,Can I have a late checkout?,Closed,2026-03-16 21:09:34
REQ001172,C007493,,Early Check-in,Is early check-in available?,Resolved,2026-04-22 09:19:32
REQ001173,C000667,B018583,Booking Inquiry,Do you have any rooms available for my dates?,In Progress,2026-03-15 22:52:39
REQ001174,C000156,,Room Service,I would like to order room service.,Resolved,2026-06-23 01:28:32
REQ001175,C004306,B000526,Airport Transfer,I need an airport transfer.,In Progress,2026-07-14 16:05:00
REQ001176,C000919,B016686,Payment Inquiry,I want to know my payment status.,Closed,2026-06-27 18:32:08
REQ001177,C003409,,Complaint,I want to make a complaint.,Closed,2026-02-07 12:26:47
REQ001178,C001488,B017739,Housekeeping,I need housekeeping service.,Closed,2026-06-09 13:17:22
REQ001179,C001397,B005771,Extra Bed,Is it possible to add an extra bed?,Resolved,2025-12-07 11:50:09
REQ001180,C000556,B002092,Housekeeping,Can someone clean my room?,Resolved,2025-12-26 00:47:25
REQ001181,C008653,B011326,Housekeeping,Can someone clean my room?,Closed,2025-10-26 09:09:39
REQ001182,C007274,,Airport Transfer,Can you arrange airport pickup?,In Progress,2026-06-17 18:10:18
REQ001183,C000855,B012801,Complaint,I want to make a complaint.,Resolved,2025-08-31 02:21:02
REQ001184,C009702,B018716,Housekeeping,My room needs cleaning.,Closed,2025-09-22 09:33:34
